N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017330494E+00 1.015797518E+00 1.014660277E+00 1.013748294E+00
1.600000000E+01 1.258018044E+00 1.254138782E+00 1.250603097E+00 1.247304186E+00
1.700000000E+01 1.326337189E+00 1.323144438E+00 1.319306240E+00 1.317707440E+00
1.549996187E+01 1.195902533E+00 1.185550590E+00 1.177687235E+00 1.170116759E+00
1.649996187E+01 1.288785222E+00 1.286058029E+00 1.283536870E+00 1.281454195E+00
1.674996808E+01 1.307023358E+00 1.302548722E+00 1.300336309E+00 1.298375937E+00
1.624993176E+01 1.273825774E+00 1.270494511E+00 1.267794071E+00 1.264998906E+00
1.574996808E+01 1.236891320E+00 1.231301873E+00 1.226462161E+00 1.222880882E+00
1.524993176E+01 1.089959763E+00 1.070407435E+00 1.052013034E+00 1.035684600E+00
