N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017297054E+00 1.015728929E+00 1.014549264E+00 1.013588531E+00
1.600000000E+01 1.258373428E+00 1.254685439E+00 1.251391519E+00 1.248383694E+00
1.700000000E+01 1.326803241E+00 1.323761273E+00 1.320083613E+00 1.318653134E+00
1.549996187E+01 1.197382174E+00 1.187930232E+00 1.181200439E+00 1.174979953E+00
1.649996187E+01 1.289113989E+00 1.286523177E+00 1.284165063E+00 1.282270550E+00
1.674996808E+01 1.307409597E+00 1.303077299E+00 1.301026725E+00 1.299245640E+00
1.624993176E+01 1.274132395E+00 1.270945518E+00 1.268423663E+00 1.265840569E+00
1.574996808E+01 1.237496232E+00 1.232266251E+00 1.227882989E+00 1.224852237E+00
1.524993176E+01 1.093855196E+00 1.076520687E+00 1.060830978E+00 1.047643398E+00
