T d154 d184 d214 d244
d 150 180 210 240
290 1.094459000E-03 9.135310000E-04 7.940790000E-04 7.108490000E-04
295 9.609380000E-04 8.061000000E-04 7.041260000E-04 6.335890000E-04
300 8.567960000E-04 7.274090000E-04 6.426410000E-04 5.846760000E-04
305 7.864560000E-04 6.800420000E-04 6.106630000E-04 5.641480000E-04
310 7.491220000E-04 6.638860000E-04 6.082010000E-04 5.704450000E-04
315 7.437970000E-04 6.763250000E-04 6.316750000E-04 6.008310000E-04
320 7.649100000E-04 7.095780000E-04 6.733400000E-04 6.475530000E-04
325 8.002920000E-04 7.525360000E-04 7.205660000E-04 6.964060000E-04
330 8.275290000E-04 7.797640000E-04 7.448100000E-04 7.221720000E-04
335 8.034490000E-04 7.477420000E-04 7.043450000E-04 6.775140000E-04
340 6.595600000E-04 5.867480000E-04 5.275010000E-04 4.921450000E-04
