T d154 d184 d214 d244
d 150 180 210 240
290 7.755300000E-05 7.664400000E-05 7.626700000E-05 7.618400000E-05
295 7.032900000E-05 6.952800000E-05 6.913200000E-05 6.899200000E-05
300 6.291800000E-05 6.222000000E-05 6.185100000E-05 6.172800000E-05
305 5.577600000E-05 5.516300000E-05 5.476700000E-05 5.469400000E-05
310 4.911200000E-05 4.869300000E-05 4.836300000E-05 4.823000000E-05
315 4.339700000E-05 4.312400000E-05 4.285000000E-05 4.272200000E-05
320 3.881500000E-05 3.851400000E-05 3.841500000E-05 3.832200000E-05
325 3.541300000E-05 3.519600000E-05 3.520500000E-05 3.520300000E-05
330 3.326000000E-05 3.313700000E-05 3.333700000E-05 3.352400000E-05
335 3.228700000E-05 3.244300000E-05 3.289300000E-05 3.341100000E-05
340 3.247600000E-05 3.324200000E-05 3.412600000E-05 3.520800000E-05
