T d154 d184 d214 d244
d 150 180 210 240
290 1.209679257E+00 1.207632888E+00 1.205721297E+00 1.203540919E+00
295 1.212045392E+00 1.209940136E+00 1.208155841E+00 1.205974925E+00
300 1.214475385E+00 1.212355998E+00 1.210448478E+00 1.208221952E+00
305 1.216578979E+00 1.214098883E+00 1.212045358E+00 1.209819247E+00
310 1.218917929E+00 1.215984707E+00 1.213599726E+00 1.210938875E+00
315 1.220666758E+00 1.217291101E+00 1.214561563E+00 1.211773543E+00
320 1.221446068E+00 1.217565211E+00 1.214142571E+00 1.211043640E+00
325 1.221821493E+00 1.217371652E+00 1.213383149E+00 1.209711857E+00
330 1.221242129E+00 1.216177449E+00 1.211320767E+00 1.207241150E+00
335 1.218884071E+00 1.212984343E+00 1.207306189E+00 1.202511775E+00
340 1.215172198E+00 1.208348011E+00 1.201793131E+00 1.196213811E+00
