T d154 d184 d214 d244
d 150 180 210 240
290 1.198274783E+00 1.195502322E+00 1.193000227E+00 1.191098350E+00
295 1.199177689E+00 1.196696358E+00 1.194340873E+00 1.192474563E+00
300 1.200618164E+00 1.198190160E+00 1.195957193E+00 1.193899255E+00
305 1.201850019E+00 1.199309934E+00 1.196941658E+00 1.194708904E+00
310 1.202034956E+00 1.199115237E+00 1.196367267E+00 1.193726148E+00
315 1.198992385E+00 1.195401643E+00 1.191696039E+00 1.188196568E+00
320 1.189454299E+00 1.183845399E+00 1.178180238E+00 1.172657942E+00
325 1.164350941E+00 1.154347146E+00 1.144630155E+00 1.135331760E+00
330 1.109089974E+00 1.091241699E+00 1.074519306E+00 1.058964842E+00
335 1.010096978E+00 1.009195204E+00 1.008508094E+00 1.007971692E+00
340 1.010700225E+00 1.010009564E+00 1.009488665E+00 1.009076255E+00
