fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
L101 33784 300 38.64 6.871160620E-10 2.905563540E+00 6.627811252E+03 8.519995628E-05 4.007556592E+00 2.359997242E+03 0.000000000E+00 2.493667243E-04 4.959424842E-01 2.256025018E-04 4.329724817E-05 3.869769259E-01 2.907852999E-01 1.488976512E-04 7.603566902E-04 
L102 33804 300 38.64 6.726559226E-10 2.896746040E+00 6.678412223E+03 8.483997975E-05 4.061084370E+00 2.354227134E+03 0.000000000E+00 2.492161461E-04 4.963098561E-01 2.254947940E-04 4.328881744E-05 3.867998547E-01 2.908675458E-01 1.488265641E-04 2.624410559E-03 
L103 33824 300 38.64 9.051922196E-10 2.942263887E+00 6.771853905E+03 8.229464685E-05 3.931037886E+00 2.319194986E+03 0.000000000E+00 2.484544642E-04 4.961981581E-01 2.254659767E-04 4.330522249E-05 3.870830116E-01 2.910149657E-01 1.488075446E-04 3.070647881E-03 
L104 33842 300 38.65 8.954931325E-10 2.951922706E+00 6.848585946E+03 8.673411972E-05 4.093357985E+00 2.364839827E+03 0.000000000E+00 2.488819946E-04 4.965336009E-01 2.254893761E-04 4.327616539E-05 3.865218450E-01 2.907895205E-01 1.488229883E-04 1.097425807E-03 
L105 33864 300 38.64 6.096395057E-10 2.881313554E+00 6.685839104E+03 8.610667064E-05 4.139696379E+00 2.371129191E+03 0.000000000E+00 2.495479300E-04 4.965162164E-01 2.255760490E-04 4.330542942E-05 3.866481412E-01 2.908743517E-01 1.488801923E-04 2.759880005E-03 
L106 33882 300 38.64 1.054793737E-09 2.987627352E+00 6.797786526E+03 8.584572764E-05 3.962388395E+00 2.353198432E+03 0.000000000E+00 2.486110947E-04 4.962190606E-01 2.254347990E-04 4.324825615E-05 3.866109960E-01 2.911134222E-01 1.485615325E-04 3.120045578E-03 
L107 33904 300 38.64 7.421843102E-10 2.910319058E+00 6.672452769E+03 8.290889808E-05 3.930865430E+00 2.334434616E+03 0.000000000E+00 2.486678262E-04 4.958368722E-01 2.253733594E-04 4.330460933E-05 3.875187561E-01 2.911304363E-01 1.487464172E-04 2.011574570E-03 
L108 33922 300 38.65 6.125352446E-10 2.880543854E+00 6.672317811E+03 8.517293248E-05 4.107196901E+00 2.357747435E+03 0.000000000E+00 2.492097783E-04 4.965566108E-01 2.253578413E-04 4.328428974E-05 3.868021269E-01 2.910138684E-01 1.487361753E-04 2.933139007E-03 
L109 33942 300 38.65 5.381657953E-10 2.868372065E+00 6.562727441E+03 8.700010894E-05 4.102757541E+00 2.378257351E+03 0.000000000E+00 2.497691470E-04 4.961854112E-01 2.255111389E-04 4.330787513E-05 3.870391405E-01 2.909745077E-01 1.488373517E-04 2.325132290E-03 
L110 33962 300 38.65 8.149487511E-10 2.945426810E+00 6.738742700E+03 8.722288362E-05 4.093631232E+00 2.367609093E+03 0.000000000E+00 2.491938632E-04 4.971275002E-01 2.254720179E-04 4.330115759E-05 3.863127722E-01 2.914214002E-01 1.485860598E-04 3.857203132E-03 
L111 33982 300 38.65 7.401033112E-10 2.912194696E+00 6.648884026E+03 8.338611574E-05 3.976673459E+00 2.328656716E+03 0.000000000E+00 2.490238850E-04 4.961879780E-01 2.255326720E-04 4.329675664E-05 3.869008302E-01 2.908720312E-01 1.488515635E-04 2.070571962E-03 
L112 34002 300 38.64 7.751699074E-10 2.931298062E+00 6.710284633E+03 8.583572160E-05 4.016628075E+00 2.356627085E+03 0.000000000E+00 2.488036164E-04 4.966252887E-01 2.252918958E-04 4.331523550E-05 3.871384259E-01 2.913071705E-01 1.486926512E-04 2.612118892E-03 
L113 34022 300 38.64 5.792405788E-10 2.858552219E+00 6.580451484E+03 8.129672900E-05 3.951350661E+00 2.318505980E+03 0.000000000E+00 2.488395190E-04 4.957170426E-01 2.253151504E-04 4.329296466E-05 3.876083120E-01 2.911273426E-01 1.487079993E-04 1.546299370E-03 
L114 34042 300 38.64 5.402213195E-10 2.861779586E+00 6.562148946E+03 8.512865241E-05 4.038060569E+00 2.365190206E+03 0.000000000E+00 2.493345816E-04 4.958201365E-01 2.253251758E-04 4.328208072E-05 3.874130550E-01 2.910412028E-01 1.487146160E-04 1.217652375E-03 
L115 34062 300 38.64 5.218337704E-10 2.865093878E+00 6.624929772E+03 8.862155700E-05 4.153299810E+00 2.402545824E+03 0.000000000E+00 2.495383464E-04 4.960905783E-01 2.252691992E-04 4.329291627E-05 3.873950323E-01 2.911864025E-01 1.486776714E-04 2.744857376E-03 
L116 34084 300 38.64 6.494363883E-10 2.898464586E+00 6.582009238E+03 8.556992241E-05 4.048075768E+00 2.359465601E+03 0.000000000E+00 2.495635510E-04 4.961882572E-01 2.255444730E-04 4.324930754E-05 3.864563852E-01 2.909789381E-01 1.486338077E-04 1.119285551E-03 
L117 34104 300 38.64 5.126869244E-10 2.849877151E+00 6.575452855E+03 8.508703801E-05 4.111170932E+00 2.362028038E+03 0.000000000E+00 2.495665205E-04 4.962394904E-01 2.254029255E-04 4.327389660E-05 3.868789783E-01 2.908857986E-01 1.487659309E-04 2.329598066E-03 
L118 34122 300 38.64 9.790152589E-10 2.964658998E+00 6.782183735E+03 8.352501034E-05 3.926094222E+00 2.333099765E+03 0.000000000E+00 2.481377903E-04 4.961665313E-01 2.251374274E-04 4.322449170E-05 3.869498921E-01 2.908963420E-01 1.485907021E-04 1.265904563E-03 
L119 34142 300 38.65 7.884141460E-10 2.919546770E+00 6.763972199E+03 8.407832395E-05 4.023666645E+00 2.346832470E+03 0.000000000E+00 2.484741934E-04 4.959072786E-01 2.251386246E-04 4.319217295E-05 3.868606545E-01 2.906772945E-01 1.485914922E-04 1.930656899E-03 
L120 34162 300 38.65 5.190406043E-10 2.860001646E+00 6.567867631E+03 8.643789559E-05 4.097002375E+00 2.380876214E+03 0.000000000E+00 2.494486730E-04 4.960962371E-01 2.252358256E-04 4.326115338E-05 3.871637532E-01 2.910158805E-01 1.486556449E-04 2.124880322E-03 
L121 34182 300 38.64 5.220632497E-10 2.856959060E+00 6.517843065E+03 8.426871294E-05 4.035289329E+00 2.351574623E+03 0.000000000E+00 2.494169137E-04 4.963460855E-01 2.253282211E-04 4.329606511E-05 3.871223442E-01 2.915730806E-01 1.484912977E-04 1.653424230E-03 
L122 34202 300 38.65 7.583321954E-10 2.918489125E+00 6.653431225E+03 8.348825604E-05 3.949973013E+00 2.337555182E+03 0.000000000E+00 2.487289717E-04 4.959622606E-01 2.252997366E-04 4.325053008E-05 3.870634112E-01 2.908618854E-01 1.486978262E-04 1.635153368E-03 
L123 34222 300 38.64 1.074852773E-09 2.988073228E+00 6.808277298E+03 8.495819815E-05 3.943789257E+00 2.340957485E+03 0.000000000E+00 2.483082918E-04 4.962804663E-01 2.252727068E-04 4.323205995E-05 3.866964370E-01 2.912137907E-01 1.484547138E-04 2.265870774E-03 
L124 34242 300 38.64 5.066360309E-10 2.862469487E+00 6.550879675E+03 8.863912826E-05 4.172502991E+00 2.401434641E+03 0.000000000E+00 2.498358318E-04 4.959966146E-01 2.252573179E-04 4.319018780E-05 3.865693985E-01 2.909516130E-01 1.484445725E-04 1.800589480E-03 
L125 34262 300 38.64 5.074184916E-10 2.865848868E+00 6.510189986E+03 8.751129255E-05 4.096337509E+00 2.396469334E+03 0.000000000E+00 2.496979245E-04 4.962979980E-01 2.252258486E-04 4.324902646E-05 3.869150124E-01 2.913886890E-01 1.484238342E-04 1.349458735E-03 
L126 34284 300 38.64 6.946593731E-10 2.905820175E+00 6.628286351E+03 8.416246782E-05 3.988488510E+00 2.347687935E+03 0.000000000E+00 2.487914724E-04 4.961169072E-01 2.251575210E-04 4.322569821E-05 3.869648618E-01 2.913198945E-01 1.483788064E-04 1.025471256E-03 
L127 34302 300 38.65 1.038093728E-09 2.975983743E+00 6.846665590E+03 8.433700661E-05 3.950896807E+00 2.341077171E+03 0.000000000E+00 2.479331398E-04 4.961657086E-01 2.250188975E-04 4.320367941E-05 3.869679498E-01 2.909094349E-01 1.485124724E-04 2.819815573E-03 
L128 34324 300 38.65 8.103020329E-10 2.932464587E+00 6.725155097E+03 8.421074961E-05 3.978081097E+00 2.347379867E+03 0.000000000E+00 2.485221906E-04 4.963179680E-01 2.251885134E-04 4.325739895E-05 3.870385019E-01 2.910517618E-01 1.486244188E-04 1.243215936E-03 
L129 34342 300 38.64 1.138423681E-09 2.994523392E+00 6.773845744E+03 8.214385007E-05 3.823501327E+00 2.311948380E+03 0.000000000E+00 2.478415979E-04 4.963055487E-01 2.251558673E-04 4.325716334E-05 3.871021978E-01 2.915340951E-01 1.483777166E-04 4.058327995E-03 
L130 34362 300 38.64 7.072294209E-10 2.913539210E+00 6.633591868E+03 8.492790031E-05 3.987288570E+00 2.350296056E+03 0.000000000E+00 2.487299788E-04 4.963171158E-01 2.251149154E-04 4.325865189E-05 3.871769172E-01 2.915971637E-01 1.483507293E-04 2.228754226E-03 
L131 34384 300 38.64 5.278466501E-10 2.862979943E+00 6.563480235E+03 8.639258783E-05 4.068233436E+00 2.375739748E+03 0.000000000E+00 2.491575070E-04 4.958968816E-01 2.250501467E-04 4.324209626E-05 3.874681968E-01 2.911276826E-01 1.485330968E-04 2.596340721E-03 
L132 34402 300 38.65 7.137286930E-10 2.917379011E+00 6.688076317E+03 8.643676113E-05 4.072903546E+00 2.369384256E+03 0.000000000E+00 2.488141782E-04 4.964979213E-01 2.250435278E-04 4.320658715E-05 3.866927248E-01 2.908971728E-01 1.485287283E-04 1.081437970E-03 
L133 34422 300 38.64 5.492337108E-10 2.866301795E+00 6.604942324E+03 8.614070859E-05 4.102073907E+00 2.372411521E+03 0.000000000E+00 2.490977702E-04 4.960286855E-01 2.250287352E-04 4.320560575E-05 3.870751818E-01 2.909096873E-01 1.485189653E-04 9.641249785E-04 
