N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+15 320 2.400E-4 1.096029885E+00 1.097162885E+00
1.468000E+10 1.778E+15 320 2.400E-4 1.097469129E+00 1.098245181E+00
2.154000E+10 1.778E+15 320 2.400E-4 1.099279929E+00 1.099811246E+00
3.162000E+10 1.778E+15 320 2.400E-4 1.101698045E+00 1.102062041E+00
4.642000E+10 1.778E+15 320 2.400E-4 1.105015956E+00 1.105265823E+00
6.813000E+10 1.778E+15 320 2.400E-4 1.109667103E+00 1.109831163E+00
1.000000E+11 1.778E+15 320 2.400E-4 1.113026168E+00 1.113138336E+00
1.468000E+11 1.778E+15 320 2.400E-4 1.116280811E+00 1.116356388E+00
2.154000E+11 1.778E+15 320 2.400E-4 1.116851119E+00 1.116902125E+00
3.162000E+11 1.778E+15 320 2.400E-4 1.122049818E+00 1.122081880E+00
4.642000E+11 1.778E+15 320 2.400E-4 1.134541045E+00 1.134565825E+00
6.813000E+11 1.778E+15 320 2.400E-4 1.142032051E+00 1.142050721E+00
1.000000E+12 1.778E+15 320 2.400E-4 1.149340142E+00 1.149357625E+00
1.468000E+12 1.778E+15 320 2.400E-4 1.161160402E+00 1.161171249E+00
2.154000E+12 1.778E+15 320 2.400E-4 1.166962468E+00 1.166959648E+00
3.162000E+12 1.778E+15 320 2.400E-4 1.176652074E+00 1.176660886E+00
4.642000E+12 1.778E+15 320 2.400E-4 1.183462651E+00 1.183466975E+00
6.813000E+12 1.778E+15 320 2.400E-4 1.185225406E+00 1.185228402E+00
1.000000E+13 1.778E+15 320 2.400E-4 1.191414773E+00 1.191417029E+00
