X Y Xfit Y
8.5000000E-4 -2.9140000E-4 2.0413335E-3 -2.9140000E-4
1.0730000E-2 -2.8940000E-4 1.0619735E-2 -2.8940000E-4
2.0520000E-2 -2.8700000E-4 2.0520000E-2 -2.8700000E-4
3.0110000E-2 -2.8450000E-4 3.0401283E-2 -2.8450000E-4
4.0030000E-2 -2.8190000E-4 4.0239590E-2 -2.8190000E-4
4.9930000E-2 -2.7970000E-4 4.8236724E-2 -2.7970000E-4
6.1070000E-2 -2.7600000E-4 6.1057879E-2 -2.7600000E-4
7.0620000E-2 -2.7340000E-4 6.9629860E-2 -2.7340000E-4
8.0590000E-2 -2.6990000E-4 8.0646364E-2 -2.6990000E-4
9.0260000E-2 -2.6650000E-4 9.0819985E-2 -2.6650000E-4
1.0020000E-1 -2.6320000E-4 1.0023934E-1 -2.6320000E-4
1.1140000E-1 -2.5960000E-4 1.1004751E-1 -2.5960000E-4
1.2120000E-1 -2.5540000E-4 1.2092965E-1 -2.5540000E-4
1.3100000E-1 -2.5200000E-4 1.2933652E-1 -2.5200000E-4
1.4090000E-1 -2.4780000E-4 1.3927048E-1 -2.4780000E-4
1.5080000E-1 -2.4280000E-4 1.5050932E-1 -2.4280000E-4
1.6180000E-1 -2.3750000E-4 1.6180060E-1 -2.3750000E-4
1.7160000E-1 -2.3260000E-4 1.7173299E-1 -2.3260000E-4
1.8150000E-1 -2.2740000E-4 1.8179881E-1 -2.2740000E-4
1.9130000E-1 -2.2160000E-4 1.9251217E-1 -2.2160000E-4
2.0110000E-1 -2.1640000E-4 2.0170636E-1 -2.1640000E-4
2.1090000E-1 -2.1160000E-4 2.0988421E-1 -2.1160000E-4
2.2210000E-1 -2.0390000E-4 2.2245247E-1 -2.0390000E-4
2.3200000E-1 -1.9750000E-4 2.3244324E-1 -1.9750000E-4
2.4170000E-1 -1.9120000E-4 2.4192422E-1 -1.9120000E-4
2.5160000E-1 -1.8450000E-4 2.5166717E-1 -1.8450000E-4
2.6140000E-1 -1.7830000E-4 2.6040683E-1 -1.7830000E-4
2.7240000E-1 -1.6930000E-4 2.7268254E-1 -1.6930000E-4
2.8220000E-1 -1.6210000E-4 2.8220000E-1 -1.6210000E-4
2.9210000E-1 -1.5460000E-4 2.9186934E-1 -1.5460000E-4
3.0200000E-1 -1.4790000E-4 3.0032522E-1 -1.4790000E-4
3.1170000E-1 -1.3920000E-4 3.1108844E-1 -1.3920000E-4
3.2270000E-1 -1.3050000E-4 3.2164951E-1 -1.3050000E-4
3.3260000E-1 -1.2220000E-4 3.3157568E-1 -1.2220000E-4
3.4240000E-1 -1.1340000E-4 3.4197935E-1 -1.1340000E-4
3.5230000E-1 -1.0530000E-4 3.5147829E-1 -1.0530000E-4
3.6200000E-1 -9.6340000E-5 3.6193516E-1 -9.6340000E-5
3.7320000E-1 -8.7430000E-5 3.7231699E-1 -8.7430000E-5
3.8290000E-1 -7.7980000E-5 3.8335059E-1 -7.7980000E-5
3.9280000E-1 -6.9930000E-5 3.9279987E-1 -6.9930000E-5
4.0250000E-1 -6.1170000E-5 4.0316891E-1 -6.1170000E-5
4.2230000E-1 -4.4620000E-5 4.2313136E-1 -4.4620000E-5
4.4320000E-1 -2.6660000E-5 4.4560751E-1 -2.6660000E-5
4.6280000E-1 -1.2120000E-5 4.6467500E-1 -1.2120000E-5
4.8360000E-1 3.2200000E-6 4.8591016E-1 3.2200000E-6
5.0340000E-1 1.6150000E-5 5.0492597E-1 1.6150000E-5
5.5390000E-1 4.5880000E-5 5.5376447E-1 4.5880000E-5
6.0410000E-1 6.9780000E-5 5.9980536E-1 6.9780000E-5
6.5450000E-1 9.2010000E-5 6.4940397E-1 9.2010000E-5
7.0490000E-1 1.1280000E-4 7.0214643E-1 1.1280000E-4
7.5530000E-1 1.3180000E-4 7.5530000E-1 1.3180000E-4
8.0570000E-1 1.4950000E-4 8.0820217E-1 1.4950000E-4
8.5620000E-1 1.6610000E-4 8.5992089E-1 1.6610000E-4
9.0660000E-1 1.8150000E-4 9.0909485E-1 1.8150000E-4
9.5670000E-1 1.9620000E-4 9.5670000E-1 1.9620000E-4
1.0060000E+0 2.0930000E-4 9.9945364E-1 2.0930000E-4
