X Y Xfit Y
7.7910000E-4 -2.8920000E-4 6.2142453E-3 -2.8920000E-4
1.0570000E-2 -2.8750000E-4 1.3232901E-2 -2.8750000E-4
2.0480000E-2 -2.8510000E-4 2.2730752E-2 -2.8510000E-4
3.0170000E-2 -2.8280000E-4 3.1418668E-2 -2.8280000E-4
4.0090000E-2 -2.8040000E-4 4.0090000E-2 -2.8040000E-4
4.9880000E-2 -2.7760000E-4 4.9742606E-2 -2.7760000E-4
6.0910000E-2 -2.7430000E-4 6.0538626E-2 -2.7430000E-4
7.0840000E-2 -2.7150000E-4 6.9253623E-2 -2.7150000E-4
8.0640000E-2 -2.6790000E-4 7.9917479E-2 -2.6790000E-4
9.0440000E-2 -2.6450000E-4 8.9483269E-2 -2.6450000E-4
1.0020000E-1 -2.6110000E-4 9.8605430E-2 -2.6110000E-4
1.1130000E-1 -2.5640000E-4 1.1055888E-1 -2.5640000E-4
1.2120000E-1 -2.5310000E-4 1.1854020E-1 -2.5310000E-4
1.3100000E-1 -2.4830000E-4 1.2960537E-1 -2.4830000E-4
1.4100000E-1 -2.4330000E-4 1.4051407E-1 -2.4330000E-4
1.5080000E-1 -2.3950000E-4 1.4842494E-1 -2.3950000E-4
1.6190000E-1 -2.3300000E-4 1.6127604E-1 -2.3300000E-4
1.7170000E-1 -2.2720000E-4 1.7209367E-1 -2.2720000E-4
1.8150000E-1 -2.2200000E-4 1.8132786E-1 -2.2200000E-4
1.9130000E-1 -2.1580000E-4 1.9182203E-1 -2.1580000E-4
2.0120000E-1 -2.0920000E-4 2.0243855E-1 -2.0920000E-4
2.1090000E-1 -2.0290000E-4 2.1209306E-1 -2.0290000E-4
2.2200000E-1 -1.9500000E-4 2.2360693E-1 -1.9500000E-4
2.3190000E-1 -1.8760000E-4 2.3385576E-1 -1.8760000E-4
2.4160000E-1 -1.8050000E-4 2.4325128E-1 -1.8050000E-4
2.5140000E-1 -1.7230000E-4 2.5362147E-1 -1.7230000E-4
2.6120000E-1 -1.6390000E-4 2.6376242E-1 -1.6390000E-4
2.7230000E-1 -1.5470000E-4 2.7436610E-1 -1.5470000E-4
2.8210000E-1 -1.4540000E-4 2.8460442E-1 -1.4540000E-4
2.9200000E-1 -1.3640000E-4 2.9409776E-1 -1.3640000E-4
3.0190000E-1 -1.2680000E-4 3.0381739E-1 -1.2680000E-4
3.1170000E-1 -1.1750000E-4 3.1286978E-1 -1.1750000E-4
3.2280000E-1 -1.0600000E-4 3.2361613E-1 -1.0600000E-4
3.3260000E-1 -9.6690000E-5 3.3198659E-1 -9.6690000E-5
3.4240000E-1 -8.5970000E-5 3.4129314E-1 -8.5970000E-5
3.5240000E-1 -7.2340000E-5 3.5266133E-1 -7.2340000E-5
3.6210000E-1 -6.0570000E-5 3.6210000E-1 -6.0570000E-5
3.7310000E-1 -4.7590000E-5 3.7214271E-1 -4.7590000E-5
3.8300000E-1 -3.4860000E-5 3.8165348E-1 -3.4860000E-5
3.9290000E-1 -2.1780000E-5 3.9110902E-1 -2.1780000E-5
4.0250000E-1 -7.9490000E-6 4.0079036E-1 -7.9490000E-6
4.2230000E-1 2.1880000E-5 4.2069713E-1 2.1880000E-5
4.4320000E-1 5.4830000E-5 4.4138347E-1 5.4830000E-5
4.6280000E-1 8.7740000E-5 4.6093326E-1 8.7740000E-5
4.8370000E-1 1.2490000E-4 4.8192996E-1 1.2490000E-4
5.0340000E-1 1.6190000E-4 5.0192405E-1 1.6190000E-4
5.5370000E-1 2.6380000E-4 5.5370000E-1 2.6380000E-4
6.0410000E-1 3.7220000E-4 6.0579558E-1 3.7220000E-4
6.5460000E-1 4.7860000E-4 6.5610255E-1 4.7860000E-4
7.0500000E-1 5.8320000E-4 7.0634135E-1 5.8320000E-4
7.5530000E-1 6.8140000E-4 7.5530000E-1 6.8140000E-4
8.0580000E-1 7.7710000E-4 8.0540409E-1 7.7710000E-4
8.5600000E-1 8.6750000E-4 8.5524924E-1 8.6750000E-4
9.0650000E-1 9.5610000E-4 9.0650000E-1 9.5610000E-4
9.5690000E-1 1.0380000E-3 9.5578282E-1 1.0380000E-3
1.0060000E+0 1.1190000E-3 1.0060000E+0 1.1190000E-3
