T d154 d184 d214 d244
d 150 180 210 240
290 1.229554155E+00 1.229363960E+00 1.229152659E+00 1.229201162E+00
295 1.231482071E+00 1.231149382E+00 1.231065429E+00 1.231031270E+00
300 1.233744649E+00 1.233267620E+00 1.233194862E+00 1.233144101E+00
305 1.236874588E+00 1.236101152E+00 1.236091981E+00 1.236006281E+00
310 1.240199325E+00 1.239209656E+00 1.239104172E+00 1.239040610E+00
315 1.243063004E+00 1.242007581E+00 1.241773055E+00 1.241730077E+00
320 1.246119785E+00 1.245201714E+00 1.244539406E+00 1.244542508E+00
325 1.248816895E+00 1.247735766E+00 1.246904278E+00 1.246758095E+00
330 1.250474272E+00 1.249213231E+00 1.248335809E+00 1.247967322E+00
335 1.251966481E+00 1.250425156E+00 1.249374303E+00 1.248811527E+00
340 1.252631130E+00 1.250758821E+00 1.249478044E+00 1.248727749E+00
