N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 335 1.800E-4 1.242305551E+00 1.292106415E+00
1.468000E+10 3.162E+16 335 1.800E-4 1.256070880E+00 1.292228786E+00
2.154000E+10 3.162E+16 335 1.800E-4 1.266533700E+00 1.292406507E+00
3.162000E+10 3.162E+16 335 1.800E-4 1.274361897E+00 1.292663373E+00
4.642000E+10 3.162E+16 335 1.800E-4 1.280207506E+00 1.293032078E+00
6.813000E+10 3.162E+16 335 1.800E-4 1.284640341E+00 1.293556117E+00
1.000000E+11 3.162E+16 335 1.800E-4 1.288134097E+00 1.294290829E+00
1.468000E+11 3.162E+16 335 1.800E-4 1.291073986E+00 1.295301552E+00
2.154000E+11 3.162E+16 335 1.800E-4 1.293767522E+00 1.296657521E+00
3.162000E+11 3.162E+16 335 1.800E-4 1.296449085E+00 1.298419038E+00
4.642000E+11 3.162E+16 335 1.800E-4 1.299277809E+00 1.300619904E+00
6.813000E+11 3.162E+16 335 1.800E-4 1.302333970E+00 1.303251187E+00
1.000000E+12 3.162E+16 335 1.800E-4 1.305624517E+00 1.306256706E+00
1.468000E+12 3.162E+16 335 1.800E-4 1.309103704E+00 1.309546270E+00
2.154000E+12 3.162E+16 335 1.800E-4 1.312703994E+00 1.313021131E+00
3.162000E+12 3.162E+16 335 1.800E-4 1.316364834E+00 1.316599049E+00
4.642000E+12 3.162E+16 335 1.800E-4 1.320050777E+00 1.320229654E+00
6.813000E+12 3.162E+16 335 1.800E-4 1.323757020E+00 1.323898191E+00
1.000000E+13 3.162E+16 335 1.800E-4 1.327505183E+00 1.327619798E+00
