rrm1V2n1.dat - 3.5.2024  :45460000
T=296.20 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 3.5.2024  :45602000
T=296.20 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 3.5.2024  :45744000
T=296.20 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 3.5.2024  :45884000
T=296.21 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 3.5.2024  :46026000
T=296.20 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 3.5.2024  :46166000
T=296.21 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 3.5.2024  :46308000
T=296.22 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 3.5.2024  :46448000
T=296.22 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 3.5.2024  :46590000
T=296.23 f=1000000 Vb=0.4 Vm=0.01 Im=10

cpg0Vn1.dat - 3.5.2024  :46864000
T=296.22 f=1000000 Vm=0.01 Im=10

cpg0V4n1.dat - 3.5.2024  :47118000
T=296.22 f=1000000 Vb=0.4 Vm=0.01 Im=10

cprpf1Mn1.dat - 3.5.2024  :47260000
T=296.23 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 3.5.2024  :47354000
T=296.23 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 3.5.2024  :47448000
T=296.22 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 3.5.2024  :47540000
T=296.21 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 3.5.2024  :47634000
T=296.20 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 3.5.2024  :47728000
T=296.14 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 3.5.2024  :47854000
T=296.16 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 3.5.2024  :47948000
T=296.16 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 3.5.2024  :48042000
T=296.18 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 3.5.2024  :48134000
T=296.19 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 3.5.2024  :48230000
T=296.20 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 3.5.2024  :48324000
T=296.21 f=10000 Vm=0.01 Im=10

