fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:26 295.7 39.21 1.000E+000 2.157E+000 2.060E-006 4.195E+002 2.621E+000 4.547E-008 1.792E-004 7.349E-002 1.783E-004 3.294E-006 2.514E-001 3.690E-002 8.904E-005 4.260E-004 
0DL1 7:30 295.7 39.21 1.000E+000 2.166E+000 2.034E-006 4.195E+002 2.648E+000 4.268E-008 1.776E-004 7.276E-002 1.767E-004 3.232E-006 2.514E-001 3.650E-002 8.831E-005 9.192E-004 
0DL2 7:32 295.8 39.2 1.000E+000 2.172E+000 2.037E-006 4.196E+002 2.641E+000 4.365E-008 1.772E-004 7.266E-002 1.763E-004 3.221E-006 2.514E-001 3.640E-002 8.824E-005 1.461E-003 
0DL3 7:35 295.8 39.2 1.000E+000 2.136E+000 2.163E-006 4.196E+002 2.566E+000 5.119E-008 1.809E-004 7.430E-002 1.799E-004 3.361E-006 2.514E-001 3.730E-002 8.985E-005 5.661E-003 
0DL4 7:38 295.8 39.2 1.000E+000 2.169E+000 2.042E-006 4.196E+002 2.641E+000 4.339E-008 1.770E-004 7.253E-002 1.760E-004 3.210E-006 2.514E-001 3.640E-002 8.795E-005 5.607E-003 
0DL5 7:40 295.9 39.18 1.000E+000 2.157E+000 2.098E-006 4.198E+002 2.619E+000 4.588E-008 1.787E-004 7.332E-002 1.778E-004 3.276E-006 2.514E-001 3.680E-002 8.879E-005 1.286E-003 
0DL6 7:42 295.9 39.18 1.000E+000 2.167E+000 2.053E-006 4.198E+002 2.603E+000 4.767E-008 1.781E-004 7.311E-002 1.771E-004 3.256E-006 2.514E-001 3.670E-002 8.847E-005 5.438E-004 
0DL7 7:45 296 39.17 1.000E+000 2.158E+000 2.106E-006 4.199E+002 2.617E+000 4.629E-008 1.768E-004 7.257E-002 1.759E-004 3.208E-006 2.514E-001 3.640E-002 8.790E-005 9.467E-004 
0DL8 7:49 296 39.17 1.000E+000 2.210E+000 1.963E-006 4.199E+002 2.639E+000 4.467E-008 1.749E-004 7.179E-002 1.740E-004 3.140E-006 2.514E-001 3.600E-002 8.699E-005 9.814E-004 
0DL9 7:51 296 39.17 1.000E+000 2.176E+000 2.028E-006 4.199E+002 2.621E+000 4.595E-008 1.777E-004 7.293E-002 1.768E-004 3.242E-006 2.514E-001 3.660E-002 8.833E-005 3.836E-004 
