X Y Yfit
3.027E+2 4.359E+2 7.463E+3 5.550E+2 5.550E+2
3.057E+2 4.426E+2 6.628E+3 5.550E+2 5.550E+2
3.088E+2 4.502E+2 5.878E+3 5.550E+2 5.550E+2
3.126E+2 4.543E+2 5.090E+3 5.550E+2 5.550E+2
3.163E+2 4.651E+2 4.440E+3 5.550E+2 5.550E+2
3.202E+2 4.691E+2 3.858E+3 5.550E+2 5.550E+2
3.236E+2 4.712E+2 3.424E+3 5.550E+2 5.550E+2
3.275E+2 4.739E+2 2.994E+3 5.550E+2 5.550E+2
3.310E+2 4.736E+2 2.663E+3 5.550E+2 5.550E+2
3.352E+2 4.679E+2 2.321E+3 5.550E+2 5.550E+2
3.382E+2 4.715E+2 2.108E+3 5.550E+2 5.550E+2
