N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.193282448E+00 1.191200207E+00 1.189527027E+00 1.188048830E+00
1.600000000E+01 1.234612022E+00 1.233719884E+00 1.233449320E+00 1.233151440E+00
1.700000000E+01 1.274880275E+00 1.274925791E+00 1.274636472E+00 1.274650826E+00
1.549996187E+01 1.216358096E+00 1.214838459E+00 1.213903363E+00 1.213008150E+00
1.649996187E+01 1.246479930E+00 1.245901525E+00 1.246026273E+00 1.246081726E+00
1.674996808E+01 1.257261082E+00 1.257153122E+00 1.256900714E+00 1.257080662E+00
1.624993176E+01 1.240585859E+00 1.240033866E+00 1.240073563E+00 1.240035113E+00
1.574996808E+01 1.225573779E+00 1.224294655E+00 1.223706932E+00 1.223227386E+00
1.524993176E+01 1.208789361E+00 1.206972376E+00 1.205582987E+00 1.204446443E+00
