x N
1.4261742E+0 1.2291446E+21
1.4122622E+0 1.2177767E+21
1.3979482E+0 1.2111618E+21
1.3835952E+0 1.2057247E+21
1.3688494E+0 1.1886551E+21
1.3537610E+0 1.1800452E+21
1.3384641E+0 1.1919027E+21
1.3233385E+0 1.1747877E+21
1.3072320E+0 1.1604409E+21
1.2913453E+0 1.1838614E+21
1.2754836E+0 1.1643549E+21
1.2586507E+0 1.1572050E+21
1.2421643E+0 1.1625470E+21
1.2250310E+0 1.1373988E+21
1.2073215E+0 1.1497660E+21
1.1900723E+0 1.1551516E+21
1.1720026E+0 1.1468096E+21
1.1539608E+0 1.1672600E+21
1.1359694E+0 1.1604456E+21
1.1171275E+0 1.1552019E+21
1.0983601E+0 1.1680077E+21
1.0792884E+0 1.1725278E+21
1.0600024E+0 1.1831612E+21
1.0405852E+0 1.2066530E+21
1.0213504E+0 1.2312234E+21
1.0019853E+0 1.2159977E+21
9.8149189E-1 1.1940663E+21
