T d154 d184 d214 d244
d 150 180 210 240
290 1.220949079E+00 1.219327933E+00 1.218067824E+00 1.216732777E+00
295 1.222625657E+00 1.220948240E+00 1.219897024E+00 1.218599904E+00
300 1.224730464E+00 1.223109384E+00 1.222036032E+00 1.220809996E+00
305 1.226861006E+00 1.225029136E+00 1.224006021E+00 1.222965147E+00
310 1.229664932E+00 1.227570354E+00 1.226360646E+00 1.225300892E+00
315 1.232289983E+00 1.229958056E+00 1.228615698E+00 1.227410819E+00
320 1.234346114E+00 1.231778670E+00 1.230015220E+00 1.228807655E+00
325 1.236465179E+00 1.233474296E+00 1.231369815E+00 1.229852097E+00
330 1.237960343E+00 1.234521346E+00 1.231776639E+00 1.230087542E+00
335 1.238023358E+00 1.233970880E+00 1.230662566E+00 1.228556485E+00
340 1.237011230E+00 1.232223640E+00 1.228240047E+00 1.225591526E+00
