fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 51072 319.67 36.269 1.000000000E+00 1.182136555E+00 2.607482011E-09 3.600838139E+13 1.389290810E+01 4.073200796E-04 1.889574698E-01 
00D2 51186 319.73 36.262 1.000000000E+00 1.195205378E+00 2.646653694E-09 8.036056399E+10 1.448733697E+01 4.317034246E-04 3.097718272E-02 
00D3 51276 319.76 36.259 1.000000000E+00 1.185649322E+00 2.657865332E-09 1.616046096E+18 1.460128109E+01 4.361921124E-04 3.128828267E-02 
00D4 51368 319.78 36.257 1.000000000E+00 3.805392750E-01 1.217099280E-09 4.057329784E+19 2.479951580E+00 7.157619123E-06 5.429449588E-01 
00D5 51460 319.81 36.253 1.000000000E+00 1.190947000E+00 2.684186608E-09 9.406895162E+17 1.453790671E+01 4.336353989E-04 3.053528322E-02 
00D6 51546 319.81 36.253 1.000000000E+00 1.159236625E+00 2.635036923E-09 1.112542921E+19 1.165792837E+01 3.216240845E-04 1.973266432E-01 
00D7 51638 319.84 36.25 1.000000000E+00 3.839610423E-01 1.234121798E-09 9.599921397E+19 2.485915568E+00 7.263868010E-06 5.425633639E-01 
00D8 51724 319.85 36.249 1.000000000E+00 1.191603262E+00 2.713484626E-09 1.477671523E+09 1.456670359E+01 4.345161042E-04 3.084344671E-02 
00D9 51818 319.9 36.243 1.000000000E+00 1.182217779E+00 2.716100478E-09 7.243950566E+10 1.433318482E+01 4.261641932E-04 2.844178958E-02 
0D10 51926 319.96 36.236 1.000000000E+00 1.275742737E+00 2.952353959E-09 2.346471050E+08 1.469486765E+01 4.397850915E-04 3.089241838E-02 
0D11 52046 319.6 36.277 1.000000000E+00 1.290780259E+00 2.839090051E-09 2.153469723E+11 1.483252350E+01 4.438869751E-04 3.025442872E-02 
0D12 52134 319.69 36.267 1.000000000E+00 4.835147330E-01 1.292568167E-09 4.625635144E+19 2.467047622E+00 7.278653901E-06 5.406336086E-01 
0D13 52222 319.79 36.256 1.000000000E+00 4.593015760E-01 1.273397878E-09 1.232913384E+19 2.453574290E+00 7.194286286E-06 5.406910270E-01 
0D14 52312 319.89 36.244 1.000000000E+00 1.244875493E+00 2.927824635E-09 1.638136617E+18 1.452379766E+01 4.331423086E-04 2.885108169E-02 
0D15 52406 319.93 36.24 1.000000000E+00 4.302198047E-01 1.255512349E-09 5.123201105E+19 2.452365555E+00 7.350610785E-06 5.414432034E-01 
0D16 52492 319.94 36.239 1.000000000E+00 4.176844293E-01 1.238211169E-09 4.352017424E+19 2.453064596E+00 7.414004033E-06 5.418451694E-01 
0D17 52576 319.95 36.238 1.000000000E+00 1.270372111E+00 2.939878225E-09 1.883642471E+17 1.386197417E+01 4.063176278E-04 1.882787600E-01 
0D18 52674 319.95 36.238 1.000000000E+00 4.556853024E-01 1.282671150E-09 3.865204535E+19 2.451462760E+00 7.247666407E-06 5.408665662E-01 
0D19 52758 319.94 36.239 1.000000000E+00 8.543025010E-01 2.152342978E-09 9.251967277E+19 3.710816902E+00 3.190259810E-05 6.131569379E-01 
0D20 52852 319.94 36.239 1.000000000E+00 8.617274357E-01 2.150745437E-09 1.222013486E+19 3.711547608E+00 3.187158548E-05 6.127056599E-01 
0D21 52932 319.95 36.238 1.000000000E+00 1.275025245E+00 2.934508412E-09 3.835861959E+16 1.454233244E+01 4.342679007E-04 2.972495167E-02 
0D22 53024 319.96 36.236 1.000000000E+00 4.889734700E-01 1.326600732E-09 5.475006129E+19 2.452663841E+00 7.111028569E-06 5.402563026E-01 
0D23 53118 319.94 36.239 1.000000000E+00 1.229300399E+00 2.869674317E-09 1.542479664E+03 8.035274900E+00 1.018822103E-04 3.283216183E-02 
0D24 53204 319.96 36.236 1.000000000E+00 4.794312340E-01 1.322295064E-09 4.317493138E+19 2.450891667E+00 7.039092525E-06 5.401234297E-01 
0D25 53290 319.97 36.235 1.000000000E+00 3.939109617E-01 1.210064571E-09 4.113763428E+19 2.474208075E+00 7.771636923E-06 5.439539284E-01 
0D26 53382 319.98 36.234 1.000000000E+00 1.273031469E+00 2.917850619E-09 1.704833095E+08 1.453700118E+01 4.337942149E-04 3.039296246E-02 
0D27 53470 319.97 36.235 1.000000000E+00 1.263731784E+00 2.899046880E-09 2.394074811E+12 1.452459073E+01 4.336747990E-04 2.958258315E-02 
0D28 53560 319.98 36.234 1.000000000E+00 3.290160743E-01 1.130983316E-09 3.615789334E+19 2.513663169E+00 8.696185043E-06 5.526588729E-01 
0D29 53652 319.97 36.235 1.000000000E+00 1.259741396E+00 2.884422657E-09 6.301555870E+13 1.399286696E+01 4.119094183E-04 1.899698832E-01 
0D30 53734 319.96 36.236 1.000000000E+00 5.232610676E-01 1.377910719E-09 3.203072033E+19 2.451558397E+00 6.871250610E-06 5.400208273E-01 
0D31 53824 319.96 36.236 1.000000000E+00 1.260189895E+00 2.876106378E-09 1.070130355E+18 1.392501779E+01 4.097029024E-04 1.874951788E-01 
0D32 53910 319.97 36.235 1.000000000E+00 1.272935317E+00 2.883783853E-09 4.937679915E+12 1.446686091E+01 4.314739425E-04 2.958400699E-02 
0D33 54000 319.98 36.234 1.000000000E+00 1.266079986E+00 2.892941436E-09 2.751771617E+18 1.450507778E+01 4.328607104E-04 2.917296631E-02 
0D34 54108 319.98 36.234 1.000000000E+00 1.276551575E+00 2.894089263E-09 7.604612045E+17 1.452580320E+01 4.336163035E-04 2.936550159E-02 
0D35 54182 319.99 36.233 1.000000000E+00 1.281446361E+00 2.895609191E-09 1.470643356E+17 1.452646528E+01 4.336594847E-04 2.913722922E-02 
0D36 54272 319.96 36.236 1.000000000E+00 5.101361462E-01 1.349956041E-09 3.659769714E+19 2.452878053E+00 6.894238493E-06 5.401536160E-01 
0D37 54356 319.99 36.233 1.000000000E+00 1.267591864E+00 2.875134781E-09 4.888999866E+15 1.450351262E+01 4.331711406E-04 2.964870052E-02 
0D38 54448 319.96 36.236 1.000000000E+00 1.283340157E+00 2.873208439E-09 1.317571466E+07 1.461079061E+01 4.369874615E-04 3.099720332E-02 
0D39 54538 319.98 36.234 1.000000000E+00 4.459280400E-01 1.239539163E-09 7.700483404E+19 2.373531343E+00 5.993065532E-06 5.011850063E-01 
0D40 54624 319.98 36.234 1.000000000E+00 1.286240833E+00 2.882866987E-09 2.277958344E+04 1.410110639E+01 4.044464058E-04 3.010473579E-02 
0D41 54716 319.99 36.233 1.000000000E+00 1.269937691E+00 2.864708480E-09 1.078800809E+16 1.453873630E+01 4.343215630E-04 2.948209622E-02 
0D42 54800 319.96 36.236 1.000000000E+00 1.280523172E+00 2.872037735E-09 3.368546106E+10 1.449214393E+01 4.323835803E-04 2.925502097E-02 
0D43 54892 319.99 36.233 1.000000000E+00 1.266347120E+00 2.866043590E-09 3.525966452E+14 1.443778608E+01 4.304633618E-04 2.920780601E-02 
0D44 54980 319.99 36.233 1.000000000E+00 1.281028656E+00 2.873393769E-09 1.089433592E+18 1.452341518E+01 4.337700269E-04 3.962661155E-02 
0D45 55068 319.98 36.234 1.000000000E+00 5.016422498E-01 1.347057615E-09 1.668462801E+19 2.464561930E+00 7.025799074E-06 5.403982904E-01 
0D46 55158 319.99 36.233 1.000000000E+00 1.256752570E+00 2.839532056E-09 3.314691980E+11 1.382189527E+01 4.058095126E-04 1.913970220E-01 
0D47 55246 319.97 36.235 1.000000000E+00 1.272484723E+00 2.858007942E-09 2.743329693E+18 1.448558058E+01 4.323725584E-04 2.908225791E-02 
0D48 55336 319.98 36.234 1.000000000E+00 1.275299152E+00 2.860185194E-09 1.498954976E+08 1.453896132E+01 4.341103436E-04 2.934226855E-02 
0D49 55432 319.98 36.234 1.000000000E+00 1.263134791E+00 2.833646414E-09 1.781679471E+16 1.385155834E+01 4.065204270E-04 1.912606448E-01 
0D50 55516 320 36.232 1.000000000E+00 3.226489494E-01 1.124021377E-09 8.053753032E+19 2.546198642E+00 9.171197568E-06 5.571841307E-01 
0D51 55610 319.99 36.233 1.000000000E+00 4.999088069E-01 1.334274742E-09 2.740736877E+19 2.465695026E+00 7.054232159E-06 5.408461920E-01 
0D52 55694 319.99 36.233 1.000000000E+00 1.236771664E+00 2.837601463E-09 2.464545912E+07 1.445326746E+01 4.312122283E-04 2.930471344E-02 
0D53 55780 319.98 36.234 1.000000000E+00 3.216382777E-01 1.055950165E-09 4.206282741E+19 2.291822384E+00 5.150309969E-06 4.884769293E-01 
0D54 55870 319.99 36.233 1.000000000E+00 1.292348180E+00 2.854045036E-09 1.094933485E+14 1.453415732E+01 4.343103308E-04 2.921079198E-02 
0D55 55968 319.97 36.235 1.000000000E+00 1.271418752E+00 2.845963653E-09 1.139934811E+19 1.450775639E+01 4.331811156E-04 2.940669531E-02 
0D56 56052 319.97 36.235 1.000000000E+00 4.927946001E-01 1.317799800E-09 5.691673168E+19 2.457317478E+00 6.968618072E-06 5.408266069E-01 
0D57 56136 319.99 36.233 1.000000000E+00 5.012167904E-01 1.335271873E-09 8.685737641E+19 2.466573212E+00 7.061120837E-06 5.405475475E-01 
0D58 56232 319.98 36.234 1.000000000E+00 1.278002790E+00 2.832004742E-09 1.124988841E+09 1.443951052E+01 4.307440027E-04 2.980088601E-02 
0D59 56316 319.97 36.235 1.000000000E+00 4.777367932E-01 1.296591205E-09 4.030750005E+19 2.448539440E+00 6.851760305E-06 5.410917614E-01 
0D60 56406 320.02 36.23 1.000000000E+00 1.289376559E+00 2.860803991E-09 1.471098874E+11 1.452681028E+01 4.339569877E-04 3.295503106E-02 
0D61 56498 320 36.232 1.000000000E+00 1.274197734E+00 2.835000604E-09 2.376218993E+14 1.403094210E+01 4.137249069E-04 1.905778897E-01 
0D62 56582 320.03 36.228 1.000000000E+00 4.831426925E-01 1.310744743E-09 1.297381672E+19 2.457971288E+00 6.956290315E-06 5.408980476E-01 
0D63 56676 320 36.232 1.000000000E+00 8.245937234E-01 2.046177727E-09 5.530230339E+19 3.729665759E+00 3.242473513E-05 6.187776751E-01 
0D64 56760 319.98 36.234 1.000000000E+00 1.268869549E+00 2.818656934E-09 9.445938450E+17 1.438383321E+01 4.287337139E-04 2.934876899E-02 
0D65 56846 319.98 36.234 1.000000000E+00 1.289268851E+00 2.836849779E-09 1.087624053E+09 1.437096423E+01 4.282712111E-04 3.033668775E-02 
0D66 56936 319.98 36.234 1.000000000E+00 1.267096757E+00 2.826660881E-09 7.566844037E+17 1.441936618E+01 4.300117745E-04 2.883525024E-02 
0D67 57026 319.98 36.234 1.000000000E+00 1.261410782E+00 2.815047624E-09 7.547947902E+16 1.438883705E+01 4.289115845E-04 2.949829418E-02 
0D68 57120 320 36.232 1.000000000E+00 4.805769135E-01 1.303599973E-09 3.372238533E+19 2.458189820E+00 6.957100857E-06 5.410546144E-01 
0D69 57206 320 36.232 1.000000000E+00 4.822202993E-01 1.309325687E-09 5.942247307E+19 2.458714302E+00 6.973640663E-06 5.410412184E-01 
0D70 57298 319.99 36.233 1.000000000E+00 4.835441175E-01 1.309156895E-09 7.167371765E+19 2.467526564E+00 7.085877869E-06 5.408674434E-01 
0D71 57392 319.99 36.233 1.000000000E+00 1.284960366E+00 2.823879297E-09 1.615439008E+18 1.393424066E+01 4.098717267E-04 1.897471799E-01 
0D72 57478 320 36.232 1.000000000E+00 4.730452109E-01 1.290561631E-09 8.342764259E+19 2.449837245E+00 6.855807456E-06 5.413232303E-01 
0D73 57566 319.98 36.234 1.000000000E+00 1.277288278E+00 2.818458303E-09 2.697399174E+18 1.390752944E+01 4.088356127E-04 1.899262059E-01 
0D74 57654 319.99 36.233 1.000000000E+00 1.283827889E+00 2.818621351E-09 1.031016816E+18 1.398143133E+01 4.124787184E-04 1.931507851E-01 
0D75 57742 319.98 36.234 1.000000000E+00 3.172199608E-01 1.110035121E-09 5.959579846E+19 2.529760999E+00 8.781872058E-06 5.538640907E-01 
0D76 57830 319.99 36.233 1.000000000E+00 1.277101598E+00 2.820991687E-09 5.766845717E+11 1.443959414E+01 4.313122653E-04 2.700784141E-02 
0D77 57918 319.98 36.234 1.000000000E+00 4.906199129E-01 1.313930363E-09 8.757261742E+19 2.468251454E+00 7.086382893E-06 5.407506728E-01 
