fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDL0 8:49 299.9 38.66 1.000E+000 2.280E+000 1.772E-006 4.270E+002 2.412E+000 7.855E-008 1.769E-004 7.394E-002 1.760E-004 3.271E-006 2.514E-001 3.710E-002 8.793E-005 1.943E-003 
UDL1 8:52 299.9 38.66 1.000E+000 2.295E+000 1.774E-006 4.270E+002 2.420E+000 7.671E-008 1.802E-004 7.526E-002 1.792E-004 3.392E-006 2.515E-001 3.780E-002 8.949E-005 2.006E-003 
UDL2 8:55 299.9 38.66 1.000E+000 2.288E+000 1.805E-006 4.270E+002 2.408E+000 7.902E-008 1.763E-004 7.368E-002 1.753E-004 3.248E-006 2.514E-001 3.700E-002 8.754E-005 3.523E-003 
UDL3 8:57 300 38.65 1.000E+000 2.298E+000 1.772E-006 4.272E+002 2.445E+000 7.272E-008 1.790E-004 7.474E-002 1.780E-004 3.347E-006 2.515E-001 3.750E-002 8.902E-005 1.877E-003 
UDL4 9:0 300 38.65 1.000E+000 2.279E+000 1.825E-006 4.272E+002 2.406E+000 7.950E-008 1.771E-004 7.404E-002 1.761E-004 3.279E-006 2.514E-001 3.710E-002 8.814E-005 5.146E-003 
UDL5 9:3 300.1 38.63 1.000E+000 2.277E+000 1.856E-006 4.274E+002 2.397E+000 8.149E-008 1.766E-004 7.391E-002 1.757E-004 3.265E-006 2.514E-001 3.710E-002 8.776E-005 3.736E-003 
UDL6 9:6 300.1 38.63 1.000E+000 2.284E+000 1.817E-006 4.274E+002 2.418E+000 7.747E-008 1.785E-004 7.464E-002 1.776E-004 3.333E-006 2.515E-001 3.740E-002 8.889E-005 1.244E-003 
UDL7 9:8 300.1 38.63 1.000E+000 2.282E+000 1.816E-006 4.274E+002 2.412E+000 7.810E-008 1.770E-004 7.402E-002 1.761E-004 3.277E-006 2.515E-001 3.710E-002 8.809E-005 1.786E-003 
UDL8 9:11 300.1 38.63 1.000E+000 2.291E+000 1.804E-006 4.274E+002 2.400E+000 8.057E-008 1.793E-004 7.500E-002 1.784E-004 3.364E-006 2.515E-001 3.760E-002 8.924E-005 2.934E-003 
UDL9 9:14 300.1 38.63 1.000E+000 2.281E+000 1.824E-006 4.274E+002 2.386E+000 8.353E-008 1.775E-004 7.428E-002 1.765E-004 3.297E-006 2.514E-001 3.730E-002 8.814E-005 1.118E-003 
