fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 53992 300.03 38.643 1.062428333E+00 1.092025328E+00 1.266419602E-10 9.146146900E+18 1.646497744E-04 3.866196264E-01 1.638006258E-04 7.552109408E-01 4.782640381E-05 3.177278828E-01 1.505266700E-04 3.682512626E-02 
00L2 54158 300.05 38.641 1.058175578E+00 1.090909700E+00 1.179308996E-10 9.227729185E+18 1.647354723E-04 3.866152659E-01 1.640269248E-04 7.556600476E-01 4.792041854E-05 3.183124039E-01 1.505466099E-04 2.587555593E-02 
00L3 54280 300.03 38.643 1.054516634E+00 1.095990679E+00 1.103746218E-10 9.994150392E+18 1.641276082E-04 3.866453171E-01 1.638688421E-04 7.552532057E-01 4.785217882E-05 3.183288609E-01 1.503244698E-04 1.185398535E-02 
00L4 54400 300.02 38.645 1.065926841E+00 1.075118037E+00 1.332860080E-10 8.108684496E+18 1.650132509E-04 3.865948608E-01 1.636982567E-04 7.558392348E-01 4.783321397E-05 3.195287979E-01 1.496975631E-04 3.907935823E-02 
00L5 54518 300.01 38.646 1.054489276E+00 1.092046520E+00 1.101289068E-10 8.446974466E+18 1.638908355E-04 3.866293612E-01 1.636230550E-04 7.554381523E-01 4.779013348E-05 3.182216488E-01 1.501795470E-04 1.127068896E-02 
00L6 54642 300.02 38.645 1.039576920E+00 1.129151719E+00 8.598230163E-11 1.347465313E+05 1.641556674E-04 3.866575000E-01 1.635660090E-04 7.550710758E-01 4.775373334E-05 3.184115673E-01 1.499785652E-04 1.722800795E-02 
00L7 54756 300.01 38.646 1.051994788E+00 1.091177823E+00 1.052860572E-10 9.259587410E+18 1.640097880E-04 3.866255008E-01 1.634659686E-04 7.553692187E-01 4.773941919E-05 3.184860123E-01 1.498983819E-04 1.664324219E-02 
00L8 54878 300.02 38.645 1.061281664E+00 1.077531268E+00 1.233690401E-10 9.107062511E+18 1.641603179E-04 3.865004089E-01 1.635794690E-04 7.556254976E-01 4.777331258E-05 3.185148422E-01 1.499851776E-04 2.561199667E-02 
00L9 55000 300.02 38.645 1.041715296E+00 1.117345703E+00 8.927321250E-11 1.320949623E+05 1.642790400E-04 3.858764539E-01 1.638041719E-04 7.561092193E-01 4.779228232E-05 3.195312363E-01 1.495659106E-04 5.187308196E-02 
0L10 55120 300.02 38.645 1.041033570E+00 1.126406608E+00 8.870829803E-11 9.639238485E+04 1.647392648E-04 3.866236542E-01 1.637697245E-04 7.552420538E-01 4.781984943E-05 3.187724125E-01 1.500125485E-04 4.916209160E-03 
0L11 55240 300.02 38.645 1.062170835E+00 1.077868336E+00 1.255976036E-10 7.281614382E+18 1.645395663E-04 3.865778493E-01 1.638012044E-04 7.554688852E-01 4.783773829E-05 3.185583939E-01 1.501694612E-04 3.155287254E-02 
0L12 55362 300.02 38.645 1.039592799E+00 1.133429365E+00 8.660531912E-11 1.541024820E+05 1.640368061E-04 3.866102810E-01 1.635201992E-04 7.558485523E-01 4.778367987E-05 3.189402760E-01 1.498225019E-04 1.427428119E-02 
0L13 55480 300.02 38.645 1.057753426E+00 1.093904249E+00 1.171556226E-10 7.088069913E+18 1.637224646E-04 3.865358353E-01 1.632239056E-04 7.560971538E-01 4.770359747E-05 3.194754318E-01 1.493175559E-04 2.453500794E-02 
0L14 55598 300.02 38.645 1.053502680E+00 1.086861076E+00 1.083798286E-10 7.161736409E+18 1.633074898E-04 3.863891388E-01 1.632659676E-04 7.554207952E-01 4.765511398E-05 3.192165768E-01 1.492881804E-04 5.560093487E-03 
0L15 55720 300.02 38.645 1.051533692E+00 1.097747748E+00 1.061669416E-10 2.837988807E+05 1.633387091E-04 3.863800185E-01 1.630689072E-04 7.554158888E-01 4.759616209E-05 3.190640293E-01 1.491741311E-04 1.798976989E-02 
0L16 55842 300.01 38.646 1.043787789E+00 1.110581902E+00 9.287040790E-11 7.103027728E+04 1.642237341E-04 3.863747496E-01 1.626458062E-04 7.559630789E-01 4.750640767E-05 3.188060019E-01 1.490142998E-04 1.025543783E-02 
0L17 55956 300.02 38.645 1.053944593E+00 1.090772188E+00 1.100464278E-10 9.889493359E+18 1.639742737E-04 3.874138847E-01 1.627659044E-04 7.527208234E-01 4.746489756E-05 3.181343252E-01 1.491860582E-04 7.145527731E-02 
0L18 56096 299.95 38.654 1.052192402E+00 1.089872953E+00 1.047711828E-10 5.911703468E+18 1.632073974E-04 3.865793044E-01 1.626695475E-04 7.552814656E-01 4.749563367E-05 3.181326920E-01 1.492989522E-04 1.618296736E-02 
0L19 56260 299.96 38.652 1.060119941E+00 1.083592356E+00 1.210420718E-10 9.368463508E+18 1.633501247E-04 3.865502184E-01 1.627262778E-04 7.552319702E-01 4.750550942E-05 3.179335896E-01 1.494181733E-04 3.123531703E-02 
0L20 56384 300.02 38.645 1.074605264E+00 1.038018644E+00 1.531087567E-10 9.580893840E+18 1.650628416E-04 3.862685690E-01 1.625058913E-04 7.552423415E-01 4.740725514E-05 3.183947487E-01 1.488980120E-04 5.520919604E-02 
0L21 56502 300.06 38.64 1.056626445E+00 1.078099812E+00 1.151819351E-10 3.804576084E+17 1.625455642E-04 3.861313705E-01 1.625155642E-04 7.550207414E-01 4.737933151E-05 3.186189138E-01 1.487010803E-04 1.154967891E-02 
0L22 56626 300.03 38.643 1.047971059E+00 1.105414158E+00 1.002750700E-10 5.556315135E+05 1.628239091E-04 3.860643296E-01 1.627939091E-04 7.546817436E-01 4.743093357E-05 3.173706261E-01 1.494491649E-04 1.247601271E-02 
0L23 56754 555 20.89 7.000000000E-01 5.917500237E-01 2.786352666E-09 8.988164097E+18 2.179910731E-04 3.866640260E-01 1.628506845E-04 7.543350711E-01 4.749934892E-05 3.180121258E-01 1.493665828E-04 5.072323124E-01 
0L24 57052 299.95 38.654 1.048336209E+00 1.100798859E+00 9.866020145E-11 1.137551531E+05 1.632470445E-04 3.864429853E-01 1.624050107E-04 7.556974353E-01 4.742778050E-05 3.195682323E-01 1.484125427E-04 6.745624994E-03 
0L25 57162 300.05 38.641 1.061120718E+00 1.087110530E+00 1.246870146E-10 6.514410292E+18 1.629008065E-04 3.862520869E-01 1.623982535E-04 7.548969211E-01 4.735216578E-05 3.180508186E-01 1.488819075E-04 3.397195240E-02 
0L26 57284 300.08 38.637 1.052619597E+00 1.106001476E+00 1.092519553E-10 8.236862851E+18 1.624346800E-04 3.860487498E-01 1.624046800E-04 7.547191583E-01 4.731796568E-05 3.171078867E-01 1.492181272E-04 1.606381508E-02 
0L27 57404 300.05 38.641 1.034907033E+00 1.117879886E+00 7.949790339E-11 4.941364082E+04 1.644929493E-04 3.861624487E-01 1.625050224E-04 7.544980433E-01 4.734727025E-05 3.187111031E-01 1.485596638E-04 2.314524892E-02 
0L28 57526 300.02 38.645 1.033014527E+00 1.130622284E+00 7.722568080E-11 3.138830665E+04 1.661485944E-04 3.861478378E-01 1.625718221E-04 7.550143018E-01 4.739734980E-05 3.176296629E-01 1.492206870E-04 1.717143897E-02 
0L29 57646 300.01 38.646 1.055607997E+00 1.099234922E+00 1.140298022E-10 4.269439039E+17 1.626781269E-04 3.862165025E-01 1.626297146E-04 7.544992303E-01 4.739030761E-05 3.188867344E-01 1.486121720E-04 2.310664797E-02 
0L30 57764 300.01 38.646 1.063191298E+00 1.069817944E+00 1.283597716E-10 8.060796706E+18 1.636109286E-04 3.861769796E-01 1.624983853E-04 7.552278461E-01 4.739291545E-05 3.188005732E-01 1.486612034E-04 3.289522498E-02 
0L31 57900 300.03 38.643 1.067590557E+00 1.309279208E+00 1.586235569E-10 9.878733927E+18 1.315315728E-04 3.778110710E-01 1.306831724E-04 -1.124083659E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.451430048E-02 
0L32 58060 299.92 38.658 1.081018998E+00 1.263495620E+00 1.902232151E-10 8.211662567E+18 1.337555636E-04 3.814797386E-01 1.309184798E-04 -1.111272464E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.574580594E+00 
0L33 58186 299.97 38.651 1.084372652E+00 1.252387694E+00 2.013884733E-10 9.967491309E+18 1.338159091E-04 3.784370689E-01 1.313517041E-04 -1.116512530E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.104852319E-01 
0L34 58302 300 38.647 1.061830077E+00 1.317936282E+00 1.431042158E-10 3.243359626E+17 1.320598161E-04 3.777685577E-01 1.316297331E-04 -1.116125869E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.898277504E-02 
0L35 58424 300.02 38.645 1.088302574E+00 1.240669249E+00 2.147060399E-10 8.741667550E+18 1.344227478E-04 3.782183876E-01 1.318012750E-04 -1.113347486E+07 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.054673039E-01 
