N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016451732E+00 1.014973433E+00 1.013867831E+00 1.012989929E+00
1.600000000E+01 1.235029571E+00 1.230696975E+00 1.226951000E+00 1.224230010E+00
1.700000000E+01 1.258594796E+00 1.257443529E+00 1.256668703E+00 1.256089296E+00
1.549996187E+01 1.201849443E+00 1.195644416E+00 1.190595725E+00 1.186017027E+00
1.649996187E+01 1.240333681E+00 1.236750848E+00 1.233970854E+00 1.232093419E+00
1.674996808E+01 1.245679091E+00 1.243220210E+00 1.241450837E+00 1.240197429E+00
1.624993176E+01 1.239062519E+00 1.234898734E+00 1.231555620E+00 1.228998383E+00
1.574996808E+01 1.224886112E+00 1.220387592E+00 1.216614178E+00 1.213425057E+00
1.524993176E+01 1.117621734E+00 1.103732891E+00 1.091899921E+00 1.082067657E+00
