N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016170570E+00 1.014796206E+00 1.013781553E+00 1.012988107E+00
1.600000000E+01 1.231673903E+00 1.226667084E+00 1.222056241E+00 1.218333287E+00
1.700000000E+01 1.238496096E+00 1.234298585E+00 1.231167387E+00 1.228829903E+00
1.549996187E+01 1.199289809E+00 1.192138393E+00 1.185907399E+00 1.179955572E+00
1.649996187E+01 1.232034526E+00 1.226500407E+00 1.221676858E+00 1.217752007E+00
1.674996808E+01 1.232403107E+00 1.227054224E+00 1.222862272E+00 1.219421816E+00
1.624993176E+01 1.233890936E+00 1.228571942E+00 1.223868100E+00 1.219818091E+00
1.574996808E+01 1.222487474E+00 1.217469457E+00 1.213020600E+00 1.209028641E+00
1.524993176E+01 1.112038509E+00 1.095187670E+00 1.079782757E+00 1.065890514E+00
