N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016300683E+00 1.014887100E+00 1.013840523E+00 1.013018759E+00
1.600000000E+01 1.232908758E+00 1.228046612E+00 1.223638665E+00 1.220162936E+00
1.700000000E+01 1.245403917E+00 1.242311543E+00 1.240114839E+00 1.238534217E+00
1.549996187E+01 1.200068763E+00 1.193127303E+00 1.187175628E+00 1.181565333E+00
1.649996187E+01 1.234869652E+00 1.229861091E+00 1.225624930E+00 1.222329115E+00
1.674996808E+01 1.236867891E+00 1.232484976E+00 1.229033938E+00 1.226383094E+00
1.624993176E+01 1.235731896E+00 1.230688814E+00 1.226332878E+00 1.222685697E+00
1.574996808E+01 1.223357746E+00 1.218446532E+00 1.214149973E+00 1.210349619E+00
1.524993176E+01 1.113341551E+00 1.097159388E+00 1.082602220E+00 1.069707916E+00
