N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016718724E+00 1.015180203E+00 1.014048950E+00 1.013186635E+00
1.600000000E+01 1.241131939E+00 1.238913135E+00 1.237318778E+00 1.236644220E+00
1.700000000E+01 1.282291391E+00 1.282511857E+00 1.282469623E+00 1.282269836E+00
1.549996187E+01 1.208809954E+00 1.205359422E+00 1.203037371E+00 1.200971745E+00
1.649996187E+01 1.254416833E+00 1.253671164E+00 1.253115513E+00 1.252946196E+00
1.674996808E+01 1.264974242E+00 1.264842451E+00 1.264576135E+00 1.264270064E+00
1.624993176E+01 1.248393867E+00 1.246876710E+00 1.245952213E+00 1.245503616E+00
1.574996808E+01 1.229545724E+00 1.226831981E+00 1.224936070E+00 1.223601792E+00
1.524993176E+01 1.139422872E+00 1.134379151E+00 1.131139917E+00 1.129009907E+00
