fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 29804 295.1 39.3 1.741599498E-08 3.529587976E+00 8.158462617E+03 7.148757618E-05 4.004834749E+00 2.972690693E+03 0.000000000E+00 2.739484597E-04 4.886893120E-01 2.479487555E-04 4.324428536E-05 3.568896480E-01 2.691483897E-01 1.606707936E-04 2.380435277E-03 
00L2 30616 298 38.9 1.488513355E-08 3.442220290E+00 7.612903266E+03 8.255433990E-05 4.003554149E+00 2.541268564E+03 0.000000000E+00 2.735062691E-04 4.833192919E-01 2.481823633E-04 4.381736465E-05 3.652928802E-01 2.716201480E-01 1.613185361E-04 3.688457398E-03 
00L3 31408 301 38.52 2.597257569E-08 3.485411990E+00 8.230337545E+03 9.522303457E-05 4.069166629E+00 2.214571805E+03 0.000000000E+00 2.714192082E-04 4.777888492E-01 2.485112495E-04 4.416299497E-05 3.719430561E-01 2.717282029E-01 1.625263572E-04 4.004222108E-03 
00L4 31976 304.1 38.13 1.652498734E-08 3.363514935E+00 7.268959040E+03 1.156824315E-04 4.318875193E+00 1.966701149E+03 0.000000000E+00 2.738741281E-04 4.729062807E-01 2.497061289E-04 4.443675994E-05 3.763033645E-01 2.729389947E-01 1.628083961E-04 2.221427475E-03 
00L5 32756 307 37.76 9.334215268E-08 3.745811423E+00 8.821901950E+03 1.346080915E-04 4.002631843E+00 1.703996066E+03 0.000000000E+00 2.703285410E-04 4.676833264E-01 2.499122879E-04 4.464742839E-05 3.819943611E-01 2.731687974E-01 1.634426363E-04 2.286520152E-03 
00L6 33494 310 37.4 4.164096486E-07 4.074360643E+00 1.211230901E+04 1.610824736E-04 3.952161460E+00 1.523448012E+03 0.000000000E+00 2.671414923E-04 4.624951002E-01 2.496848000E-04 4.470042404E-05 3.870904013E-01 2.720781367E-01 1.642925984E-04 3.015515523E-03 
00L7 34100 313 37.04 1.339382162E-07 3.754554189E+00 9.115165396E+03 1.927758008E-04 4.313186052E+00 1.392945256E+03 0.000000000E+00 2.697063144E-04 4.575341885E-01 2.504412654E-04 4.475821759E-05 3.906099863E-01 2.724350962E-01 1.642894701E-04 6.725638937E-03 
00L8 34810 316 36.69 1.354828242E-07 3.685125842E+00 9.924266232E+03 2.426558475E-04 5.004546884E+00 1.318188562E+03 0.000000000E+00 2.694890596E-04 4.521481971E-01 2.505911115E-04 4.471123458E-05 3.946119166E-01 2.703379797E-01 1.653901336E-04 2.794882619E-03 
00L9 35524 319 36.34 5.995882935E-07 4.037064666E+00 1.331122187E+04 2.864540430E-04 4.899731835E+00 1.180025409E+03 0.000000000E+00 2.680303538E-04 4.470862149E-01 2.510045666E-04 4.444745708E-05 3.960718865E-01 2.678945243E-01 1.659140185E-04 1.463686771E-03 
0L10 36224 322 36 2.058588790E-06 4.300962180E+00 1.719619906E+04 2.995703978E-04 4.355005176E+00 9.984677268E+02 0.000000000E+00 2.651483457E-04 4.426153950E-01 2.506949520E-04 4.421453117E-05 3.984675135E-01 2.664167007E-01 1.659600582E-04 2.805745219E-03 
0L11 37902 325 35.67 3.899438706E-06 4.434034752E+00 2.181194467E+04 3.654069145E-04 4.548875845E+00 9.359015814E+02 0.000000000E+00 2.636606564E-04 4.373650576E-01 2.507195904E-04 4.383291827E-05 3.997311868E-01 2.640913195E-01 1.659763689E-04 3.413832630E-03 
0L12 40238 328 35.34 2.322681107E-06 4.254058550E+00 1.666352865E+04 3.966386590E-04 4.701991395E+00 8.383040904E+02 0.000000000E+00 2.649611011E-04 4.320700687E-01 2.503769151E-04 4.336838803E-05 4.008896223E-01 2.620460010E-01 1.654991409E-04 3.823812927E-03 
0L13 42754 331 35.03 8.925359365E-06 4.533530230E+00 2.923259319E+04 4.757711948E-04 4.842343164E+00 7.885191069E+02 0.000000000E+00 2.580928770E-04 4.270771966E-01 2.495561231E-04 4.271269726E-05 4.007581694E-01 2.589329432E-01 1.649565974E-04 3.447398833E-03 
0L14 43426 334 34.71 7.194227237E-06 4.380620388E+00 2.545379080E+04 5.111980950E-04 4.994192385E+00 7.031050812E+02 0.000000000E+00 2.591409023E-04 4.212105636E-01 2.493333092E-04 4.230464355E-05 4.028176436E-01 2.563006748E-01 1.650586507E-04 4.362814735E-03 
0L15 44118 337 34.41 5.699134049E-06 4.285253846E+00 2.408166855E+04 6.065834176E-04 5.542255631E+00 6.770267328E+02 0.000000000E+00 2.606665910E-04 4.161913216E-01 2.490984072E-04 4.185882790E-05 4.037598150E-01 2.534560045E-01 1.651522440E-04 4.238403085E-03 
0L16 44770 340 34.1 6.973939706E-06 4.395941506E+00 2.769629704E+04 7.669530416E-04 5.953585101E+00 6.848261184E+02 0.000000000E+00 2.608149293E-04 4.110288077E-01 2.488441803E-04 4.111127160E-05 4.019399373E-01 2.503165048E-01 1.642371590E-04 9.022788393E-03 
