fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 29804 295.1 39.3 4.527418321E-07 4.453858879E+00 1.140470801E+04 5.347781312E-05 3.022539907E+00 2.567620139E+03 0.000000000E+00 2.690176303E-04 4.898952303E-01 2.478339953E-04 4.299753021E-05 3.541436190E-01 2.702387380E-01 1.591094250E-04 2.217079146E-03 
00L2 30616 298 38.9 1.074446276E-09 2.909235884E+00 6.229209103E+03 8.679801506E-05 4.595765915E+00 2.646052194E+03 0.000000000E+00 2.792926456E-04 4.833098587E-01 2.485144829E-04 4.387086869E-05 3.652572763E-01 2.707552801E-01 1.620314428E-04 5.929397092E-03 
00L3 31408 301 38.52 1.112904530E-07 3.864222500E+00 1.007874589E+04 9.555265446E-05 3.828472744E+00 2.182071350E+03 0.000000000E+00 2.689339346E-04 4.782956922E-01 2.483026698E-04 4.409642820E-05 3.713005175E-01 2.719623859E-01 1.621416434E-04 2.423526283E-03 
00L4 31976 304.1 38.13 7.240492445E-08 3.718554827E+00 7.989753118E+03 9.746322420E-05 3.376165764E+00 1.810950531E+03 0.000000000E+00 2.702654338E-04 4.714281728E-01 2.495980059E-04 4.450219393E-05 3.782028333E-01 2.734593108E-01 1.627378998E-04 3.524608209E-03 
00L5 32756 307 37.76 1.218436549E-07 3.811003739E+00 9.384038066E+03 1.365481780E-04 4.027654951E+00 1.711340206E+03 0.000000000E+00 2.697408973E-04 4.676913881E-01 2.497739290E-04 4.461615758E-05 3.819316833E-01 2.731286837E-01 1.633521495E-04 1.436515621E-03 
00L6 33494 310 37.4 6.331739904E-08 3.304482603E+00 8.295218317E+03 6.881294940E-05 3.204780513E+00 1.220342455E+03 0.000000000E+00 2.660709293E-04 4.608915132E-01 2.499006478E-04 4.476152108E-05 3.886321661E-01 2.701617905E-01 1.656841295E-04 4.885603194E-03 
00L7 34100 313 37.04 5.378056836E-08 3.523591474E+00 8.317699205E+03 2.055626797E-04 4.869144051E+00 1.456929820E+03 0.000000000E+00 2.714391924E-04 4.574090711E-01 2.504989889E-04 4.476442061E-05 3.906809342E-01 2.719954386E-01 1.645778357E-04 6.710641388E-03 
00L8 34810 316 36.69 2.679727600E-07 3.845167741E+00 1.130205164E+04 2.372599952E-04 4.785435226E+00 1.291216357E+03 0.000000000E+00 2.681781618E-04 4.521592720E-01 2.504509136E-04 4.466506613E-05 3.944154512E-01 2.698012153E-01 1.655480539E-04 1.743975009E-03 
00L9 35524 319 36.34 3.771815776E-07 3.848828091E+00 9.128421475E+03 1.790935675E-04 3.117983830E+00 9.554695286E+02 0.000000000E+00 2.668833617E-04 4.454766047E-01 2.515871030E-04 4.469001510E-05 3.987468140E-01 2.699580195E-01 1.655443138E-04 9.059154622E-03 
0L10 36224 322 36 9.188480484E-07 4.060268631E+00 1.155928578E+04 2.338184133E-04 3.430618047E+00 8.999442563E+02 0.000000000E+00 2.656999816E-04 4.413605166E-01 2.510426915E-04 4.439934950E-05 4.007149500E-01 2.675639294E-01 1.659392191E-04 7.323537901E-03 
0L11 37902 325 35.67 3.715038151E-08 2.809336610E+00 7.186681459E+03 1.507260752E-04 5.028806548E+00 7.702189390E+02 0.000000000E+00 2.648006734E-04 4.325235347E-01 2.510841846E-04 4.425252383E-05 4.074824822E-01 2.634465823E-01 1.679753195E-04 6.939506504E-03 
0L12 40238 328 35.34 2.854289245E-07 3.302636941E+00 8.979930605E+03 1.795516511E-04 4.163886887E+00 6.748273905E+02 0.000000000E+00 2.627994115E-04 4.280945582E-01 2.504387094E-04 4.361107667E-05 4.067763026E-01 2.610775436E-01 1.670426191E-04 3.661954113E-03 
0L13 42754 331 35.03 5.931491896E-07 3.408997542E+00 1.060325949E+04 2.696107219E-04 5.966347759E+00 6.652921541E+02 0.000000000E+00 2.623010932E-04 4.235648955E-01 2.497849722E-04 4.275452363E-05 4.041064723E-01 2.573914522E-01 1.661070065E-04 6.151652209E-03 
0L14 43426 334 34.71 3.356879604E-06 4.209690361E+00 1.373778220E+04 3.636926837E-04 3.817701372E+00 5.927159002E+02 0.000000000E+00 2.630422078E-04 4.211987074E-01 2.502810073E-04 4.225102014E-05 4.007949820E-01 2.569472273E-01 1.644346218E-04 1.742734991E-02 
0L15 44118 337 34.41 5.105085973E-06 4.146865422E+00 1.955685043E+04 4.799226595E-04 4.797474120E+00 6.012476379E+02 0.000000000E+00 2.599784380E-04 4.144364938E-01 2.491756726E-04 4.181988264E-05 4.049665757E-01 2.531416707E-01 1.652034709E-04 5.259455130E-03 
0L16 44770 340 34.1 6.639389682E-06 4.170840111E+00 1.669303486E+04 3.873713328E-04 3.478108365E+00 4.780019323E+02 0.000000000E+00 2.576449926E-04 4.095401492E-01 2.489402453E-04 4.128581596E-05 4.049573399E-01 2.509021020E-01 1.645495021E-04 9.924393714E-03 
