fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0126OSW70S05 1455846297 0 555 1.217837396E+19 7.763763323E-06 5.150000000E-04 6.469956505E-01 5.440351978E+02 1.577677034E-03 
L0126OSW70S10 1455846297 0 555 1.341132086E+19 1.778408109E-05 5.150000000E-04 6.492758499E-01 5.880253773E+02 1.950556696E-03 
L0127OSW70S03 1455846297 0 555 1.043518074E+19 4.469248248E-06 5.150000000E-04 6.459971126E-01 5.258222386E+02 1.409009486E-03 
L0127OSW70S07 1455846297 0 555 1.258159626E+19 1.198764698E-05 5.150000000E-04 6.485197847E-01 5.730585155E+02 1.820786071E-03 
L0127OSW70S15 1455846297 0 555 1.356997204E+19 4.276735403E-05 5.150000000E-04 6.496281251E-01 5.951318045E+02 2.063052587E-03 
L0131OSW70S20 1455846297 0 555 1.401540303E+19 5.175362004E-05 5.150000000E-04 6.487523707E-01 5.776216988E+02 2.059439064E-03 
L0131OSW70S25 1455846297 0 555 1.409264397E+19 1.759725031E-04 5.150000000E-04 6.493613995E-01 5.897433235E+02 1.984716645E-03 
L0131OSW70S30 1455846297 0 555 1.454763691E+19 2.197430127E-04 5.150000000E-04 6.496508067E-01 5.955922899E+02 2.214800440E-03 
L0131OSW70S35 1455846297 0 555 1.484976190E+19 1.492343123E-04 5.150000000E-04 6.499429750E-01 6.015559034E+02 2.035605274E-03 
L0202OSW70S35 1455846297 0 555 1.429989305E+19 9.999999961E+01 5.150000000E-04 6.505941412E-01 6.150629543E+02 1.955229165E-03 
L0306OSW70S30 1455846297 0 555 1.456499469E+19 2.507651728E-04 5.150000000E-04 6.502782096E-01 6.084721675E+02 2.324090741E-03 
