N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 325 2.400E-4 1.251722638E+00 1.289720205E+00
1.468000E+10 3.162E+16 325 2.400E-4 1.262818019E+00 1.289837138E+00
2.154000E+10 3.162E+16 325 2.400E-4 1.271068919E+00 1.290006050E+00
3.162000E+10 3.162E+16 325 2.400E-4 1.277126730E+00 1.290248469E+00
4.642000E+10 3.162E+16 325 2.400E-4 1.281586173E+00 1.290592958E+00
6.813000E+10 3.162E+16 325 2.400E-4 1.284944730E+00 1.291075469E+00
1.000000E+11 3.162E+16 325 2.400E-4 1.287598912E+00 1.291738187E+00
1.468000E+11 3.162E+16 325 2.400E-4 1.289853422E+00 1.292624488E+00
2.154000E+11 3.162E+16 325 2.400E-4 1.291930741E+00 1.293768739E+00
3.162000E+11 3.162E+16 325 2.400E-4 1.293974187E+00 1.295181346E+00
4.642000E+11 3.162E+16 325 2.400E-4 1.296048781E+00 1.296833876E+00
6.813000E+11 3.162E+16 325 2.400E-4 1.298146030E+00 1.298652333E+00
1.000000E+12 3.162E+16 325 2.400E-4 1.300203588E+00 1.300528213E+00
1.468000E+12 3.162E+16 325 2.400E-4 1.302456467E+00 1.302661137E+00
2.154000E+12 3.162E+16 325 2.400E-4 1.304337738E+00 1.304468991E+00
3.162000E+12 3.162E+16 325 2.400E-4 1.308847245E+00 1.310133647E+00
4.642000E+12 3.162E+16 325 2.400E-4 1.317124354E+00 1.317203481E+00
6.813000E+12 3.162E+16 325 2.400E-4 1.324900829E+00 1.324984995E+00
1.000000E+13 3.162E+16 325 2.400E-4 1.325860894E+00 1.325948378E+00
