d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.036842929E+00 1.018833397E+00 1.800953200E-02 1.036786203E+00 1.018796936E+00 1.798926700E-02 5.672600000E-05 3.646100000E-05
150 1.524993176E+01 1.017294107E+00 1.003490214E+00 1.380389300E-02 1.017261045E+00 1.003481781E+00 1.377926400E-02 3.306200000E-05 8.433000000E-06
150 1.549996187E+01 1.012307701E+00 1.190993536E+00 -1.786858350E-01 1.012272187E+00 1.190904003E+00 -1.786318160E-01 3.551400000E-05 8.953300000E-05
150 1.574996808E+01 1.175464185E+00 1.227676353E+00 -5.221216800E-02 1.175425664E+00 1.227511010E+00 -5.208534600E-02 3.852100000E-05 1.653430000E-04
150 1.600000000E+01 1.250146665E+00 1.241826652E+00 8.320013000E-03 1.249962159E+00 1.241586998E+00 8.375161000E-03 1.845060000E-04 2.396540000E-04
150 1.624993176E+01 1.284460536E+00 1.249860383E+00 3.460015300E-02 1.284093085E+00 1.249533398E+00 3.455968700E-02 3.674510000E-04 3.269850000E-04
150 1.649996187E+01 1.306793664E+00 1.256799761E+00 4.999390300E-02 1.306136429E+00 1.256365945E+00 4.977048400E-02 6.572350000E-04 4.338160000E-04
150 1.674996808E+01 1.328950543E+00 1.267574317E+00 6.137622600E-02 1.327769796E+00 1.267009053E+00 6.076074300E-02 1.180747000E-03 5.652640000E-04
150 1.700000000E+01 1.350619730E+00 1.284460037E+00 6.615969300E-02 1.348449303E+00 1.283727431E+00 6.472187200E-02 2.170427000E-03 7.326060000E-04
180 1.500000000E+01 1.032838673E+00 1.017263223E+00 1.557545000E-02 1.032794680E+00 1.017234116E+00 1.556056400E-02 4.399300000E-05 2.910700000E-05
180 1.524993176E+01 1.015588963E+00 1.050994035E+00 -3.540507200E-02 1.015562633E+00 1.051007089E+00 -3.544445600E-02 2.633000000E-05 -1.305400000E-05
180 1.549996187E+01 1.011273042E+00 1.186680116E+00 -1.754070740E-01 1.011243920E+00 1.186593034E+00 -1.753491140E-01 2.912200000E-05 8.708200000E-05
180 1.574996808E+01 1.174886038E+00 1.224106150E+00 -4.922011200E-02 1.174845224E+00 1.223947591E+00 -4.910236700E-02 4.081400000E-05 1.585590000E-04
180 1.600000000E+01 1.249069997E+00 1.239164494E+00 9.905503000E-03 1.248891734E+00 1.238934658E+00 9.957076000E-03 1.782630000E-04 2.298360000E-04
180 1.624993176E+01 1.283152105E+00 1.248055329E+00 3.509677600E-02 1.282799312E+00 1.247739754E+00 3.505955800E-02 3.527930000E-04 3.155750000E-04
180 1.649996187E+01 1.306256705E+00 1.255875855E+00 5.038085000E-02 1.305624517E+00 1.255452930E+00 5.017158700E-02 6.321880000E-04 4.229250000E-04
180 1.674996808E+01 1.326814478E+00 1.267408466E+00 5.940601200E-02 1.325681475E+00 1.266853193E+00 5.882828200E-02 1.133003000E-03 5.552730000E-04
180 1.700000000E+01 1.349492333E+00 1.284704721E+00 6.478761200E-02 1.347399177E+00 1.283976235E+00 6.342294200E-02 2.093156000E-03 7.284860000E-04
210 1.500000000E+01 1.029496670E+00 1.016036484E+00 1.346018600E-02 1.029461419E+00 1.016012267E+00 1.344915200E-02 3.525100000E-05 2.421700000E-05
210 1.524993176E+01 1.014328847E+00 1.047365063E+00 -3.303621600E-02 1.014306823E+00 1.047372854E+00 -3.306603100E-02 2.202400000E-05 -7.791000000E-06
210 1.549996187E+01 1.012433754E+00 1.183847883E+00 -1.714141290E-01 1.012500890E+00 1.183760612E+00 -1.712597220E-01 -6.713600000E-05 8.727100000E-05
210 1.574996808E+01 1.178313165E+00 1.221989992E+00 -4.367682700E-02 1.178266218E+00 1.221834807E+00 -4.356858900E-02 4.694700000E-05 1.551850000E-04
210 1.600000000E+01 1.246938189E+00 1.237168611E+00 9.769578000E-03 1.246762682E+00 1.236944580E+00 9.818102000E-03 1.755070000E-04 2.240310000E-04
