d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.198114854E+00 1.068508777E+00 1.296060770E-01 1.198099593E+00 1.068440416E+00 1.296591770E-01 1.526100000E-05 6.836100000E-05
150 1.549996187E+01 1.232807199E+00 1.067727871E+00 1.650793280E-01 1.232739614E+00 1.067596342E+00 1.651432720E-01 6.758500000E-05 1.315290000E-04
150 1.600000000E+01 1.258294608E+00 1.065999999E+00 1.922946090E-01 1.258029921E+00 1.065780193E+00 1.922497280E-01 2.646870000E-04 2.198060000E-04
150 1.649996187E+01 1.289777842E+00 1.068886259E+00 2.208915830E-01 1.288720760E+00 1.068525630E+00 2.201951300E-01 1.057082000E-03 3.606290000E-04
150 1.700000000E+01 1.332686466E+00 1.076373589E+00 2.563128770E-01 1.328555902E+00 1.075788480E+00 2.527674220E-01 4.130564000E-03 5.851090000E-04
180 1.500000000E+01 1.197925241E+00 1.064103770E+00 1.338214710E-01 1.197911576E+00 1.064043791E+00 1.338677850E-01 1.366500000E-05 5.997900000E-05
180 1.549996187E+01 1.230426133E+00 1.063681224E+00 1.667449090E-01 1.230366646E+00 1.063564518E+00 1.668021280E-01 5.948700000E-05 1.167060000E-04
180 1.600000000E+01 1.256870828E+00 1.064531779E+00 1.923390490E-01 1.256635220E+00 1.064326141E+00 1.923090790E-01 2.356080000E-04 2.056380000E-04
180 1.649996187E+01 1.288057182E+00 1.068495339E+00 2.195618430E-01 1.287083213E+00 1.068144020E+00 2.189391930E-01 9.739690000E-04 3.513190000E-04
180 1.700000000E+01 1.330766442E+00 1.076314267E+00 2.544521750E-01 1.326820889E+00 1.075731533E+00 2.510893560E-01 3.945553000E-03 5.827340000E-04
210 1.500000000E+01 1.197533647E+00 1.060439811E+00 1.370938360E-01 1.197520867E+00 1.060385955E+00 1.371349120E-01 1.278000000E-05 5.385600000E-05
210 1.549996187E+01 1.230044712E+00 1.061907623E+00 1.681370890E-01 1.229990253E+00 1.061799582E+00 1.681906710E-01 5.445900000E-05 1.080410000E-04
210 1.600000000E+01 1.256009867E+00 1.063588989E+00 1.924208780E-01 1.255792328E+00 1.063392732E+00 1.923995960E-01 2.175390000E-04 1.962570000E-04
210 1.649996187E+01 1.287457340E+00 1.068660698E+00 2.187966420E-01 1.286536415E+00 1.068313038E+00 2.182233770E-01 9.209250000E-04 3.476600000E-04
210 1.700000000E+01 1.329244797E+00 1.075575389E+00 2.536694080E-01 1.325406156E+00 1.074997731E+00 2.504084250E-01 3.838641000E-03 5.776580000E-04
240 1.500000000E+01 1.195976016E+00 1.194431950E+00 1.544066000E-03 1.195963758E+00 1.194402076E+00 1.561682000E-03 1.225800000E-05 2.987400000E-05
240 1.549996187E+01 1.229437827E+00 1.206219906E+00 2.321792100E-02 1.229386595E+00 1.206151173E+00 2.323542200E-02 5.123200000E-05 6.873300000E-05
240 1.600000000E+01 1.254228155E+00 1.224599203E+00 2.962895200E-02 1.254022224E+00 1.224453741E+00 2.956848300E-02 2.059310000E-04 1.454620000E-04
240 1.649996187E+01 1.286943557E+00 1.235801214E+00 5.114234300E-02 1.286057183E+00 1.235504018E+00 5.055316500E-02 8.863740000E-04 2.971960000E-04
240 1.700000000E+01 1.329416563E+00 1.265468583E+00 6.394798000E-02 1.325653011E+00 1.264857122E+00 6.079588900E-02 3.763552000E-03 6.114610000E-04
