fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 3.717E+000 6.209E-005 1.000E+020 1.114E+000 4.669E-002 2.231E-003 
T02_285 T02_285.dat 285 40.68 1.000E+000 6.178E+000 6.451E-005 1.000E+020 1.109E+000 4.188E-002 1.608E-003 
T03_290 T03_290.dat 290 39.98 1.000E+000 7.294E+000 6.687E-005 1.000E+020 1.106E+000 3.761E-002 1.158E-003 
T04_295 T04_295.dat 295 39.3 1.000E+000 7.225E+000 7.086E-005 1.000E+020 1.093E+000 3.348E-002 7.986E-004 
T05_300 T05_300.dat 300 38.65 1.000E+000 7.253E+000 7.436E-005 1.000E+020 1.086E+000 2.956E-002 5.738E-004 
T06_305 T06_305.dat 305 38.01 1.000E+000 6.803E+000 7.980E-005 1.000E+020 1.069E+000 2.505E-002 4.704E-004 
T07_310 T07_310.dat 310 37.4 1.000E+000 6.407E+000 8.460E-005 1.000E+020 1.056E+000 2.114E-002 5.416E-004 
T08_315 T08_315.dat 315 36.81 1.000E+000 6.305E+000 9.064E-005 1.000E+020 1.041E+000 1.701E-002 8.249E-004 
T09_320 T09_320.dat 320 36.23 1.000E+000 5.835E+000 9.886E-005 1.000E+020 1.024E+000 1.249E-002 1.075E-003 
T10_325 T10_325.dat 325 35.67 1.000E+000 5.359E+000 1.093E-004 1.000E+020 1.009E+000 8.548E-003 1.365E-003 
T11_330 T11_330.dat 330 35.13 1.000E+000 4.925E+000 1.204E-004 1.000E+020 1.000E+000 5.829E-003 1.730E-003 
T12_335 T12_335.dat 335 34.61 1.000E+000 4.595E+000 1.218E-004 1.000E+020 1.000E+000 5.000E-003 2.324E-003 
T13_340 T13_340.dat 340 34.1 1.000E+000 4.597E+000 1.239E-004 1.000E+020 1.000E+000 4.309E-003 2.996E-003 
