d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.205531728E+00 1.071685736E+00 1.338459920E-01 1.205522550E+00 1.071651768E+00 1.338707820E-01 9.178000000E-06 3.396800000E-05
150 1.549996187E+01 1.237220520E+00 1.071917136E+00 1.653033840E-01 1.237181024E+00 1.071851630E+00 1.653293940E-01 3.949600000E-05 6.550600000E-05
150 1.600000000E+01 1.263940664E+00 1.072970793E+00 1.909698710E-01 1.263783818E+00 1.072855951E+00 1.909278670E-01 1.568460000E-04 1.148420000E-04
150 1.649996187E+01 1.297487820E+00 1.078068491E+00 2.194193290E-01 1.296864378E+00 1.077872719E+00 2.189916590E-01 6.234420000E-04 1.957720000E-04
150 1.700000000E+01 1.342531166E+00 1.085686469E+00 2.568446970E-01 1.340141412E+00 1.085372540E+00 2.547688720E-01 2.389754000E-03 3.139290000E-04
180 1.500000000E+01 1.205984276E+00 1.068470828E+00 1.375134480E-01 1.205975677E+00 1.068439883E+00 1.375357940E-01 8.599000000E-06 3.094500000E-05
180 1.549996187E+01 1.235561187E+00 1.069132702E+00 1.664284850E-01 1.235524801E+00 1.069072538E+00 1.664522630E-01 3.638600000E-05 6.016400000E-05
180 1.600000000E+01 1.263364941E+00 1.072587202E+00 1.907777390E-01 1.263218679E+00 1.072476415E+00 1.907422640E-01 1.462620000E-04 1.107870000E-04
180 1.649996187E+01 1.296757491E+00 1.077946797E+00 2.188106940E-01 1.296161268E+00 1.077753169E+00 2.184080990E-01 5.962230000E-04 1.936280000E-04
180 1.700000000E+01 1.341536855E+00 1.085632912E+00 2.559039430E-01 1.339203532E+00 1.085319337E+00 2.538841950E-01 2.333323000E-03 3.135750000E-04
210 1.500000000E+01 1.205834506E+00 1.065840668E+00 1.399938380E-01 1.205826211E+00 1.065811797E+00 1.400144140E-01 8.295000000E-06 2.887100000E-05
210 1.549996187E+01 1.235720005E+00 1.068476030E+00 1.672439750E-01 1.235685445E+00 1.068418518E+00 1.672669270E-01 3.456000000E-05 5.751200000E-05
210 1.600000000E+01 1.263126582E+00 1.072352870E+00 1.907737120E-01 1.262986459E+00 1.072244589E+00 1.907418700E-01 1.401230000E-04 1.082810000E-04
210 1.649996187E+01 1.296822192E+00 1.078267903E+00 2.185542890E-01 1.296242445E+00 1.078074434E+00 2.181680110E-01 5.797470000E-04 1.934690000E-04
210 1.700000000E+01 1.340613170E+00 1.084621592E+00 2.559915780E-01 1.338308321E+00 1.084320169E+00 2.539881520E-01 2.304849000E-03 3.014230000E-04
240 1.500000000E+01 1.204316208E+00 1.198349429E+00 5.966779000E-03 1.204308069E+00 1.198331844E+00 5.976225000E-03 8.139000000E-06 1.758500000E-05
240 1.549996187E+01 1.235512098E+00 1.211897739E+00 2.361435900E-02 1.235478614E+00 1.211853796E+00 2.362481800E-02 3.348400000E-05 4.394300000E-05
240 1.600000000E+01 1.261795547E+00 1.232068534E+00 2.972701300E-02 1.261659042E+00 1.231968280E+00 2.969076200E-02 1.365050000E-04 1.002540000E-04
240 1.649996187E+01 1.296747110E+00 1.244524573E+00 5.222253700E-02 1.296177470E+00 1.244309187E+00 5.186828300E-02 5.696400000E-04 2.153860000E-04
240 1.700000000E+01 1.341137717E+00 1.275255446E+00 6.588227100E-02 1.338853601E+00 1.274813866E+00 6.403973500E-02 2.284116000E-03 4.415800000E-04
