T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.202692592E+00 1.199967239E+00 2.725353000E-03 1.202667119E+00 1.199894735E+00 2.772384000E-03 2.547300000E-05 7.250400000E-05
295 1.194738339E+00 1.199562613E+00 -4.824274000E-03 1.194717789E+00 1.199498575E+00 -4.780786000E-03 2.055000000E-05 6.403800000E-05
300 1.176990117E+00 1.199026244E+00 -2.203612700E-02 1.176976445E+00 1.198968477E+00 -2.199203200E-02 1.367200000E-05 5.776700000E-05
305 1.140034589E+00 1.196867272E+00 -5.683268300E-02 1.140033338E+00 1.196815309E+00 -5.678197100E-02 1.251000000E-06 5.196300000E-05
310 1.070511318E+00 1.190251845E+00 -1.197405270E-01 1.070533155E+00 1.190205646E+00 -1.196724910E-01 -2.183700000E-05 4.619900000E-05
315 1.017340533E+00 1.171952413E+00 -1.546118800E-01 1.017315213E+00 1.171916118E+00 -1.546009050E-01 2.532000000E-05 3.629500000E-05
320 1.018447640E+00 1.128434463E+00 -1.099868230E-01 1.018419230E+00 1.128420078E+00 -1.100008480E-01 2.841000000E-05 1.438500000E-05
325 1.021954222E+00 1.041828454E+00 -1.987423200E-02 1.021917190E+00 1.041856516E+00 -1.993932600E-02 3.703200000E-05 -2.806200000E-05
330 1.028704284E+00 1.016651615E+00 1.205266900E-02 1.028649401E+00 1.016605837E+00 1.204356400E-02 5.488300000E-05 4.577800000E-05
335 1.039731711E+00 1.019027430E+00 2.070428100E-02 1.039643672E+00 1.018974419E+00 2.066925300E-02 8.803900000E-05 5.301100000E-05
340 1.056006358E+00 1.024228700E+00 3.177765800E-02 1.055859959E+00 1.024158705E+00 3.170125400E-02 1.463990000E-04 6.999500000E-05
