N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -1.579602100E-02 -2.348269400E-02 -2.926312000E-02 -3.485688800E-02
1.016672606E+01 -1.634468000E-02 -2.390155400E-02 -2.952307500E-02 -3.492719700E-02
1.033324570E+01 -1.663934500E-02 -2.400178000E-02 -2.938794900E-02 -3.451199400E-02
1.049996187E+01 -1.667190200E-02 -2.376363400E-02 -2.881921100E-02 -3.354959900E-02
1.066670514E+01 -1.642127100E-02 -2.314367200E-02 -2.774580100E-02 -3.193970200E-02
1.083333839E+01 -1.584653400E-02 -2.207001500E-02 -2.606379600E-02 -2.955063200E-02
1.100000000E+01 -1.488271900E-02 -2.044352600E-02 -2.364718700E-02 -2.624476900E-02
1.116672606E+01 -1.344214300E-02 -1.815016300E-02 -2.037760700E-02 -2.193093700E-02
1.133324570E+01 -1.142592400E-02 -1.509171100E-02 -1.620021600E-02 -1.664546200E-02
1.149996187E+01 -8.751481000E-03 -1.123975700E-02 -1.120117100E-02 -1.063677900E-02
1.166670514E+01 -5.400074000E-03 -6.705246000E-03 -5.673884000E-03 -4.390573000E-03
1.183333839E+01 -1.476291000E-03 -1.787477000E-03 -1.091610000E-04 1.475629000E-03
1.200000000E+01 2.752787000E-03 3.056034000E-03 4.940037000E-03 6.436182000E-03
1.216672606E+01 6.888948000E-03 7.349438000E-03 9.069092000E-03 1.025429900E-02
1.233324570E+01 1.052657500E-02 1.078075600E-02 1.215648100E-02 1.299977000E-02
1.249996187E+01 1.340727800E-02 1.329084300E-02 1.432469700E-02 1.490617400E-02
1.266670514E+01 1.548322000E-02 1.501198800E-02 1.579557600E-02 1.621604000E-02
1.283333839E+01 1.686845000E-02 1.613917300E-02 1.688631000E-02 1.710790400E-02
1.300000000E+01 1.772608500E-02 1.684040700E-02 1.750963300E-02 1.769222700E-02
