T d154 d184 d214 d244
d 150 180 210 240
290 1.262292107E+00 1.259643173E+00 1.257336655E+00 1.255094199E+00
295 1.263179010E+00 1.260883484E+00 1.258728490E+00 1.256906067E+00
300 1.264954884E+00 1.262721370E+00 1.260762266E+00 1.259217355E+00
305 1.267440694E+00 1.265075424E+00 1.263258865E+00 1.261806405E+00
310 1.270156881E+00 1.267653897E+00 1.265912647E+00 1.264302284E+00
315 1.272835521E+00 1.270109956E+00 1.268031890E+00 1.265899211E+00
320 1.274910349E+00 1.272003412E+00 1.269473329E+00 1.267058695E+00
325 1.275752097E+00 1.272401351E+00 1.269295432E+00 1.266580460E+00
330 1.274557791E+00 1.270453964E+00 1.266704778E+00 1.263282678E+00
335 1.269860636E+00 1.264639423E+00 1.260001282E+00 1.255840316E+00
340 1.259265162E+00 1.252438263E+00 1.246592616E+00 1.240058267E+00
