T d154 d184 d214 d244
d 150 180 210 240
290 1.284600625E+00 1.284750713E+00 1.284747914E+00 1.284397913E+00
295 1.283324572E+00 1.283578484E+00 1.283518851E+00 1.283441800E+00
300 1.283122160E+00 1.283253805E+00 1.283259078E+00 1.283348236E+00
305 1.283972787E+00 1.283873716E+00 1.283976774E+00 1.284129820E+00
310 1.285552788E+00 1.285313023E+00 1.285546493E+00 1.285603146E+00
315 1.287747442E+00 1.287425224E+00 1.287481673E+00 1.287168926E+00
320 1.290195483E+00 1.289993666E+00 1.289885336E+00 1.289562498E+00
325 1.292566817E+00 1.292430028E+00 1.292175633E+00 1.291944417E+00
330 1.294589258E+00 1.294470094E+00 1.294203694E+00 1.293762613E+00
335 1.295674587E+00 1.295570500E+00 1.295285663E+00 1.294761987E+00
340 1.294866275E+00 1.294779953E+00 1.294458260E+00 1.292300596E+00
