N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.014595711E+00 1.013091778E+00 1.011974788E+00 1.011110146E+00
1.600000000E+01 1.225210657E+00 1.220728958E+00 1.216745196E+00 1.213098571E+00
1.700000000E+01 1.218228863E+00 1.210077154E+00 1.207043211E+00 1.202701733E+00
1.549996187E+01 1.206982246E+00 1.202007867E+00 1.197598933E+00 1.193112473E+00
1.649996187E+01 1.221591736E+00 1.216014649E+00 1.210806827E+00 1.206449663E+00
1.674996808E+01 1.218570552E+00 1.212498958E+00 1.206947142E+00 1.202428682E+00
1.624993176E+01 1.225182151E+00 1.220183298E+00 1.215600599E+00 1.211616070E+00
1.574996808E+01 1.219484031E+00 1.215406199E+00 1.211710600E+00 1.208260305E+00
1.524993176E+01 1.165064573E+00 1.155280254E+00 1.145600096E+00 1.136376603E+00
