N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 9.416000000E-06 8.388000000E-06 7.508000000E-06 6.847000000E-06 6.648000000E-06 7.131000000E-06 8.639000000E-06 1.145900000E-05 1.513500000E-05 5.384000000E-06 5.430000000E-06
1.600000000E+01 5.825100000E-05 5.415000000E-05 4.988000000E-05 4.487000000E-05 4.111000000E-05 3.811900000E-05 3.511100000E-05 3.396400000E-05 3.423500000E-05 3.601100000E-05 4.070100000E-05
1.700000000E+01 2.411330000E-04 2.298450000E-04 2.136370000E-04 1.944220000E-04 1.782060000E-04 1.654190000E-04 1.513430000E-04 1.491260000E-04 1.401020000E-04 1.423660000E-04 1.435630000E-04
1.549996187E+01 2.522600000E-05 2.290000000E-05 2.051100000E-05 1.838500000E-05 1.684100000E-05 1.559700000E-05 1.531900000E-05 1.616500000E-05 1.866400000E-05 2.387200000E-05 3.274700000E-05
1.649996187E+01 1.233760000E-04 1.160240000E-04 1.053920000E-04 9.740700000E-05 8.984400000E-05 8.235300000E-05 7.830700000E-05 7.733300000E-05 7.809300000E-05 8.449000000E-05 6.864800000E-05
1.674996808E+01 1.752140000E-04 1.652590000E-04 1.509400000E-04 1.396040000E-04 1.285450000E-04 1.162550000E-04 1.090880000E-04 1.051000000E-04 1.059540000E-04 1.129300000E-04 1.285730000E-04
1.624993176E+01 8.472100000E-05 7.929000000E-05 7.319100000E-05 6.620200000E-05 6.070600000E-05 5.605500000E-05 5.150700000E-05 4.934700000E-05 4.866500000E-05 4.937000000E-05 5.305900000E-05
1.574996808E+01 3.940800000E-05 3.576100000E-05 3.262500000E-05 2.968000000E-05 2.705800000E-05 2.468800000E-05 2.343400000E-05 2.317600000E-05 2.416100000E-05 2.748600000E-05 3.392600000E-05
1.524993176E+01 1.553600000E-05 1.384600000E-05 1.242800000E-05 1.123600000E-05 1.041200000E-05 1.010100000E-05 1.074500000E-05 1.278500000E-05 1.691600000E-05 2.339800000E-05 3.104700000E-05
