N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 5.246970000E-04 4.902390000E-04 4.714220000E-04 4.558740000E-04 4.247800000E-04 3.104890000E-04 1.118000000E-06 2.873740000E-04 3.278930000E-04 4.283380000E-04 6.159190000E-04
1.600000000E+01 1.592445000E-03 1.633316000E-03 1.740826000E-03 1.942531000E-03 2.322625000E-03 2.621543000E-03 2.905837000E-03 3.412613000E-03 3.983300000E-03 4.535974000E-03 5.068711000E-03
1.700000000E+01 3.971968000E-03 4.425778000E-03 7.688325000E-03 9.264650000E-03 7.116345000E-03 8.656320000E-03 1.034348100E-02 1.240779600E-02 1.465307800E-02 1.674496300E-02 1.906123600E-02
1.549996187E+01 1.011165000E-03 9.788810000E-04 9.729360000E-04 1.013286000E-03 1.106645000E-03 1.217745000E-03 1.359062000E-03 1.477568000E-03 1.466454000E-03 1.135777000E-03 1.851210000E-04
1.649996187E+01 2.392047000E-03 2.581389000E-03 2.845952000E-03 3.392763000E-03 3.939020000E-03 4.668446000E-03 5.614369000E-03 6.713918000E-03 7.852748000E-03 9.170928000E-03 1.054947500E-02
1.674996808E+01 3.047402000E-03 3.405875000E-03 3.848489000E-03 4.609967000E-03 5.506934000E-03 6.323696000E-03 7.645508000E-03 9.161542000E-03 1.069062200E-02 1.247825600E-02 1.431507800E-02
1.624993176E+01 1.919687000E-03 2.031315000E-03 2.233483000E-03 2.496996000E-03 2.914488000E-03 3.452861000E-03 4.065060000E-03 4.834303000E-03 5.695100000E-03 6.566306000E-03 7.510513000E-03
1.574996808E+01 1.315926000E-03 1.281294000E-03 1.336137000E-03 1.456886000E-03 1.720422000E-03 2.052401000E-03 2.259818000E-03 2.338748000E-03 2.630284000E-03 2.861043000E-03 2.820655000E-03
1.524993176E+01 7.410460000E-04 6.978220000E-04 6.920530000E-04 7.118500000E-04 7.497700000E-04 7.829360000E-04 7.676000000E-04 5.809240000E-04 4.250300000E-05 3.166880000E-04 3.632930000E-04
