T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.311700000E-05 2.141100000E-05 3.450700000E-05 5.393400000E-05 7.982100000E-05 1.166910000E-04 1.710880000E-04 2.458480000E-04 3.438560000E-04
295 1.160400000E-05 1.892400000E-05 3.097800000E-05 4.820400000E-05 7.313800000E-05 1.074410000E-04 1.580400000E-04 2.281140000E-04 3.206640000E-04
300 1.042200000E-05 1.696100000E-05 2.764200000E-05 4.369800000E-05 6.678400000E-05 9.842900000E-05 1.417300000E-04 2.050880000E-04 2.854140000E-04
305 9.596000000E-06 1.552500000E-05 2.494300000E-05 3.984700000E-05 5.994100000E-05 8.840300000E-05 1.304790000E-04 1.881930000E-04 2.535410000E-04
310 9.378000000E-06 1.472400000E-05 2.332400000E-05 3.686200000E-05 5.551700000E-05 8.162000000E-05 1.199730000E-04 1.737700000E-04 2.192480000E-04
315 9.844000000E-06 1.465600000E-05 2.230300000E-05 3.458400000E-05 5.282600000E-05 7.687000000E-05 1.099680000E-04 1.585980000E-04 1.964040000E-04
320 1.105500000E-05 1.579200000E-05 2.274400000E-05 3.415800000E-05 5.040000000E-05 7.307700000E-05 1.054830000E-04 1.530310000E-04 1.612870000E-04
325 1.263000000E-05 1.838800000E-05 2.473400000E-05 3.534000000E-05 5.107500000E-05 7.324900000E-05 1.043690000E-04 1.563480000E-04 1.962720000E-04
330 1.332100000E-05 2.270000000E-05 2.872200000E-05 3.833700000E-05 5.409900000E-05 7.605900000E-05 1.053090000E-04 1.439140000E-04 2.231100000E-04
335 6.958000000E-06 2.790700000E-05 3.563400000E-05 4.448200000E-05 5.944700000E-05 8.141700000E-05 1.118710000E-04 1.212390000E-04 2.563790000E-04
340 7.559000000E-06 3.162000000E-05 4.568500000E-05 5.437300000E-05 6.891700000E-05 9.128400000E-05 1.230750000E-04 1.648400000E-04 2.937140000E-04
