N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.031039896E+00 1.032090773E+00 1.032811304E+00 1.033261652E+00 1.033485911E+00 1.033508521E+00 1.033333650E+00 1.032946325E+00 1.032315753E+00 1.031403175E+00 1.030178393E+00 1.028649401E+00 1.026904984E+00 1.025156182E+00 1.023740714E+00 1.023049090E+00 1.023381619E+00 1.024836030E+00 1.027331754E+00
1.600000000E+01 1.223898021E+00 1.228921561E+00 1.232625734E+00 1.235417154E+00 1.237628860E+00 1.239536892E+00 1.241377723E+00 1.243361254E+00 1.245674063E+00 1.248467868E+00 1.251831276E+00 1.255752968E+00 1.260101259E+00 1.264652923E+00 1.269176135E+00 1.273519118E+00 1.277640301E+00 1.281573806E+00 1.285379843E+00
1.700000000E+01 1.245847502E+00 1.267890536E+00 1.285456594E+00 1.299044301E+00 1.309398719E+00 1.317277894E+00 1.323334615E+00 1.328088031E+00 1.331944241E+00 1.335230137E+00 1.338217955E+00 1.341134182E+00 1.344157001E+00 1.347410817E+00 1.350965180E+00 1.354841716E+00 1.359028666E+00 1.363499252E+00 1.368227115E+00
1.549996187E+01 1.009484273E+00 1.010098676E+00 1.010572379E+00 1.010927316E+00 1.011189547E+00 1.011384418E+00 1.011534875E+00 1.011662087E+00 1.016389502E+00 1.030600424E+00 1.049021236E+00 1.071587629E+00 1.097230563E+00 1.123750558E+00 1.148414095E+00 1.169143940E+00 1.185368839E+00 1.197793875E+00 1.207545362E+00
1.649996187E+01 1.253420046E+00 1.265100346E+00 1.273884804E+00 1.280421800E+00 1.285277501E+00 1.288913847E+00 1.291700794E+00 1.293937119E+00 1.295868078E+00 1.297696359E+00 1.299586229E+00 1.301661914E+00 1.304003535E+00 1.306646230E+00 1.309586915E+00 1.312797962E+00 1.316243112E+00 1.319890994E+00 1.323723940E+00
1.674996808E+01 1.253416261E+00 1.269844745E+00 1.282505416E+00 1.292087178E+00 1.299289961E+00 1.304719979E+00 1.308865936E+00 1.312116212E+00 1.314785739E+00 1.317136214E+00 1.319385631E+00 1.321709153E+00 1.324235477E+00 1.327044062E+00 1.330168073E+00 1.333604556E+00 1.337329604E+00 1.341314211E+00 1.345536462E+00
1.624993176E+01 1.246865381E+00 1.254863667E+00 1.260770059E+00 1.265118429E+00 1.268349149E+00 1.270817031E+00 1.272808397E+00 1.274557791E+00 1.276259639E+00 1.278073076E+00 1.280118155E+00 1.282466359E+00 1.285133160E+00 1.288084025E+00 1.291256787E+00 1.294589258E+00 1.298036552E+00 1.301574958E+00 1.305200144E+00
1.574996808E+01 1.157452659E+00 1.159824637E+00 1.161763630E+00 1.163543971E+00 1.165416091E+00 1.167629135E+00 1.170449142E+00 1.174165794E+00 1.179076943E+00 1.185436413E+00 1.193354897E+00 1.202670880E+00 1.212862996E+00 1.223119178E+00 1.232612868E+00 1.240838063E+00 1.247742193E+00 1.253579167E+00 1.258670132E+00
1.524993176E+01 1.014429706E+00 1.015059233E+00 1.015512004E+00 1.015820700E+00 1.016013673E+00 1.016111991E+00 1.016129080E+00 1.016072121E+00 1.015945165E+00 1.015754807E+00 1.015519644E+00 1.015283858E+00 1.015131866E+00 1.015194864E+00 1.015636879E+00 1.016616827E+00 1.035438484E+00 1.064413260E+00 1.086294334E+00
