fdCdf f
5.2775400E+2 1.0439581E-10
5.8783300E+2 8.4651426E-11
6.5475100E+2 7.0567743E-11
7.2928800E+2 6.4195472E-11
8.1230900E+2 6.4617694E-11
9.0478100E+2 6.8677503E-11
1.0077810E+3 7.3133752E-11
1.1225050E+3 7.6338017E-11
1.2502900E+3 7.8326787E-11
1.3926220E+3 7.9824049E-11
1.5511570E+3 8.1326078E-11
1.7277390E+3 8.2825474E-11
1.9244230E+3 8.3936574E-11
2.1434970E+3 8.4118494E-11
2.3875110E+3 8.2963510E-11
2.6593020E+3 8.0514332E-11
2.9620350E+3 7.7385484E-11
3.2992300E+3 7.4523932E-11
3.6748100E+3 7.2750625E-11
4.0931470E+3 7.2401637E-11
4.5591070E+3 7.3243927E-11
5.0781110E+3 7.4646016E-11
5.6561970E+3 7.5897064E-11
6.3000930E+3 7.6538609E-11
7.0172890E+3 7.6551741E-11
7.8161300E+3 7.6300738E-11
8.7059100E+3 7.6296320E-11
9.6969820E+3 7.6965519E-11
1.0800876E+4 7.8563517E-11
1.2030437E+4 8.1178733E-11
1.3399969E+4 8.4697881E-11
1.4925408E+4 8.8741248E-11
1.6624501E+4 9.2750452E-11
1.8517016E+4 9.6311385E-11
2.0624974E+4 9.9490286E-11
2.2972900E+4 1.0284326E-10
2.5588111E+4 1.0702649E-10
2.8501035E+4 1.1230164E-10
3.1745563E+4 1.1831319E-10
3.5359445E+4 1.2426813E-10
3.9384728E+4 1.2933847E-10
4.3868244E+4 1.3298776E-10
4.8862159E+4 1.3504208E-10
5.4424577E+4 1.3555355E-10
6.0620214E+4 1.3465128E-10
6.7521156E+4 1.3252413E-10
7.5207695E+4 1.2948952E-10
8.3769261E+4 1.2598228E-10
9.3305466E+4 1.2238665E-10
1.0392726E+5 1.1882990E-10
1.1575824E+5 1.1512893E-10
1.2893603E+5 1.1095202E-10
1.4361398E+5 1.0608203E-10
1.5996284E+5 1.0060661E-10
1.7817285E+5 9.4924865E-11
1.9845586E+5 8.9570401E-11
2.2104787E+5 8.4946899E-11
2.4621173E+5 8.1132960E-11
2.7424021E+5 7.7876821E-11
3.0545943E+5 7.4777139E-11
3.4023262E+5 7.1521031E-11
3.7896435E+5 6.8026352E-11
4.2210526E+5 6.4412063E-11
4.7015728E+5 6.0827326E-11
5.2367949E+5 5.7241822E-11
5.8329463E+5 5.3305965E-11
6.4969628E+5 4.8345985E-11
7.2365703E+5 4.1517597E-11
8.0603739E+5 3.2116774E-11
8.9779585E+5 1.9977752E-11
1.0000000E+6 1.3093516E-11
