fdCdf f
5.2775400E+2 3.1714325E-10
5.8783300E+2 3.2142687E-10
6.5475100E+2 3.2782807E-10
7.2928800E+2 3.3014200E-10
8.1230900E+2 3.2475521E-10
9.0478100E+2 3.1222060E-10
1.0077810E+3 2.9597162E-10
1.1225050E+3 2.7959703E-10
1.2502900E+3 2.6491337E-10
1.3926220E+3 2.5181407E-10
1.5511570E+3 2.3932907E-10
1.7277390E+3 2.2677185E-10
1.9244230E+3 2.1417982E-10
2.1434970E+3 2.0208351E-10
2.3875110E+3 1.9111273E-10
2.6593020E+3 1.8179164E-10
2.9620350E+3 1.7444607E-10
3.2992300E+3 1.6904624E-10
3.6748100E+3 1.6506341E-10
4.0931470E+3 1.6157854E-10
4.5591070E+3 1.5764162E-10
5.0781110E+3 1.5265588E-10
5.6561970E+3 1.4657264E-10
6.3000930E+3 1.3984127E-10
7.0172890E+3 1.3317548E-10
7.8161300E+3 1.2724482E-10
8.7059100E+3 1.2244333E-10
9.6969820E+3 1.1887151E-10
1.0800876E+4 1.1653386E-10
1.2030437E+4 1.1555212E-10
1.3399969E+4 1.1614444E-10
1.4925408E+4 1.1834741E-10
1.6624501E+4 1.2176809E-10
1.8517016E+4 1.2567633E-10
2.0624974E+4 1.2941814E-10
2.2972900E+4 1.3280976E-10
2.5588111E+4 1.3621158E-10
2.8501035E+4 1.4027534E-10
3.1745563E+4 1.4557339E-10
3.5359445E+4 1.5232922E-10
3.9384728E+4 1.6036164E-10
4.3868244E+4 1.6921900E-10
4.8862159E+4 1.7837847E-10
5.4424577E+4 1.8739193E-10
6.0620214E+4 1.9595047E-10
6.7521156E+4 2.0388247E-10
7.5207695E+4 2.1107543E-10
8.3769261E+4 2.1734873E-10
9.3305466E+4 2.2239792E-10
1.0392726E+5 2.2589807E-10
1.1575824E+5 2.2767743E-10
1.2893603E+5 2.2779037E-10
1.4361398E+5 2.2645211E-10
1.5996284E+5 2.2393840E-10
1.7817285E+5 2.2052407E-10
1.9845586E+5 2.1644242E-10
2.2104787E+5 2.1184104E-10
2.4621173E+5 2.0676556E-10
2.7424021E+5 2.0118478E-10
3.0545943E+5 1.9502610E-10
3.4023262E+5 1.8820030E-10
3.7896435E+5 1.8063313E-10
4.2210526E+5 1.7229756E-10
4.7015728E+5 1.6317925E-10
5.2367949E+5 1.5311360E-10
5.8329463E+5 1.4152157E-10
6.4969628E+5 1.2719282E-10
7.2365703E+5 1.0837390E-10
8.0603739E+5 8.3392799E-11
8.9779585E+5 5.1726141E-11
1.0000000E+6 3.3861140E-11
