fdCdf f
5.2775400E+2 9.3239902E-11
5.8783300E+2 8.4074498E-11
6.5475100E+2 7.7278861E-11
7.2928800E+2 7.0873965E-11
8.1230900E+2 6.3392149E-11
9.0478100E+2 5.5774261E-11
1.0077810E+3 5.0232260E-11
1.1225050E+3 4.7827177E-11
1.2502900E+3 4.7601726E-11
1.3926220E+3 4.7880411E-11
1.5511570E+3 4.7918345E-11
1.7277390E+3 4.8149643E-11
1.9244230E+3 4.9181679E-11
2.1434970E+3 5.0938646E-11
2.3875110E+3 5.2794389E-11
2.6593020E+3 5.4247922E-11
2.9620350E+3 5.5270443E-11
3.2992300E+3 5.6101120E-11
3.6748100E+3 5.6943291E-11
4.0931470E+3 5.7941424E-11
4.5591070E+3 5.9318145E-11
5.0781110E+3 6.1369958E-11
5.6561970E+3 6.4269431E-11
6.3000930E+3 6.7889415E-11
7.0172890E+3 7.1850743E-11
7.8161300E+3 7.5767870E-11
8.7059100E+3 7.9471861E-11
9.6969820E+3 8.3004325E-11
1.0800876E+4 8.6392896E-11
1.2030437E+4 8.9425409E-11
1.3399969E+4 9.1630897E-11
1.4925408E+4 9.2480008E-11
1.6624501E+4 9.1647165E-11
1.8517016E+4 8.9162492E-11
2.0624974E+4 8.5383222E-11
2.2972900E+4 8.0826937E-11
2.5588111E+4 7.5978395E-11
2.8501035E+4 7.1175933E-11
3.1745563E+4 6.6604715E-11
3.5359445E+4 6.2338386E-11
3.9384728E+4 5.8362496E-11
4.3868244E+4 5.4582846E-11
4.8862159E+4 5.0867549E-11
5.4424577E+4 4.7129617E-11
6.0620214E+4 4.3394468E-11
6.7521156E+4 3.9800129E-11
7.5207695E+4 3.6532130E-11
8.3769261E+4 3.3735069E-11
9.3305466E+4 3.1446437E-11
1.0392726E+5 2.9582111E-11
1.1575824E+5 2.7978184E-11
1.2893603E+5 2.6465504E-11
1.4361398E+5 2.4937802E-11
1.5996284E+5 2.3381814E-11
1.7817285E+5 2.1860410E-11
1.9845586E+5 2.0463889E-11
2.2104787E+5 1.9258758E-11
2.4621173E+5 1.8261628E-11
2.7424021E+5 1.7445485E-11
3.0545943E+5 1.6764656E-11
3.4023262E+5 1.6178519E-11
3.7896435E+5 1.5661873E-11
4.2210526E+5 1.5199908E-11
4.7015728E+5 1.4770494E-11
5.2367949E+5 1.4316769E-11
5.8329463E+5 1.3716039E-11
6.4969628E+5 1.2763290E-11
7.2365703E+5 1.1200034E-11
8.0603739E+5 8.8075365E-12
8.9779585E+5 5.5378128E-12
1.0000000E+6 3.6497389E-12
