fdCdf f
5.2775400E+2 4.6453026E-11
5.8783300E+2 4.5476065E-11
6.5475100E+2 4.5674896E-11
7.2928800E+2 4.6567125E-11
8.1230900E+2 4.7567918E-11
9.0478100E+2 4.8270691E-11
1.0077810E+3 4.8507544E-11
1.1225050E+3 4.8272419E-11
1.2502900E+3 4.7632373E-11
1.3926220E+3 4.6666668E-11
1.5511570E+3 4.5430559E-11
1.7277390E+3 4.3955095E-11
1.9244230E+3 4.2276536E-11
2.1434970E+3 4.0469270E-11
2.3875110E+3 3.8650111E-11
2.6593020E+3 3.6948029E-11
2.9620350E+3 3.5463933E-11
3.2992300E+3 3.4250128E-11
3.6748100E+3 3.3316096E-11
4.0931470E+3 3.2649982E-11
4.5591070E+3 3.2237272E-11
5.0781110E+3 3.2072928E-11
5.6561970E+3 3.2170307E-11
6.3000930E+3 3.2566091E-11
7.0172890E+3 3.3316696E-11
7.8161300E+3 3.4485481E-11
8.7059100E+3 3.6129213E-11
9.6969820E+3 3.8294154E-11
1.0800876E+4 4.1026090E-11
1.2030437E+4 4.4389649E-11
1.3399969E+4 4.8485684E-11
1.4925408E+4 5.3450655E-11
1.6624501E+4 5.9429085E-11
1.8517016E+4 6.6538912E-11
2.0624974E+4 7.4871760E-11
2.2972900E+4 8.4535338E-11
2.5588111E+4 9.5678135E-11
2.8501035E+4 1.0842920E-10
3.1745563E+4 1.2277391E-10
3.5359445E+4 1.3847514E-10
3.9384728E+4 1.5512130E-10
4.3868244E+4 1.7226178E-10
4.8862159E+4 1.8951271E-10
5.4424577E+4 2.0656122E-10
6.0620214E+4 2.2309973E-10
6.7521156E+4 2.3877566E-10
7.5207695E+4 2.5320505E-10
8.3769261E+4 2.6603011E-10
9.3305466E+4 2.7696977E-10
1.0392726E+5 2.8583603E-10
1.1575824E+5 2.9252886E-10
1.2893603E+5 2.9703273E-10
1.4361398E+5 2.9942088E-10
1.5996284E+5 2.9984928E-10
1.7817285E+5 2.9852458E-10
1.9845586E+5 2.9566108E-10
2.2104787E+5 2.9145324E-10
2.4621173E+5 2.8608238E-10
2.7424021E+5 2.7973910E-10
3.0545943E+5 2.7263295E-10
3.4023262E+5 2.6497139E-10
3.7896435E+5 2.5690859E-10
4.2210526E+5 2.4846348E-10
4.7015728E+5 2.3938310E-10
5.2367949E+5 2.2891940E-10
5.8329463E+5 2.1554843E-10
6.4969628E+5 1.9681697E-10
7.2365703E+5 1.6966786E-10
8.0603739E+5 1.3152297E-10
8.9779585E+5 8.1897410E-11
1.0000000E+6 5.3699942E-11
