fdCdf f
5.2775400E+2 2.8131497E-11
5.8783300E+2 2.8390079E-11
6.5475100E+2 3.0404323E-11
7.2928800E+2 3.3803773E-11
8.1230900E+2 3.7680864E-11
9.0478100E+2 4.1170132E-11
1.0077810E+3 4.3850455E-11
1.1225050E+3 4.5763263E-11
1.2502900E+3 4.7181213E-11
1.3926220E+3 4.8400619E-11
1.5511570E+3 4.9687022E-11
1.7277390E+3 5.1296244E-11
1.9244230E+3 5.3455565E-11
2.1434970E+3 5.6318669E-11
2.3875110E+3 5.9961697E-11
2.6593020E+3 6.4411249E-11
2.9620350E+3 6.9651012E-11
3.2992300E+3 7.5620157E-11
3.6748100E+3 8.2274516E-11
4.0931470E+3 8.9717854E-11
4.5591070E+3 9.8283549E-11
5.0781110E+3 1.0845048E-10
5.6561970E+3 1.2061204E-10
6.3000930E+3 1.3485262E-10
7.0172890E+3 1.5088956E-10
7.8161300E+3 1.6820546E-10
8.7059100E+3 1.8624716E-10
9.6969820E+3 2.0454302E-10
1.0800876E+4 2.2270278E-10
1.2030437E+4 2.4036798E-10
1.3399969E+4 2.5717206E-10
1.4925408E+4 2.7271253E-10
1.6624501E+4 2.8653505E-10
1.8517016E+4 2.9815417E-10
2.0624974E+4 3.0711918E-10
2.2972900E+4 3.1308496E-10
2.5588111E+4 3.1586144E-10
2.8501035E+4 3.1545440E-10
3.1745563E+4 3.1209332E-10
3.5359445E+4 3.0620034E-10
3.9384728E+4 2.9827559E-10
4.3868244E+4 2.8875216E-10
4.8862159E+4 2.7791300E-10
5.4424577E+4 2.6591280E-10
6.0620214E+4 2.5287256E-10
6.7521156E+4 2.3898255E-10
7.5207695E+4 2.2455457E-10
8.3769261E+4 2.0998993E-10
9.3305466E+4 1.9568002E-10
1.0392726E+5 1.8191196E-10
1.1575824E+5 1.6884881E-10
1.2893603E+5 1.5657424E-10
1.4361398E+5 1.4513502E-10
1.5996284E+5 1.3454855E-10
1.7817285E+5 1.2480335E-10
1.9845586E+5 1.1587810E-10
2.2104787E+5 1.0775167E-10
2.4621173E+5 1.0038223E-10
2.7424021E+5 9.3680058E-11
3.0545943E+5 8.7515323E-11
3.4023262E+5 8.1758088E-11
3.7896435E+5 7.6314980E-11
4.2210526E+5 7.1136322E-11
4.7015728E+5 6.6181369E-11
5.2367949E+5 6.1330268E-11
5.8329463E+5 5.6258483E-11
6.4969628E+5 5.0354450E-11
7.2365703E+5 4.2799642E-11
8.0603739E+5 3.2868643E-11
8.9779585E+5 2.0351816E-11
1.0000000E+6 1.3307128E-11
