fdCdf f
5.2775400E+2 4.3341747E-11
5.8783300E+2 4.6204946E-11
6.5475100E+2 5.0940257E-11
7.2928800E+2 5.7296566E-11
8.1230900E+2 6.4665409E-11
9.0478100E+2 7.2419504E-11
1.0077810E+3 8.0192611E-11
1.1225050E+3 8.8005164E-11
1.2502900E+3 9.6234984E-11
1.3926220E+3 1.0546958E-10
1.5511570E+3 1.1630559E-10
1.7277390E+3 1.2918488E-10
1.9244230E+3 1.4432546E-10
2.1434970E+3 1.6175365E-10
2.3875110E+3 1.8137205E-10
2.6593020E+3 2.0297638E-10
2.9620350E+3 2.2621172E-10
3.2992300E+3 2.5053766E-10
3.6748100E+3 2.7527841E-10
4.0931470E+3 2.9975529E-10
4.5591070E+3 3.2336217E-10
5.0781110E+3 3.4547329E-10
5.6561970E+3 3.6523506E-10
6.3000930E+3 3.8145726E-10
7.0172890E+3 3.9279416E-10
7.8161300E+3 3.9816951E-10
8.7059100E+3 3.9717536E-10
9.6969820E+3 3.9017472E-10
1.0800876E+4 3.7807702E-10
1.2030437E+4 3.6198068E-10
1.3399969E+4 3.4291384E-10
1.4925408E+4 3.2175802E-10
1.6624501E+4 2.9928296E-10
1.8517016E+4 2.7618135E-10
2.0624974E+4 2.5307501E-10
2.2972900E+4 2.3051717E-10
2.5588111E+4 2.0899749E-10
2.8501035E+4 1.8891628E-10
3.1745563E+4 1.7051410E-10
3.5359445E+4 1.5381321E-10
3.9384728E+4 1.3864936E-10
4.3868244E+4 1.2479953E-10
4.8862159E+4 1.1211662E-10
5.4424577E+4 1.0057119E-10
6.0620214E+4 9.0187736E-11
6.7521156E+4 8.0955697E-11
7.5207695E+4 7.2798181E-11
8.3769261E+4 6.5609439E-11
9.3305466E+4 5.9307299E-11
1.0392726E+5 5.3844582E-11
1.1575824E+5 4.9170782E-11
1.2893603E+5 4.5183153E-11
1.4361398E+5 4.1716692E-11
1.5996284E+5 3.8587455E-11
1.7817285E+5 3.5655875E-11
1.9845586E+5 3.2864407E-11
2.2104787E+5 3.0231831E-11
2.4621173E+5 2.7821487E-11
2.7424021E+5 2.5704492E-11
3.0545943E+5 2.3926088E-11
3.4023262E+5 2.2480091E-11
3.7896435E+5 2.1303117E-11
4.2210526E+5 2.0293427E-11
4.7015728E+5 1.9337760E-11
5.2367949E+5 1.8319459E-11
5.8329463E+5 1.7098524E-11
6.4969628E+5 1.5486126E-11
7.2365703E+5 1.3255540E-11
8.0603739E+5 1.0217193E-11
8.9779585E+5 6.3369042E-12
1.0000000E+6 4.1460462E-12
