fdCdf f
5.2775400E+2 3.0922578E-11
5.8783300E+2 3.0490917E-11
6.5475100E+2 3.1640203E-11
7.2928800E+2 3.4208549E-11
8.1230900E+2 3.7520550E-11
9.0478100E+2 4.0806483E-11
1.0077810E+3 4.3549455E-11
1.1225050E+3 4.5586618E-11
1.2502900E+3 4.7016878E-11
1.3926220E+3 4.8061894E-11
1.5511570E+3 4.8981823E-11
1.7277390E+3 5.0061982E-11
1.9244230E+3 5.1620648E-11
2.1434970E+3 5.3985191E-11
2.3875110E+3 5.7416706E-11
2.6593020E+3 6.2022985E-11
2.9620350E+3 6.7741793E-11
3.2992300E+3 7.4436600E-11
3.6748100E+3 8.2047299E-11
4.0931470E+3 9.0683350E-11
4.5591070E+3 1.0058066E-10
5.0781110E+3 1.1195502E-10
5.6561970E+3 1.2485927E-10
6.3000930E+3 1.3913924E-10
7.0172890E+3 1.5450638E-10
7.8161300E+3 1.7066678E-10
8.7059100E+3 1.8741937E-10
9.6969820E+3 2.0465916E-10
1.0800876E+4 2.2227430E-10
1.2030437E+4 2.3998563E-10
1.3399969E+4 2.5723314E-10
1.4925408E+4 2.7321615E-10
1.6624501E+4 2.8710036E-10
1.8517016E+4 2.9827419E-10
2.0624974E+4 3.0650118E-10
2.2972900E+4 3.1188586E-10
2.5588111E+4 3.1468648E-10
2.8501035E+4 3.1508940E-10
3.1745563E+4 3.1308086E-10
3.5359445E+4 3.0849597E-10
3.9384728E+4 3.0120233E-10
4.3868244E+4 2.9128195E-10
4.8862159E+4 2.7910012E-10
5.4424577E+4 2.6524828E-10
6.0620214E+4 2.5041662E-10
6.7521156E+4 2.3525893E-10
7.5207695E+4 2.2029388E-10
8.3769261E+4 2.0586820E-10
9.3305466E+4 1.9217373E-10
1.0392726E+5 1.7927795E-10
1.1575824E+5 1.6714289E-10
1.2893603E+5 1.5565596E-10
1.4361398E+5 1.4470604E-10
1.5996284E+5 1.3427581E-10
1.7817285E+5 1.2447165E-10
1.9845586E+5 1.1546044E-10
2.2104787E+5 1.0736593E-10
2.4621173E+5 1.0020111E-10
2.7424021E+5 9.3855419E-11
3.0545943E+5 8.8118680E-11
3.4023262E+5 8.2734258E-11
3.7896435E+5 7.7475234E-11
4.2210526E+5 7.2206137E-11
4.7015728E+5 6.6879824E-11
5.2367949E+5 6.1453771E-11
5.8329463E+5 5.5754888E-11
6.4969628E+5 4.9359437E-11
7.2365703E+5 4.1596873E-11
8.0603739E+5 3.1781040E-11
8.9779585E+5 1.9633066E-11
1.0000000E+6 1.2827876E-11
