fdCdf f
5.2775400E+2 3.3933290E-10
5.8783300E+2 3.3804486E-10
6.5475100E+2 3.4413213E-10
7.2928800E+2 3.4867727E-10
8.1230900E+2 3.4587787E-10
9.0478100E+2 3.3381328E-10
1.0077810E+3 3.1409465E-10
1.1225050E+3 2.9082939E-10
1.2502900E+3 2.6867991E-10
1.3926220E+3 2.5060363E-10
1.5511570E+3 2.3679814E-10
1.7277390E+3 2.2567552E-10
1.9244230E+3 2.1574655E-10
2.1434970E+3 2.0661603E-10
2.3875110E+3 1.9851170E-10
2.6593020E+3 1.9134196E-10
2.9620350E+3 1.8444883E-10
3.2992300E+3 1.7714647E-10
3.6748100E+3 1.6927234E-10
4.0931470E+3 1.6119851E-10
4.5591070E+3 1.5343540E-10
5.0781110E+3 1.4630841E-10
5.6561970E+3 1.3994520E-10
6.3000930E+3 1.3443422E-10
7.0172890E+3 1.2990459E-10
7.8161300E+3 1.2642815E-10
8.7059100E+3 1.2385633E-10
9.6969820E+3 1.2178464E-10
1.0800876E+4 1.1973735E-10
1.2030437E+4 1.1745837E-10
1.3399969E+4 1.1508540E-10
1.4925408E+4 1.1309140E-10
1.6624501E+4 1.1208834E-10
1.8517016E+4 1.1265444E-10
2.0624974E+4 1.1522393E-10
2.2972900E+4 1.1996927E-10
2.5588111E+4 1.2667951E-10
2.8501035E+4 1.3476002E-10
3.1745563E+4 1.4343342E-10
3.5359445E+4 1.5204627E-10
3.9384728E+4 1.6029032E-10
4.3868244E+4 1.6821729E-10
4.8862159E+4 1.7606276E-10
5.4424577E+4 1.8399866E-10
6.0620214E+4 1.9197379E-10
6.7521156E+4 1.9974353E-10
7.5207695E+4 2.0703301E-10
8.3769261E+4 2.1365782E-10
9.3305466E+4 2.1949342E-10
1.0392726E+5 2.2436568E-10
1.1575824E+5 2.2800533E-10
1.2893603E+5 2.3010646E-10
1.4361398E+5 2.3043202E-10
1.5996284E+5 2.2891287E-10
1.7817285E+5 2.2570430E-10
1.9845586E+5 2.2114744E-10
2.2104787E+5 2.1562015E-10
2.4621173E+5 2.0938776E-10
2.7424021E+5 2.0258847E-10
3.0545943E+5 1.9534275E-10
3.4023262E+5 1.8783087E-10
3.7896435E+5 1.8023285E-10
4.2210526E+5 1.7258076E-10
4.7015728E+5 1.6462575E-10
5.2367949E+5 1.5575053E-10
5.8329463E+5 1.4490762E-10
6.4969628E+5 1.3062099E-10
7.2365703E+5 1.1119394E-10
8.0603739E+5 8.5273308E-11
8.9779585E+5 5.2693137E-11
1.0000000E+6 3.4406235E-11
