fdCdf f
5.2775400E+2 1.6979181E-10
5.8783300E+2 1.4526473E-10
6.5475100E+2 1.2338194E-10
7.2928800E+2 1.0637155E-10
8.1230900E+2 9.4760323E-11
9.0478100E+2 8.8527753E-11
1.0077810E+3 8.6809778E-11
1.1225050E+3 8.7696221E-11
1.2502900E+3 8.9110492E-11
1.3926220E+3 8.9922545E-11
1.5511570E+3 9.0092511E-11
1.7277390E+3 8.9923835E-11
1.9244230E+3 8.9423373E-11
2.1434970E+3 8.8323619E-11
2.3875110E+3 8.6414429E-11
2.6593020E+3 8.3682340E-11
2.9620350E+3 8.0269702E-11
3.2992300E+3 7.6533019E-11
3.6748100E+3 7.3168936E-11
4.0931470E+3 7.1081745E-11
4.5591070E+3 7.0894511E-11
5.0781110E+3 7.2506604E-11
5.6561970E+3 7.5146435E-11
6.3000930E+3 7.7864248E-11
7.0172890E+3 7.9993162E-11
7.8161300E+3 8.1258524E-11
8.7059100E+3 8.1663659E-11
9.6969820E+3 8.1434872E-11
1.0800876E+4 8.1058466E-11
1.2030437E+4 8.1202519E-11
1.3399969E+4 8.2435738E-11
1.4925408E+4 8.4959065E-11
1.6624501E+4 8.8616548E-11
1.8517016E+4 9.3153219E-11
2.0624974E+4 9.8424324E-11
2.2972900E+4 1.0435413E-10
2.5588111E+4 1.1074537E-10
2.8501035E+4 1.1717396E-10
3.1745563E+4 1.2306591E-10
3.5359445E+4 1.2786582E-10
3.9384728E+4 1.3117293E-10
4.3868244E+4 1.3281464E-10
4.8862159E+4 1.3288694E-10
5.4424577E+4 1.3174649E-10
6.0620214E+4 1.2989725E-10
6.7521156E+4 1.2778267E-10
7.5207695E+4 1.2560245E-10
8.3769261E+4 1.2327768E-10
9.3305466E+4 1.2057566E-10
1.0392726E+5 1.1729824E-10
1.1575824E+5 1.1341703E-10
1.2893603E+5 1.0908390E-10
1.4361398E+5 1.0452308E-10
1.5996284E+5 9.9893121E-11
1.7817285E+5 9.5230190E-11
1.9845586E+5 9.0507883E-11
2.2104787E+5 8.5737371E-11
2.4621173E+5 8.1013360E-11
2.7424021E+5 7.6483230E-11
3.0545943E+5 7.2285036E-11
3.4023262E+5 6.8498084E-11
3.7896435E+5 6.5118933E-11
4.2210526E+5 6.2059494E-11
4.7015728E+5 5.9152145E-11
5.2367949E+5 5.6131259E-11
5.8329463E+5 5.2574225E-11
6.4969628E+5 4.7848760E-11
7.2365703E+5 4.1176132E-11
8.0603739E+5 3.1893502E-11
8.9779585E+5 1.9853710E-11
1.0000000E+6 1.3016875E-11
