fdCdf f
5.2775400E+2 2.1923953E-10
5.8783300E+2 1.9107313E-10
6.5475100E+2 1.6734290E-10
7.2928800E+2 1.4968289E-10
8.1230900E+2 1.3620022E-10
9.0478100E+2 1.2530903E-10
1.0077810E+3 1.1715509E-10
1.1225050E+3 1.1233483E-10
1.2502900E+3 1.1034384E-10
1.3926220E+3 1.0956644E-10
1.5511570E+3 1.0839458E-10
1.7277390E+3 1.0609892E-10
1.9244230E+3 1.0283439E-10
2.1434970E+3 9.9201458E-11
2.3875110E+3 9.5889745E-11
2.6593020E+3 9.3463813E-11
2.9620350E+3 9.2161211E-11
3.2992300E+3 9.1773199E-11
3.6748100E+3 9.1757802E-11
4.0931470E+3 9.1529242E-11
4.5591070E+3 9.0692377E-11
5.0781110E+3 8.9121802E-11
5.6561970E+3 8.6961651E-11
6.3000930E+3 8.4592725E-11
7.0172890E+3 8.2495322E-11
7.8161300E+3 8.0997557E-11
8.7059100E+3 8.0115918E-11
9.6969820E+3 7.9704865E-11
1.0800876E+4 7.9801259E-11
1.2030437E+4 8.0768044E-11
1.3399969E+4 8.3039512E-11
1.4925408E+4 8.6735849E-11
1.6624501E+4 9.1549872E-11
1.8517016E+4 9.6967118E-11
2.0624974E+4 1.0254486E-10
2.2972900E+4 1.0802748E-10
2.5588111E+4 1.1332807E-10
2.8501035E+4 1.1848242E-10
3.1745563E+4 1.2358259E-10
3.5359445E+4 1.2867427E-10
3.9384728E+4 1.3369148E-10
4.3868244E+4 1.3850514E-10
4.8862159E+4 1.4302910E-10
5.4424577E+4 1.4724403E-10
6.0620214E+4 1.5109373E-10
6.7521156E+4 1.5435898E-10
7.5207695E+4 1.5664533E-10
8.3769261E+4 1.5752081E-10
9.3305466E+4 1.5671585E-10
1.0392726E+5 1.5425021E-10
1.1575824E+5 1.5041159E-10
1.2893603E+5 1.4561981E-10
1.4361398E+5 1.4027631E-10
1.5996284E+5 1.3467179E-10
1.7817285E+5 1.2896800E-10
1.9845586E+5 1.2324096E-10
2.2104787E+5 1.1755075E-10
2.4621173E+5 1.1198504E-10
2.7424021E+5 1.0663755E-10
3.0545943E+5 1.0154771E-10
3.4023262E+5 9.6669704E-11
3.7896435E+5 9.1903178E-11
4.2210526E+5 8.7145812E-11
4.7015728E+5 8.2299058E-11
5.2367949E+5 7.7192781E-11
5.8329463E+5 7.1450943E-11
6.4969628E+5 6.4379124E-11
7.2365703E+5 5.5011243E-11
8.0603739E+5 4.2439081E-11
8.9779585E+5 2.6372051E-11
1.0000000E+6 1.7281004E-11
