fdCdf f
5.2775400E+2 3.0620333E-11
5.8783300E+2 3.2157958E-11
6.5475100E+2 3.4671539E-11
7.2928800E+2 3.7638830E-11
8.1230900E+2 4.0483591E-11
9.0478100E+2 4.2839609E-11
1.0077810E+3 4.4621457E-11
1.1225050E+3 4.5910954E-11
1.2502900E+3 4.6799307E-11
1.3926220E+3 4.7316775E-11
1.5511570E+3 4.7472057E-11
1.7277390E+3 4.7329544E-11
1.9244230E+3 4.7045867E-11
2.1434970E+3 4.6864335E-11
2.3875110E+3 4.7097637E-11
2.6593020E+3 4.8094928E-11
2.9620350E+3 5.0170669E-11
3.2992300E+3 5.3513514E-11
3.6748100E+3 5.8137004E-11
4.0931470E+3 6.3920079E-11
4.5591070E+3 7.0713188E-11
5.0781110E+3 7.8447211E-11
5.6561970E+3 8.7191073E-11
6.3000930E+3 9.7137869E-11
7.0172890E+3 1.0852876E-10
7.8161300E+3 1.2154676E-10
8.7059100E+3 1.3623132E-10
9.6969820E+3 1.5245740E-10
1.0800876E+4 1.6997769E-10
1.2030437E+4 1.8847791E-10
1.3399969E+4 2.0759675E-10
1.4925408E+4 2.2691268E-10
1.6624501E+4 2.4593207E-10
1.8517016E+4 2.6410220E-10
2.0624974E+4 2.8085638E-10
2.2972900E+4 2.9568106E-10
2.5588111E+4 3.0817306E-10
2.8501035E+4 3.1803937E-10
3.1745563E+4 3.2503251E-10
3.5359445E+4 3.2889733E-10
3.9384728E+4 3.2941859E-10
4.3868244E+4 3.2655595E-10
4.8862159E+4 3.2054816E-10
5.4424577E+4 3.1189194E-10
6.0620214E+4 3.0122017E-10
6.7521156E+4 2.8917383E-10
7.5207695E+4 2.7632216E-10
8.3769261E+4 2.6312174E-10
9.3305466E+4 2.4989352E-10
1.0392726E+5 2.3681368E-10
1.1575824E+5 2.2392312E-10
1.2893603E+5 2.1116036E-10
1.4361398E+5 1.9842377E-10
1.5996284E+5 1.8565032E-10
1.7817285E+5 1.7287432E-10
1.9845586E+5 1.6024446E-10
2.2104787E+5 1.4800328E-10
2.4621173E+5 1.3644570E-10
2.7424021E+5 1.2585358E-10
3.0545943E+5 1.1641246E-10
3.4023262E+5 1.0814806E-10
3.7896435E+5 1.0092470E-10
4.2210526E+5 9.4497476E-11
4.7015728E+5 8.8554673E-11
5.2367949E+5 8.2689489E-11
5.8329463E+5 7.6304735E-11
6.4969628E+5 6.8536793E-11
7.2365703E+5 5.8337772E-11
8.0603739E+5 4.4814203E-11
8.9779585E+5 2.7745615E-11
1.0000000E+6 1.8139557E-11
