Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.500581E-1 3.206740E+1 5.280710E-1 8.096130E+1 7.523696E-1 3.227950E+1 5.267880E-1 8.144410E+1 3.0722932E-01 6.5707337E-01 -2.4355149E-01 5.9279923E-01
1.468000E+10 7.475481E-1 3.181680E+1 5.271100E-1 8.074520E+1 7.509130E-1 3.211770E+1 5.254050E-1 8.140670E+1 4.4810784E-01 9.3686659E-01 -3.2451157E-01 8.1258668E-01
2.154000E+10 7.439446E-1 3.147200E+1 5.256960E-1 8.047300E+1 7.488045E-1 3.189240E+1 5.235360E-1 8.135270E+1 6.4902121E-01 1.3181824E+00 -4.1257908E-01 1.0813409E+00
3.162000E+10 7.388217E-1 3.100920E+1 5.236160E-1 8.015640E+1 7.457716E-1 3.158430E+1 5.210750E-1 8.127660E+1 9.3190730E-01 1.8208414E+00 -4.8764573E-01 1.3782565E+00
4.642000E+10 7.316400E-1 3.040290E+1 5.205620E-1 7.982630E+1 7.414478E-1 3.117230E+1 5.178060E-1 8.119350E+1 1.3227904E+00 2.4682170E+00 -5.3224567E-01 1.6838786E+00
6.813000E+10 7.217658E-1 2.963440E+1 5.159940E-1 7.957130E+1 7.353614E-1 3.063470E+1 5.137750E-1 8.108490E+1 1.8488324E+00 3.2652515E+00 -4.3190112E-01 1.8666854E+00
1.000000E+11 7.085430E-1 2.869050E+1 5.097710E-1 7.943240E+1 7.269427E-1 2.995220E+1 5.090190E-1 8.094580E+1 2.5311073E+00 4.2123784E+00 -1.4773515E-01 1.8696461E+00
1.468000E+11 6.914349E-1 2.757230E+1 5.019240E-1 7.944820E+1 7.155706E-1 2.911050E+1 5.034970E-1 8.079800E+1 3.3729306E+00 5.2840041E+00 3.1241497E-01 1.6705859E+00
2.154000E+11 6.702218E-1 2.629490E+1 4.933460E-1 7.952450E+1 7.006761E-1 2.810370E+1 4.974830E-1 8.062490E+1 4.3464163E+00 6.4361632E+00 8.3158620E-01 1.3648389E+00
3.162000E+11 6.451651E-1 2.489250E+1 4.849170E-1 7.956660E+1 6.819029E-1 2.693850E+1 4.911700E-1 8.043040E+1 5.3875412E+00 7.5950777E+00 1.2730826E+00 1.0739720E+00
4.642000E+11 6.169965E-1 2.341010E+1 4.770770E-1 7.953030E+1 6.592725E-1 2.563660E+1 4.846250E-1 8.023980E+1 6.4125229E+00 8.6848490E+00 1.5574929E+00 8.8422454E-01
6.813000E+11 5.866548E-1 2.189160E+1 4.698820E-1 7.941590E+1 6.332526E-1 2.423320E+1 4.781790E-1 8.002820E+1 7.3584854E+00 9.6627767E+00 1.7351243E+00 7.6510530E-01
1.000000E+12 5.549049E-1 2.036640E+1 4.630150E-1 7.926840E+1 6.046288E-1 2.276920E+1 4.718290E-1 7.981320E+1 8.2238722E+00 1.0552852E+01 1.8680497E+00 6.8259386E-01
1.468000E+12 5.221097E-1 1.884350E+1 4.563690E-1 7.908310E+1 5.742071E-1 2.127900E+1 4.655450E-1 7.960140E+1 9.0729286E+00 1.1445557E+01 1.9710232E+00 6.5111920E-01
2.154000E+12 4.883078E-1 1.732040E+1 4.498050E-1 7.885720E+1 5.425250E-1 1.978110E+1 4.594230E-1 7.936310E+1 9.9934934E+00 1.2439652E+01 2.0934955E+00 6.3744990E-01
3.162000E+12 4.534858E-1 1.579500E+1 4.429980E-1 7.862380E+1 5.097698E-1 1.827920E+1 4.531490E-1 7.913050E+1 1.1041062E+01 1.3590310E+01 2.2401020E+00 6.4033464E-01
4.642000E+12 4.178128E-1 1.427430E+1 4.360180E-1 7.835570E+1 4.759368E-1 1.677110E+1 4.467690E-1 7.887330E+1 1.2212546E+01 1.4887515E+01 2.4063890E+00 6.5624235E-01
6.813000E+12 3.817040E-1 1.277530E+1 4.288560E-1 7.804310E+1 4.410783E-1 1.525860E+1 4.402560E-1 7.857680E+1 1.3461170E+01 1.6274757E+01 2.5894025E+00 6.7920811E-01
1.000000E+13 3.457422E-1 1.132030E+1 4.213970E-1 7.769860E+1 4.054613E-1 1.375330E+1 4.333520E-1 7.827400E+1 1.4728681E+01 1.7690300E+01 2.7587273E+00 7.3511000E-01
1.468000E+13 3.105623E-1 9.932000E+0 4.136240E-1 7.731810E+1 3.695683E-1 1.227470E+1 4.262190E-1 7.792610E+1 1.5966196E+01 1.9085599E+01 2.9550536E+00 7.8022639E-01
2.154000E+13 2.767613E-1 8.629900E+0 4.055880E-1 7.688030E+1 3.340020E-1 1.084530E+1 4.188540E-1 7.752310E+1 1.7137832E+01 2.0427282E+01 3.1672134E+00 8.2917221E-01
3.162000E+13 2.448453E-1 7.428800E+0 3.972610E-1 7.637510E+1 2.993824E-1 9.487100E+0 4.111580E-1 7.707250E+1 1.8216535E+01 2.1695776E+01 3.3799659E+00 9.0486230E-01
4.642000E+13 2.152012E-1 6.338200E+0 3.885990E-1 7.579080E+1 2.662747E-1 8.218400E+0 4.031080E-1 7.656570E+1 1.9180756E+01 2.2877932E+01 3.5992836E+00 1.0120720E+00
6.813000E+13 1.880876E-1 5.361800E+0 3.795290E-1 7.511180E+1 2.351456E-1 7.052200E+0 3.947560E-1 7.597260E+1 2.0012282E+01 2.3969825E+01 3.8573195E+00 1.1330401E+00
1.000000E+14 1.636403E-1 4.499000E+0 3.699420E-1 7.431820E+1 2.063406E-1 5.996600E+0 3.860700E-1 7.527530E+1 2.0694085E+01 2.4974152E+01 4.1774808E+00 1.2714662E+00
