Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.536564E-1 2.266170E+1 4.047840E-1 7.428430E+1 7.558016E-1 2.290170E+1 4.044050E-1 7.492810E+1 2.8383110E-01 1.0479571E+00 -9.3717931E-02 8.5922371E-01
1.468000E+10 7.516575E-1 2.240820E+1 4.032150E-1 7.393510E+1 7.547172E-1 2.274000E+1 4.028140E-1 7.480030E+1 4.0541013E-01 1.4591029E+00 -9.9549668E-02 1.1566799E+00
2.154000E+10 7.487900E-1 2.206920E+1 4.009150E-1 7.351490E+1 7.531457E-1 2.251820E+1 4.006230E-1 7.463110E+1 5.7833431E-01 1.9939427E+00 -7.2886479E-02 1.4956231E+00
3.162000E+10 7.447183E-1 2.162860E+1 3.974790E-1 7.306740E+1 7.508816E-1 2.222120E+1 3.975760E-1 7.443490E+1 8.2080850E-01 2.6668227E+00 2.4397851E-02 1.8371758E+00
4.642000E+10 7.390184E-1 2.107740E+1 3.925990E-1 7.264620E+1 7.476462E-1 2.183420E+1 3.936160E-1 7.419400E+1 1.1539950E+00 3.4661220E+00 2.5837364E-01 2.0861525E+00
6.813000E+10 7.311942E-1 2.041150E+1 3.859150E-1 7.233540E+1 7.430769E-1 2.134620E+1 3.886200E-1 7.392010E+1 1.5991212E+00 4.3787653E+00 6.9605270E-01 2.1438012E+00
1.000000E+11 7.207324E-1 1.963790E+1 3.775530E-1 7.216770E+1 7.367275E-1 2.075100E+1 3.825290E-1 7.363240E+1 2.1711013E+00 5.3640788E+00 1.3008164E+00 1.9892058E+00
1.468000E+11 7.072067E-1 1.876920E+1 3.681740E-1 7.208550E+1 7.280971E-1 2.004950E+1 3.754790E-1 7.333800E+1 2.8691778E+00 6.3856954E+00 1.9455149E+00 1.7078459E+00
2.154000E+11 6.904160E-1 1.782570E+1 3.586530E-1 7.198840E+1 7.167004E-1 1.924890E+1 3.677690E-1 7.302880E+1 3.6674181E+00 7.3936692E+00 2.4787299E+00 1.4246434E+00
3.162000E+11 6.704966E-1 1.683330E+1 3.495750E-1 7.181780E+1 7.021845E-1 1.836380E+1 3.597190E-1 7.270240E+1 4.5127598E+00 8.3343317E+00 2.8199789E+00 1.2167411E+00
4.642000E+11 6.478819E-1 1.581720E+1 3.411130E-1 7.157070E+1 6.844590E-1 1.741450E+1 3.515780E-1 7.236720E+1 5.3439432E+00 9.1722415E+00 2.9765799E+00 1.1006368E+00
6.813000E+11 6.231364E-1 1.479700E+1 3.332080E-1 7.126510E+1 6.637628E-1 1.642500E+1 3.436250E-1 7.201270E+1 6.1206202E+00 9.9117199E+00 3.0315024E+00 1.0381502E+00
1.000000E+12 5.966752E-1 1.378130E+1 3.257110E-1 7.091240E+1 6.405850E-1 1.541840E+1 3.359930E-1 7.163610E+1 6.8546407E+00 1.0617833E+01 3.0601828E+00 1.0102448E+00
1.468000E+12 5.686200E-1 1.276810E+1 3.184270E-1 7.051710E+1 6.154431E-1 1.441010E+1 3.286870E-1 7.123530E+1 7.6080307E+00 1.1394786E+01 3.1215107E+00 1.0082080E+00
2.154000E+12 5.388696E-1 1.175070E+1 3.111250E-1 7.008790E+1 5.886498E-1 1.340470E+1 3.215420E-1 7.082120E+1 8.4566749E+00 1.2338956E+01 3.2397012E+00 1.0354244E+00
3.162000E+12 5.073150E-1 1.072530E+1 3.036240E-1 6.963020E+1 5.602364E-1 1.239840E+1 3.143920E-1 7.039180E+1 9.4462623E+00 1.3494483E+01 3.4250235E+00 1.0819442E+00
4.642000E+12 4.740312E-1 9.695800E+0 2.959070E-1 6.912270E+1 5.300780E-1 1.138520E+1 3.071700E-1 6.992340E+1 1.0573312E+01 1.4838562E+01 3.6666992E+00 1.1451102E+00
6.813000E+12 4.393398E-1 8.672600E+0 2.879340E-1 6.855820E+1 4.981097E-1 1.036380E+1 2.997790E-1 6.940550E+1 1.1798586E+01 1.6318339E+01 3.9512441E+00 1.2207966E+00
1.000000E+13 4.037588E-1 7.670700E+0 2.796710E-1 6.793090E+1 4.644796E-1 9.340200E+0 2.920390E-1 6.885700E+1 1.3072867E+01 1.7874350E+01 4.2350508E+00 1.3449613E+00
1.468000E+13 3.679158E-1 6.705800E+0 2.710360E-1 6.724780E+1 4.295720E-1 8.326400E+0 2.839960E-1 6.825130E+1 1.4352937E+01 1.9463394E+01 4.5634446E+00 1.4703017E+00
2.154000E+13 3.324712E-1 5.792700E+0 2.620410E-1 6.649080E+1 3.939406E-1 7.337800E+0 2.756370E-1 6.757680E+1 1.5603723E+01 2.1056720E+01 4.9325744E+00 1.6070604E+00
3.162000E+13 2.980589E-1 4.943800E+0 2.526700E-1 6.564490E+1 3.582248E-1 6.390000E+0 2.669380E-1 6.682470E+1 1.6795571E+01 2.2632238E+01 5.3450614E+00 1.7655148E+00
4.642000E+13 2.652418E-1 4.167900E+0 2.428820E-1 6.469640E+1 3.230795E-1 5.497300E+0 2.578690E-1 6.598390E+1 1.7902002E+01 2.4182781E+01 5.8118657E+00 1.9512336E+00
6.813000E+13 2.344788E-1 3.470500E+0 2.326140E-1 6.362810E+1 2.891216E-1 4.671200E+0 2.483970E-1 6.504260E+1 1.8899591E+01 2.5704316E+01 6.3539415E+00 2.1747286E+00
1.000000E+14 2.061080E-1 2.853200E+0 2.217790E-1 6.241840E+1 2.568879E-1 3.920000E+0 2.384800E-1 6.398680E+1 1.9767338E+01 2.7214286E+01 7.0031030E+00 2.4511305E+00
