Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.533853E-1 2.359490E+1 4.172430E-1 7.506060E+1 7.556394E-1 2.384330E+1 4.167620E-1 7.571200E+1 2.9830366E-01 1.0418021E+00 -1.1541359E-01 8.6036560E-01
1.468000E+10 7.513340E-1 2.334130E+1 4.157230E-1 7.472890E+1 7.545557E-1 2.368560E+1 4.151800E-1 7.560630E+1 4.2696649E-01 1.4536258E+00 -1.3078665E-01 1.1604853E+00
2.154000E+10 7.483915E-1 2.300160E+1 4.135010E-1 7.432800E+1 7.529848E-1 2.346880E+1 4.130160E-1 7.546380E+1 6.1001231E-01 1.9907281E+00 -1.1742886E-01 1.5050925E+00
3.162000E+10 7.442134E-1 2.255870E+1 4.102660E-1 7.388430E+1 7.507206E-1 2.317750E+1 4.101210E-1 7.527930E+1 8.6679385E-01 2.6698307E+00 -3.5355419E-02 1.8530991E+00
4.642000E+10 7.383651E-1 2.200180E+1 4.055090E-1 7.348290E+1 7.474836E-1 2.279660E+1 4.062140E-1 7.507830E+1 1.2198930E+00 3.4864848E+00 1.7355384E-01 2.1249815E+00
6.813000E+10 7.303384E-1 2.132750E+1 3.990460E-1 7.318020E+1 7.429084E-1 2.231370E+1 4.013890E-1 7.482920E+1 1.6919986E+00 4.4197063E+00 5.8372302E-01 2.2036852E+00
1.000000E+11 7.196081E-1 2.053940E+1 3.908450E-1 7.302750E+1 7.365445E-1 2.172150E+1 3.954730E-1 7.457160E+1 2.2994402E+00 5.4420735E+00 1.1702442E+00 2.0706274E+00
1.468000E+11 7.057406E-1 1.964940E+1 3.815790E-1 7.296600E+1 7.278824E-1 2.101840E+1 3.887150E-1 7.428620E+1 3.0419474E+00 6.5133407E+00 1.8357923E+00 1.7771807E+00
2.154000E+11 6.885362E-1 1.867870E+1 3.721370E-1 7.289830E+1 7.164241E-1 2.021050E+1 3.812580E-1 7.399270E+1 3.8926524E+00 7.5792286E+00 2.3923432E+00 1.4790648E+00
3.162000E+11 6.681398E-1 1.765250E+1 3.631110E-1 7.276130E+1 7.017992E-1 1.931050E+1 3.733900E-1 7.369180E+1 4.7961582E+00 8.5860024E+00 2.7528857E+00 1.2626914E+00
4.642000E+11 6.450181E-1 1.659800E+1 3.547100E-1 7.254550E+1 6.839001E-1 1.833820E+1 3.654610E-1 7.337080E+1 5.6853333E+00 9.4894810E+00 2.9417640E+00 1.1248344E+00
6.813000E+11 6.197603E-1 1.553630E+1 3.468990E-1 7.226390E+1 6.629573E-1 1.731810E+1 3.577080E-1 7.302750E+1 6.5158043E+00 1.0288658E+01 3.0217384E+00 1.0456335E+00
1.000000E+12 5.928060E-1 1.447740E+1 3.395220E-1 7.193000E+1 6.394702E-1 1.627480E+1 3.502550E-1 7.266280E+1 7.2973221E+00 1.1044068E+01 3.0643388E+00 1.0084940E+00
1.468000E+12 5.642929E-1 1.341960E+1 3.322660E-1 7.157310E+1 6.139863E-1 1.522590E+1 3.429870E-1 7.230120E+1 8.0935682E+00 1.1863338E+01 3.1257744E+00 1.0070372E+00
2.154000E+12 5.341303E-1 1.235660E+1 3.249950E-1 7.118320E+1 5.868585E-1 1.417780E+1 3.359200E-1 7.191870E+1 8.9848234E+00 1.2845434E+01 3.2522624E+00 1.0226826E+00
3.162000E+12 5.022197E-1 1.128500E+1 3.176030E-1 7.074920E+1 5.581511E-1 1.312790E+1 3.289340E-1 7.150450E+1 1.0020835E+01 1.4038041E+01 3.4447640E+00 1.0562972E+00
4.642000E+12 4.686494E-1 1.020850E+1 3.100140E-1 7.026430E+1 5.277548E-1 1.207010E+1 3.218060E-1 7.107010E+1 1.1199405E+01 1.5423236E+01 3.6643195E+00 1.1338101E+00
6.813000E+12 4.337547E-1 9.138700E+0 3.020650E-1 6.974910E+1 4.956044E-1 1.100300E+1 3.144450E-1 7.060440E+1 1.2479651E+01 1.6943561E+01 3.9370955E+00 1.2113976E+00
1.000000E+13 3.980658E-1 8.090900E+0 2.938250E-1 6.917620E+1 4.618423E-1 9.932300E+0 3.068440E-1 7.008730E+1 1.3809151E+01 1.8539512E+01 4.2428726E+00 1.2999502E+00
1.468000E+13 3.622163E-1 7.082000E+0 2.852720E-1 6.853760E+1 4.268488E-1 8.870500E+0 2.989660E-1 6.951050E+1 1.5141779E+01 2.0162336E+01 4.5804540E+00 1.3996447E+00
2.154000E+13 3.268655E-1 6.127200E+0 2.763810E-1 6.782480E+1 3.911772E-1 7.833400E+0 2.907420E-1 6.887650E+1 1.6440554E+01 2.1781091E+01 4.9394308E+00 1.5269359E+00
3.162000E+13 2.926393E-1 5.239500E+0 2.671140E-1 6.702850E+1 3.554666E-1 6.837600E+0 2.821330E-1 6.817900E+1 1.7674600E+01 2.3372236E+01 5.3233759E+00 1.6874697E+00
4.642000E+13 2.600861E-1 4.427900E+0 2.574260E-1 6.613500E+1 3.203697E-1 5.898000E+0 2.731650E-1 6.739550E+1 1.8816886E+01 2.4925398E+01 5.7617191E+00 1.8703029E+00
6.813000E+13 2.296463E-1 3.698000E+0 2.472500E-1 6.512880E+1 2.864981E-1 5.027000E+0 2.638080E-1 6.651250E+1 1.9843692E+01 2.6437239E+01 6.2765344E+00 2.0803608E+00
1.000000E+14 2.016378E-1 3.051400E+0 2.364930E-1 6.398910E+1 2.543810E-1 4.233500E+0 2.540220E-1 6.551490E+1 2.0733938E+01 2.7922523E+01 6.9005834E+00 2.3289359E+00
