Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.521581E-1 2.735260E+1 4.667870E-1 7.790590E+1 7.546343E-1 2.760540E+1 4.659230E-1 7.851340E+1 3.2813245E-01 9.1576286E-01 -1.8543837E-01 7.7375327E-01
1.468000E+10 7.499009E-1 2.710000E+1 4.655330E-1 7.762750E+1 7.534651E-1 2.745350E+1 4.644410E-1 7.845220E+1 4.7304115E-01 1.2876318E+00 -2.3512136E-01 1.0512134E+00
2.154000E+10 7.466627E-1 2.675810E+1 4.636900E-1 7.728660E+1 7.517701E-1 2.724340E+1 4.624280E-1 7.836680E+1 6.7938323E-01 1.7813489E+00 -2.7290735E-01 1.3783898E+00
3.162000E+10 7.420637E-1 2.630660E+1 4.609890E-1 7.690120E+1 7.493268E-1 2.695840E+1 4.597430E-1 7.825410E+1 9.6928336E-01 2.4177993E+00 -2.7102098E-01 1.7288551E+00
4.642000E+10 7.356247E-1 2.572920E+1 4.569560E-1 7.654130E+1 7.458332E-1 2.658120E+1 4.561530E-1 7.813100E+1 1.3687377E+00 3.2052729E+00 -1.7603743E-01 2.0346597E+00
6.813000E+10 7.267857E-1 2.501640E+1 4.513230E-1 7.626610E+1 7.408945E-1 2.609580E+1 4.517770E-1 7.796330E+1 1.9042927E+00 4.1362978E+00 1.0049206E-01 2.1769217E+00
1.000000E+11 7.149697E-1 2.416530E+1 4.438750E-1 7.614560E+1 7.340231E-1 2.548920E+1 4.464550E-1 7.778040E+1 2.5957494E+00 5.1939645E+00 5.7788579E-01 2.1018149E+00
1.468000E+11 6.997052E-1 2.318350E+1 4.351580E-1 7.614070E+1 7.246675E-1 2.475410E+1 4.404390E-1 7.755730E+1 3.4446557E+00 6.3448075E+00 1.1990310E+00 1.8265205E+00
2.154000E+11 6.807909E-1 2.209040E+1 4.260680E-1 7.615710E+1 7.122874E-1 2.389000E+1 4.337070E-1 7.733310E+1 4.4218808E+00 7.5328589E+00 1.7613273E+00 1.5206942E+00
3.162000E+11 6.584242E-1 2.091430E+1 4.173270E-1 7.611340E+1 6.964818E-1 2.290540E+1 4.266470E-1 7.708320E+1 5.4642634E+00 8.6927100E+00 2.1844757E+00 1.2581211E+00
4.642000E+11 6.331785E-1 1.968890E+1 4.092260E-1 7.598560E+1 6.771388E-1 2.181860E+1 4.195040E-1 7.680910E+1 6.4920663E+00 9.7609379E+00 2.4500362E+00 1.0721386E+00
6.813000E+11 6.057768E-1 1.844390E+1 4.016820E-1 7.579790E+1 6.545260E-1 2.065680E+1 4.123380E-1 7.653910E+1 7.4480158E+00 1.0712695E+01 2.5842876E+00 9.6839393E-01
1.000000E+12 5.767785E-1 1.719550E+1 3.945120E-1 7.556930E+1 6.292248E-1 1.945050E+1 4.053440E-1 7.626080E+1 8.3350656E+00 1.1593532E+01 2.6722981E+00 9.0675681E-01
1.468000E+12 5.464033E-1 1.594580E+1 3.875580E-1 7.530010E+1 6.018964E-1 1.822490E+1 3.986000E-1 7.596390E+1 9.2197096E+00 1.2505418E+01 2.7701957E+00 8.7383612E-01
2.154000E+12 5.146114E-1 1.468960E+1 3.806250E-1 7.499530E+1 5.730099E-1 1.699310E+1 3.919470E-1 7.566300E+1 1.0191534E+01 1.3555502E+01 2.8886559E+00 8.8246567E-01
3.162000E+12 4.813445E-1 1.342400E+1 3.734640E-1 7.467540E+1 5.427205E-1 1.575600E+1 3.852700E-1 7.535370E+1 1.1308952E+01 1.4800711E+01 3.0643445E+00 9.0015487E-01
4.642000E+12 4.467351E-1 1.215440E+1 3.661100E-1 7.431430E+1 5.109752E-1 1.450890E+1 3.785460E-1 7.500960E+1 1.2572058E+01 1.6227970E+01 3.2852018E+00 9.2694802E-01
6.813000E+12 4.111649E-1 1.089470E+1 3.585310E-1 7.390510E+1 4.777412E-1 1.325070E+1 3.715930E-1 7.464100E+1 1.3935641E+01 1.7780193E+01 3.5151362E+00 9.8591927E-01
1.000000E+13 3.751996E-1 9.663800E+0 3.506620E-1 7.345070E+1 4.431853E-1 1.198820E+1 3.643340E-1 7.424530E+1 1.5340243E+01 1.9389066E+01 3.7526006E+00 1.0702361E+00
1.468000E+13 3.394860E-1 8.481200E+0 3.424320E-1 7.295620E+1 4.077112E-1 1.073610E+1 3.568180E-1 7.379830E+1 1.6733708E+01 2.1002971E+01 4.0317473E+00 1.1410832E+00
2.154000E+13 3.046679E-1 7.364700E+0 3.338900E-1 7.239770E+1 3.718902E-1 9.513200E+0 3.490240E-1 7.329190E+1 1.8075846E+01 2.2584409E+01 4.3360915E+00 1.2200530E+00
3.162000E+13 2.713280E-1 6.328400E+0 3.250060E-1 7.176490E+1 3.363632E-1 8.338900E+0 3.408730E-1 7.272900E+1 1.9334814E+01 2.4109895E+01 4.6548128E+00 1.3256060E+00
4.642000E+13 2.399507E-1 5.382400E+0 3.157340E-1 7.104460E+1 3.017635E-1 7.230800E+0 3.323410E-1 7.210010E+1 2.0483856E+01 2.5562870E+01 4.9969760E+00 1.4639369E+00
6.813000E+13 2.108978E-1 4.531800E+0 3.060050E-1 7.022130E+1 2.686619E-1 6.202700E+0 3.234500E-1 7.137810E+1 2.1500667E+01 2.6938269E+01 5.3934147E+00 1.6206652E+00
1.000000E+14 1.844070E-1 3.777700E+0 2.957170E-1 6.927390E+1 2.375310E-1 5.264500E+0 3.141690E-1 7.054660E+1 2.2365081E+01 2.8241998E+01 5.8732720E+00 1.8040558E+00
