Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.530999E-1 2.453100E+1 4.297160E-1 7.580230E+1 7.554397E-1 2.478430E+1 4.291240E-1 7.645310E+1 3.0972690E-01 1.0220180E+00 -1.3795546E-01 8.5124083E-01
1.468000E+10 7.509963E-1 2.427760E+1 4.282380E-1 7.548890E+1 7.543467E-1 2.462940E+1 4.275410E-1 7.636700E+1 4.4414591E-01 1.4283742E+00 -1.6302530E-01 1.1498422E+00
2.154000E+10 7.479787E-1 2.393660E+1 4.260820E-1 7.510710E+1 7.527621E-1 2.441600E+1 4.253880E-1 7.624870E+1 6.3544644E-01 1.9634666E+00 -1.6314518E-01 1.4972059E+00
3.162000E+10 7.436941E-1 2.349210E+1 4.229560E-1 7.468480E+1 7.504776E-1 2.412850E+1 4.225300E-1 7.609150E+1 9.0389107E-01 2.6375448E+00 -1.0082124E-01 1.8486953E+00
4.642000E+10 7.376967E-1 2.293010E+1 4.184250E-1 7.428660E+1 7.472106E-1 2.375140E+1 4.187830E-1 7.590270E+1 1.2732555E+00 3.4579014E+00 8.5485801E-02 2.1291733E+00
6.813000E+10 7.294660E-1 2.224650E+1 4.121370E-1 7.399740E+1 7.425912E-1 2.327110E+1 4.140280E-1 7.569010E+1 1.7674866E+00 4.4028860E+00 4.5673239E-01 2.2363559E+00
1.000000E+11 7.184644E-1 2.144290E+1 4.041060E-1 7.385530E+1 7.361620E-1 2.267900E+1 4.083410E-1 7.544450E+1 2.4040361E+00 5.4504167E+00 1.0371234E+00 2.1064491E+00
1.468000E+11 7.042500E-1 2.053170E+1 3.949690E-1 7.381340E+1 7.274047E-1 2.197190E+1 4.017730E-1 7.518140E+1 3.1831936E+00 6.5547358E+00 1.6934936E+00 1.8195990E+00
2.154000E+11 6.866238E-1 1.953210E+1 3.856100E-1 7.377030E+1 7.158092E-1 2.115390E+1 3.945090E-1 7.490950E+1 4.0772597E+00 7.6666714E+00 2.2557153E+00 1.5207684E+00
3.162000E+11 6.657441E-1 1.847060E+1 3.766600E-1 7.365900E+1 7.009924E-1 2.023670E+1 3.868950E-1 7.461640E+1 5.0283427E+00 8.7272134E+00 2.6454206E+00 1.2830959E+00
4.642000E+11 6.421031E-1 1.737580E+1 3.683510E-1 7.346480E+1 6.828367E-1 1.923940E+1 3.792100E-1 7.430090E+1 5.9653501E+00 9.6863728E+00 2.8635848E+00 1.1252892E+00
6.813000E+11 6.163208E-1 1.627100E+1 3.606330E-1 7.320510E+1 6.615718E-1 1.818710E+1 3.716030E-1 7.397900E+1 6.8399227E+00 1.0535489E+01 2.9520752E+00 1.0461077E+00
1.000000E+12 5.888636E-1 1.516710E+1 3.532570E-1 7.291150E+1 6.377109E-1 1.710580E+1 3.642100E-1 7.364900E+1 7.6597875E+00 1.1333583E+01 3.0073309E+00 1.0013714E+00
1.468000E+12 5.598870E-1 1.406330E+1 3.460790E-1 7.257930E+1 6.118304E-1 1.601500E+1 3.570980E-1 7.330070E+1 8.4898364E+00 1.2186700E+01 3.0857076E+00 9.8416523E-01
2.154000E+12 5.293121E-1 1.295370E+1 3.389310E-1 7.220590E+1 5.843179E-1 1.492310E+1 3.501990E-1 7.292830E+1 9.4136770E+00 1.3196990E+01 3.2175991E+00 9.9056196E-01
3.162000E+12 4.970508E-1 1.183480E+1 3.315980E-1 7.180380E+1 5.552666E-1 1.382830E+1 3.432290E-1 7.255780E+1 1.0484297E+01 1.4416089E+01 3.3886997E+00 1.0391715E+00
4.642000E+12 4.632036E-1 1.071090E+1 3.240050E-1 7.136760E+1 5.245824E-1 1.272500E+1 3.361900E-1 7.215360E+1 1.1700507E+01 1.5827898E+01 3.6244386E+00 1.0893427E+00
6.813000E+12 4.281192E-1 9.593900E+0 3.161590E-1 7.088050E+1 4.922044E-1 1.161130E+1 3.289960E-1 7.170450E+1 1.3020038E+01 1.7374454E+01 3.9018711E+00 1.1491608E+00
1.000000E+13 3.923383E-1 8.500400E+0 3.080360E-1 7.033610E+1 4.582747E-1 1.049330E+1 3.214950E-1 7.122160E+1 1.4387964E+01 1.8992119E+01 4.1863793E+00 1.2433026E+00
1.468000E+13 3.564996E-1 7.447700E+0 2.996090E-1 6.972840E+1 4.231744E-1 9.383600E+0 3.136630E-1 7.069500E+1 1.5755868E+01 2.0630675E+01 4.4806050E+00 1.3672820E+00
2.154000E+13 3.212603E-1 6.451800E+0 2.908010E-1 6.906050E+1 3.874587E-1 8.299000E+0 3.055270E-1 7.010550E+1 1.7085279E+01 2.2258103E+01 4.8198686E+00 1.4906106E+00
3.162000E+13 2.872369E-1 5.525900E+0 2.816100E-1 6.831530E+1 3.517671E-1 7.256600E+0 2.970630E-1 6.944350E+1 1.8344581E+01 2.3850012E+01 5.2019269E+00 1.6246301E+00
4.642000E+13 2.549626E-1 4.679600E+0 2.720130E-1 6.747480E+1 3.167492E-1 6.272300E+0 2.882440E-1 6.869850E+1 1.9506474E+01 2.5392599E+01 5.6309932E+00 1.7812616E+00
6.813000E+13 2.248589E-1 3.918200E+0 2.619440E-1 6.652210E+1 2.830096E-1 5.358800E+0 2.790360E-1 6.785910E+1 2.0547254E+01 2.6882884E+01 6.1253745E+00 1.9702590E+00
1.000000E+14 1.972234E-1 3.243300E+0 2.513110E-1 6.543620E+1 2.510666E-1 4.525500E+0 2.693950E-1 6.690940E+1 2.1445784E+01 2.8332781E+01 6.7128195E+00 2.2017833E+00
