Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.510051E-1 3.018300E+1 5.036480E-1 7.979820E+1 7.534335E-1 3.041560E+1 5.025440E-1 8.033000E+1 3.2231113E-01 7.6473915E-01 -2.1968226E-01 6.6201917E-01
1.468000E+10 7.485959E-1 2.993210E+1 5.025990E-1 7.955520E+1 7.521121E-1 3.025940E+1 5.011490E-1 8.028080E+1 4.6751010E-01 1.0816474E+00 -2.8933511E-01 9.0382757E-01
2.154000E+10 7.451383E-1 2.958860E+1 5.010490E-1 7.925150E+1 7.501978E-1 3.004250E+1 4.992040E-1 8.022000E+1 6.7442213E-01 1.5108596E+00 -3.6958838E-01 1.2073049E+00
3.162000E+10 7.402253E-1 2.913010E+1 4.986920E-1 7.891260E+1 7.474414E-1 2.974680E+1 4.965640E-1 8.014730E+1 9.6544023E-01 2.0731642E+00 -4.2854496E-01 1.5405385E+00
4.642000E+10 7.333421E-1 2.853660E+1 4.952050E-1 7.857990E+1 7.435060E-1 2.935290E+1 4.932260E-1 8.004270E+1 1.3670233E+00 2.7809859E+00 -4.0123594E-01 1.8275246E+00
6.813000E+10 7.238860E-1 2.779100E+1 4.902710E-1 7.830650E+1 7.379549E-1 2.884170E+1 4.890900E-1 7.991020E+1 1.9064715E+00 3.6429891E+00 -2.4146885E-01 2.0068777E+00
1.000000E+11 7.112344E-1 2.688660E+1 4.834850E-1 7.818820E+1 7.302543E-1 2.819650E+1 4.840660E-1 7.976570E+1 2.6045584E+00 4.6456120E+00 1.2002496E-01 1.9776671E+00
1.468000E+11 6.948795E-1 2.582580E+1 4.752670E-1 7.820010E+1 7.198119E-1 2.740570E+1 4.783880E-1 7.958700E+1 3.4637382E+00 5.7648591E+00 6.5239931E-01 1.7426213E+00
2.154000E+11 6.746112E-1 2.462690E+1 4.664720E-1 7.825840E+1 7.060663E-1 2.646550E+1 4.721270E-1 7.939190E+1 4.4549782E+00 6.9471576E+00 1.1977709E+00 1.4277275E+00
3.162000E+11 6.506652E-1 2.332070E+1 4.579280E-1 7.826840E+1 6.886326E-1 2.538270E+1 4.654810E-1 7.918610E+1 5.5134480E+00 8.1236433E+00 1.6226226E+00 1.1589155E+00
4.642000E+11 6.237061E-1 2.194730E+1 4.500170E-1 7.819380E+1 6.674633E-1 2.417680E+1 4.587650E-1 7.895540E+1 6.5557462E+00 9.2216505E+00 1.9068586E+00 9.6459520E-01
6.813000E+11 5.945791E-1 2.054460E+1 4.426280E-1 7.806390E+1 6.429295E-1 2.287920E+1 4.520340E-1 7.872400E+1 7.5203269E+00 1.0204028E+01 2.0808169E+00 8.3849906E-01
1.000000E+12 5.639587E-1 1.913580E+1 4.356590E-1 7.788490E+1 6.157255E-1 2.152600E+1 4.454040E-1 7.849160E+1 8.4074478E+00 1.1103781E+01 2.1879013E+00 7.7294895E-01
1.468000E+12 5.321452E-1 1.772680E+1 4.289340E-1 7.766240E+1 5.865995E-1 2.014780E+1 4.390000E-1 7.823880E+1 9.2830458E+00 1.2016200E+01 2.2929385E+00 7.3671887E-01
2.154000E+12 4.991439E-1 1.631390E+1 4.221590E-1 7.742050E+1 5.560690E-1 1.876130E+1 4.326110E-1 7.798950E+1 1.0237057E+01 1.3044938E+01 2.4160273E+00 7.2958539E-01
3.162000E+12 4.649243E-1 1.489450E+1 4.152270E-1 7.715410E+1 5.243151E-1 1.736910E+1 4.262000E-1 7.772690E+1 1.1327311E+01 1.4247140E+01 2.5746129E+00 7.3693921E-01
4.642000E+12 4.296435E-1 1.347520E+1 4.081340E-1 7.684640E+1 4.913147E-1 1.596790E+1 4.197510E-1 7.742780E+1 1.2552281E+01 1.5610694E+01 2.7675932E+00 7.5089309E-01
6.813000E+12 3.937070E-1 1.207170E+1 4.007990E-1 7.650100E+1 4.570825E-1 1.455820E+1 4.129720E-1 7.712470E+1 1.3865221E+01 1.7079721E+01 2.9476575E+00 8.0869034E-01
1.000000E+13 3.576944E-1 1.070500E+1 3.931200E-1 7.612890E+1 4.218415E-1 1.314950E+1 4.059660E-1 7.678380E+1 1.5206446E+01 1.8590060E+01 3.1643044E+00 8.5291429E-01
1.468000E+13 3.222497E-1 9.396800E+0 3.851790E-1 7.570550E+1 3.860422E-1 1.175890E+1 3.987310E-1 7.639280E+1 1.6524748E+01 2.0087763E+01 3.3987826E+00 8.9969212E-01
2.154000E+13 2.879922E-1 8.166100E+0 3.769570E-1 7.522170E+1 3.502782E-1 1.040790E+1 3.911700E-1 7.595970E+1 1.7781866E+01 2.1539408E+01 3.6334586E+00 9.7156782E-01
3.162000E+13 2.554618E-1 7.027600E+0 3.684230E-1 7.466850E+1 3.151840E-1 9.117500E+0 3.832490E-1 7.548010E+1 1.8948360E+01 2.2921854E+01 3.8685032E+00 1.0752503E+00
4.642000E+13 2.250862E-1 5.991100E+0 3.595250E-1 7.403390E+1 2.813591E-1 7.906000E+0 3.750270E-1 7.492640E+1 2.0000384E+01 2.4220845E+01 4.1335690E+00 1.1911689E+00
6.813000E+13 1.971670E-1 5.061200E+0 3.501780E-1 7.330510E+1 2.493187E-1 6.787300E+0 3.664800E-1 7.428380E+1 2.0917685E+01 2.5431320E+01 4.4482646E+00 1.3175147E+00
1.000000E+14 1.718804E-1 4.238100E+0 3.402890E-1 7.245900E+1 2.194647E-1 5.770500E+0 3.575690E-1 7.353480E+1 2.1681983E+01 2.6555758E+01 4.8326337E+00 1.4629808E+00
