0.0011  1.9565E-0006
0.0102  1.6081E-0005
0.0202  3.1808E-0005
0.0303  4.7743E-0005
0.0411  6.3518E-0005
0.0503  7.9296E-0005
0.0604  9.5377E-0005
0.0706  1.1186E-0004
0.0804  1.2824E-0004
0.0904  1.4482E-0004
0.1005  1.6241E-0004
0.1107  1.7940E-0004
0.1206  1.9678E-0004
0.1306  2.1467E-0004
0.1407  2.3327E-0004
0.1508  2.5226E-0004
0.1608  2.7156E-0004
0.1708  2.9136E-0004
0.1808  3.1166E-0004
0.1914  3.3307E-0004
0.2009  3.5528E-0004
0.2109  3.7829E-0004
0.2209  4.0151E-0004
0.2310  4.2663E-0004
0.2409  4.5276E-0004
0.2509  4.8191E-0004
0.2609  5.1206E-0004
0.2711  5.4523E-0004
0.2810  5.8141E-0004
0.2910  6.1859E-0004
0.3016  6.6583E-0004
0.3110  7.0804E-0004
0.3210  7.5930E-0004
0.3309  8.1658E-0004
0.3409  8.8090E-0004
0.3509  9.5528E-0004
0.3608  1.0387E-0003
0.3708  1.1342E-0003
0.3808  1.2487E-0003
0.3910  1.3814E-0003
0.4008  1.5402E-0003
0.4107  1.7322E-0003
0.4205  1.9633E-0003
0.4306  2.2528E-0003
0.4403  2.6055E-0003
0.4507  3.0980E-0003
0.4598  3.5925E-0003
0.4694  4.2517E-0003
0.4794  5.1871E-0003
0.4884  6.1224E-0003
0.4975  7.3164E-0003
0.5071  8.8886E-0003
0.5176  1.0729E-0002
0.5282  1.3078E-0002
0.5378  1.5456E-0002
0.5471  1.8023E-0002
