T nFsrh nFBsrh dnsrh nF nFB dn
290 1.16316255E+00 1.078599265E+0 8.456328500E-02 1.16316255E+00 1.078599265E+0 8.456328500E-02
295 1.163405474E+00 1.063560785E+0 9.984468900E-02 1.163405474E+00 1.063560785E+0 9.984468900E-02
300 1.168752900E+00 1.051728288E+0 1.170246120E-01 1.168752900E+00 1.051728288E+0 1.170246120E-01
305 1.173110521E+00 1.042360053E+0 1.307504680E-01 1.173110521E+00 1.042360053E+0 1.307504680E-01
310 1.175811798E+00 1.034896903E+0 1.409148950E-01 1.175811798E+00 1.034896903E+0 1.409148950E-01
315 1.152137421E+00 1.028915263E+0 1.232221580E-01 1.152137421E+00 1.028915263E+0 1.232221580E-01
320 1.132795922E+00 1.024092591E+0 1.087033310E-01 1.132795922E+00 1.024092591E+0 1.087033310E-01
325 1.118840017E+00 1.020181925E+0 9.865809200E-02 1.118840017E+00 1.020181925E+0 9.865809200E-02
330 1.093934102E+00 1.016993103E+0 7.694099900E-02 1.093934102E+00 1.016993103E+0 7.694099900E-02
335 1.016115207E+00 1.014378865E+0 1.736342000E-03 1.016115207E+00 1.014378865E+0 1.736342000E-03
340 1.014956829E+00 1.012224531E+0 2.732298000E-03 1.014956829E+00 1.012224531E+0 2.732298000E-03
