fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
T01_280 T01_280.dat 280 41.41 1.000E+000 6.851E+000 7.183E-005 1.000E+020 1.639E+000 1.366E-002 3.819E-004 
T02_285 T02_285.dat 285 40.68 1.000E+000 6.417E+000 7.614E-005 1.000E+020 1.629E+000 1.338E-002 2.599E-004 
T03_290 T03_290.dat 290 39.98 1.000E+000 6.008E+000 8.062E-005 1.000E+020 1.614E+000 1.314E-002 2.269E-004 
T04_295 T04_295.dat 295 39.3 1.000E+000 5.666E+000 8.518E-005 1.000E+020 1.604E+000 1.278E-002 2.554E-004 
T05_300 T05_300.dat 300 38.65 1.000E+000 5.344E+000 8.985E-005 1.000E+020 1.592E+000 1.246E-002 3.218E-004 
T06_305 T06_305.dat 305 38.01 1.000E+000 5.282E+000 9.471E-005 1.000E+020 1.573E+000 1.217E-002 4.532E-004 
T07_310 T07_310.dat 310 37.4 1.000E+000 4.942E+000 9.984E-005 1.000E+020 1.534E+000 1.202E-002 5.626E-004 
T08_315 T08_315.dat 315 36.81 1.000E+000 4.630E+000 1.051E-004 1.000E+020 1.493E+000 1.188E-002 7.182E-004 
T09_320 T09_320.dat 320 36.23 1.000E+000 4.328E+000 1.104E-004 1.000E+020 1.442E+000 1.172E-002 9.204E-004 
T10_325 T10_325.dat 325 35.67 1.000E+000 4.030E+000 1.160E-004 1.000E+020 1.380E+000 1.154E-002 1.153E-003 
T11_330 T11_330.dat 330 35.13 1.000E+000 3.734E+000 1.220E-004 1.000E+020 1.307E+000 1.123E-002 1.418E-003 
T12_335 T12_335.dat 335 34.61 1.000E+000 3.463E+000 1.283E-004 1.000E+020 1.219E+000 1.094E-002 1.739E-003 
T13_340 T13_340.dat 340 34.1 1.000E+000 3.036E+000 1.625E-004 1.000E+020 1.000E+000 4.404E-003 1.680E-003 
