Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.173437835E+00 1.145026653E+00 2.841118200E-02 1.167997053E+00 1.140898855E+00 2.709819800E-02
1.468000E+10 1.173455853E+00 1.145053755E+00 2.840209800E-02 1.170272856E+00 1.142214008E+00 2.805884800E-02
2.154000E+10 1.173482096E+00 1.145093684E+00 2.838841200E-02 1.171299734E+00 1.143145451E+00 2.815428300E-02
3.162000E+10 1.173520277E+00 1.145151175E+00 2.836910200E-02 1.172026717E+00 1.143817028E+00 2.820968900E-02
4.642000E+10 1.173575652E+00 1.145234700E+00 2.834095200E-02 1.172554655E+00 1.144322067E+00 2.823258800E-02
6.813000E+10 1.173655514E+00 1.145354787E+00 2.830072700E-02 1.172958023E+00 1.144730831E+00 2.822719200E-02
1.000000E+11 1.173769851E+00 1.145525510E+00 2.824434100E-02 1.173293549E+00 1.145098887E+00 2.819466200E-02
1.468000E+11 1.173931775E+00 1.145765932E+00 2.816584300E-02 1.173606466E+00 1.145474145E+00 2.813232100E-02
2.154000E+11 1.174157512E+00 1.146097865E+00 2.805964700E-02 1.173935297E+00 1.145898121E+00 2.803717600E-02
3.162000E+11 1.174465574E+00 1.146545146E+00 2.792042800E-02 1.174313692E+00 1.146408256E+00 2.790543600E-02
4.642000E+11 1.174874110E+00 1.147127021E+00 2.774708900E-02 1.174770195E+00 1.147033060E+00 2.773713500E-02
6.813000E+11 1.175396467E+00 1.147853465E+00 2.754300200E-02 1.175325311E+00 1.147788890E+00 2.753642100E-02
1.000000E+12 1.176033464E+00 1.149362984E+00 2.667048000E-02 1.175984692E+00 1.149190172E+00 2.679452000E-02
1.468000E+12 1.176768995E+00 1.153813354E+00 2.295564100E-02 1.176735531E+00 1.153664679E+00 2.307085200E-02
2.154000E+12 1.177401909E+00 1.159631954E+00 1.776995500E-02 1.177378995E+00 1.159499350E+00 1.787964500E-02
3.162000E+12 1.184844964E+00 1.161327861E+00 2.351710300E-02 1.184654370E+00 1.161311846E+00 2.334252400E-02
4.642000E+12 1.188083978E+00 1.162079884E+00 2.600409400E-02 1.188072211E+00 1.162068849E+00 2.600336200E-02
6.813000E+12 1.188609065E+00 1.162823067E+00 2.578599800E-02 1.188600998E+00 1.162815480E+00 2.578551800E-02
1.000000E+13 1.189085726E+00 1.163506245E+00 2.557948100E-02 1.189080182E+00 1.163501018E+00 2.557916400E-02
