Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.186566795E+00 1.147278171E+00 3.928862400E-02 1.168386562E+00 1.139583322E+00 2.880324000E-02
1.468000E+10 1.186578283E+00 1.147362533E+00 3.921575000E-02 1.174080420E+00 1.142023611E+00 3.205680900E-02
2.154000E+10 1.186595008E+00 1.147484714E+00 3.911029400E-02 1.176813720E+00 1.143798609E+00 3.301511100E-02
3.162000E+10 1.186619493E+00 1.147659884E+00 3.895960900E-02 1.180632096E+00 1.145123036E+00 3.550906000E-02
4.642000E+10 1.186654981E+00 1.147909515E+00 3.874546600E-02 1.184202416E+00 1.146166682E+00 3.803573400E-02
6.813000E+10 1.186706106E+00 1.148259320E+00 3.844678600E-02 1.185220086E+00 1.147062828E+00 3.815725800E-02
1.000000E+11 1.186779445E+00 1.148741661E+00 3.803778400E-02 1.185764100E+00 1.147920083E+00 3.784401700E-02
1.468000E+11 1.186883405E+00 1.149388651E+00 3.749475400E-02 1.186190180E+00 1.148824029E+00 3.736615100E-02
2.154000E+11 1.187028663E+00 1.150227583E+00 3.680108000E-02 1.186555585E+00 1.149838935E+00 3.671665000E-02
3.162000E+11 1.187227514E+00 1.151268258E+00 3.595925600E-02 1.186904729E+00 1.151000326E+00 3.590440300E-02
4.642000E+11 1.187492095E+00 1.152492607E+00 3.499948800E-02 1.187271881E+00 1.152307583E+00 3.496429800E-02
6.813000E+11 1.187831541E+00 1.154361946E+00 3.346959500E-02 1.187681300E+00 1.154234021E+00 3.344727900E-02
1.000000E+12 1.193026985E+00 1.155820157E+00 3.720682800E-02 1.191599908E+00 1.155731646E+00 3.586826200E-02
1.468000E+12 1.198376321E+00 1.157159534E+00 4.121678700E-02 1.198300058E+00 1.157098213E+00 4.120184500E-02
2.154000E+12 1.198940871E+00 1.162197230E+00 3.674364100E-02 1.198888906E+00 1.161918188E+00 3.697071800E-02
3.162000E+12 1.199558802E+00 1.16534531E+00 3.421349200E-02 1.199523952E+00 1.16534531E+00 3.417864200E-02
4.642000E+12 1.200294656E+00 1.170426939E+00 2.986771700E-02 1.200270825E+00 1.170405381E+00 2.986544400E-02
6.813000E+12 1.200622376E+00 1.171355327E+00 2.926704900E-02 1.200606144E+00 1.171340513E+00 2.926563100E-02
1.000000E+13 1.204991276E+00 1.171789123E+00 3.320215300E-02 1.204417241E+00 1.171778963E+00 3.263827800E-02
